ORF,Common Name,Uncharacterized?,Mitochondrial Ribosome?,In Gold Standard?,bioPIXIE Confidence,bioPIXIE Precision,MEFIT Confidence,MEFIT Precision,Spell Rank,Spell Precision,Ensemble Precision,Current Process Annotations
YPR140W,TAZ1,0,0,1,0.633892,0.185484,5.35257,0.068907563,97,0.136363636,0.130251733, GO:0006091:generation of precursor metabolites and energy;  GO:0006118:electron transport;  GO:0006119:oxidative phosphorylation;  GO:0006461:protein complex assembly;  GO:0006629:lipid metabolic process;  GO:0006643:membrane lipid metabolic process;  GO:0006644:phospholipid metabolic process;  GO:0006650:glycerophospholipid metabolic process;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0007006:mitochondrial membrane organization and biogenesis;  GO:0007007:inner mitochondrial membrane organization and biogenesis;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0008610:lipid biosynthetic process;  GO:0008654:phospholipid biosynthetic process;  GO:0009058:biosynthetic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0016310:phosphorylation;  GO:0019538:protein metabolic process;  GO:0022607:cellular component assembly;  GO:0030154:cell differentiation;  GO:0032048:cardiolipin metabolic process;  GO:0032502:developmental process;  GO:0042773:ATP synthesis coupled electron transport;  GO:0042775:organelle ATP synthesis coupled electron transport;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044255:cellular lipid metabolic process;  GO:0046467:membrane lipid biosynthetic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0065003:macromolecular complex assembly; 
YNL267W,PIK1,0,0,0,0.492439,0.242424,2.31944,0.046997389,310,0.10106383,0.13016174, GO:0000003:reproduction;  GO:0000910:cytokinesis;  GO:0006629:lipid metabolic process;  GO:0006643:membrane lipid metabolic process;  GO:0006644:phospholipid metabolic process;  GO:0006650:glycerophospholipid metabolic process;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0006810:transport;  GO:0006892:post-Golgi vesicle-mediated transport;  GO:0007154:cell communication;  GO:0007165:signal transduction;  GO:0007242:intracellular signaling cascade;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016192:vesicle-mediated transport;  GO:0016310:phosphorylation;  GO:0019932:second-messenger-mediated signaling;  GO:0022413:reproductive process in single-celled organism;  GO:0022414:reproductive process;  GO:0030154:cell differentiation;  GO:0030258:lipid modification;  GO:0030384:phosphoinositide metabolic process;  GO:0030435:sporulation;  GO:0030437:sporulation (sensu Fungi);  GO:0032502:developmental process;  GO:0032505:reproduction of a single-celled organism;  GO:0032940:secretion by cell;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044255:cellular lipid metabolic process;  GO:0045045:secretory pathway;  GO:0046834:lipid phosphorylation;  GO:0046854:phosphoinositide phosphorylation;  GO:0046903:secretion;  GO:0046907:intracellular transport;  GO:0048015:phosphoinositide-mediated signaling;  GO:0048017:inositol lipid-mediated signaling;  GO:0048193:Golgi vesicle transport;  GO:0048610:reproductive cellular process;  GO:0048622:reproductive sporulation;  GO:0048869:cellular developmental process;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051301:cell division;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; 
YLR368W,MDM30,0,0,1,0.605819,0.304878,0.851323,0.030446549,1117,0.05510907,0.13014454, GO:0006996:organelle organization and biogenesis;  GO:0007005:mitochondrion organization and biogenesis;  GO:0008053:mitochondrial fusion;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0048284:organelle fusion; 
YGR243W,YGR243W,1,0,0,1.105476,0.313253,2.05212,0.044274809,3343,0.032477341,0.130001717, GO:0008150:biological_process; 
YIL041W,GVP36,1,0,0,1.057911,0.263158,2.46278,0.049586777,505,0.076115486,0.129620088, GO:0008150:biological_process; 
YOR136W,IDH2,0,0,0,1.027739,0.263158,3.08236,0.055681818,696,0.069883527,0.129574448, GO:0005975:carbohydrate metabolic process;  GO:0006082:organic acid metabolic process;  GO:0006084:acetyl-CoA metabolic process;  GO:0006091:generation of precursor metabolites and energy;  GO:0006099:tricarboxylic acid cycle;  GO:0006100:tricarboxylic acid cycle intermediate metabolic process;  GO:0006102:isocitrate metabolic process;  GO:0006519:amino acid and derivative metabolic process;  GO:0006520:amino acid metabolic process;  GO:0006536:glutamate metabolic process;  GO:0006537:glutamate biosynthetic process;  GO:0006732:coenzyme metabolic process;  GO:0006807:nitrogen compound metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0008652:amino acid biosynthetic process;  GO:0009056:catabolic process;  GO:0009058:biosynthetic process;  GO:0009060:aerobic respiration;  GO:0009064:glutamine family amino acid metabolic process;  GO:0009084:glutamine family amino acid biosynthetic process;  GO:0009109:coenzyme catabolic process;  GO:0009308:amine metabolic process;  GO:0009309:amine biosynthetic process;  GO:0009987:cellular process;  GO:0015980:energy derivation by oxidation of organic compounds;  GO:0019752:carboxylic acid metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044248:cellular catabolic process;  GO:0044249:cellular biosynthetic process;  GO:0044262:cellular carbohydrate metabolic process;  GO:0044271:nitrogen compound biosynthetic process;  GO:0045333:cellular respiration;  GO:0046356:acetyl-CoA catabolic process;  GO:0051186:cofactor metabolic process;  GO:0051187:cofactor catabolic process; 
YOR098C,NUP1,0,0,0,0.447124,0.231788,,,4472,0.027187766,0.129487883," GO:0006403:RNA localization;  GO:0006405:RNA export from nucleus;  GO:0006406:mRNA export from nucleus;  GO:0006407:rRNA export from nucleus;  GO:0006408:snRNA export from nucleus;  GO:0006409:tRNA export from nucleus;  GO:0006605:protein targeting;  GO:0006606:protein import into nucleus;  GO:0006607:NLS-bearing substrate import into nucleus;  GO:0006608:snRNP protein import into nucleus;  GO:0006609:mRNA-binding (hnRNP) protein import into nucleus;  GO:0006610:ribosomal protein import into nucleus;  GO:0006611:protein export from nucleus;  GO:0006810:transport;  GO:0006886:intracellular protein transport;  GO:0006913:nucleocytoplasmic transport;  GO:0006996:organelle organization and biogenesis;  GO:0006997:nuclear organization and biogenesis;  GO:0006998:nuclear membrane organization and biogenesis;  GO:0006999:nuclear pore organization and biogenesis;  GO:0008104:protein localization;  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0015031:protein transport;  GO:0015931:nucleobase, nucleoside, nucleotide and nucleic acid transport;  GO:0016043:cellular component organization and biogenesis;  GO:0016044:membrane organization and biogenesis;  GO:0017038:protein import;  GO:0033036:macromolecule localization;  GO:0045184:establishment of protein localization;  GO:0046907:intracellular transport;  GO:0050657:nucleic acid transport;  GO:0050658:RNA transport;  GO:0051028:mRNA transport;  GO:0051029:rRNA transport;  GO:0051030:snRNA transport;  GO:0051031:tRNA transport;  GO:0051168:nuclear export;  GO:0051169:nuclear transport;  GO:0051170:nuclear import;  GO:0051179:localization;  GO:0051234:establishment of localization;  GO:0051236:establishment of RNA localization;  GO:0051641:cellular localization;  GO:0051649:establishment of cellular localization; "
YGL252C,RTG2,0,0,0,0.431301,0.214724,1.95209,0.042909091,219,0.129770992,0.129134694," GO:0001301:progressive alteration of chromatin during cell aging;  GO:0001302:replicative cell aging;  GO:0001304:progressive alteration of chromatin during replicative cell aging;  GO:0001307:extrachromosomal circular DNA accumulation during replicative cell aging;  GO:0001310:extrachromosomal rDNA circle accumulation during replicative cell aging;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006323:DNA packaging;  GO:0006325:establishment and/or maintenance of chromatin architecture;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0007154:cell communication;  GO:0007165:signal transduction;  GO:0007242:intracellular signaling cascade;  GO:0007568:aging;  GO:0007569:cell aging;  GO:0007580:extrachromosomal circular DNA accumulation during cell aging;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0016568:chromatin modification;  GO:0031930:mitochondrial signaling pathway;  GO:0032502:developmental process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0051276:chromosome organization and biogenesis; "
YKL011C,CCE1,0,0,0,0.957549,0.263158,4.61138,0.068907563,1088,0.05510907,0.129058211," GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006259:DNA metabolic process;  GO:0006310:DNA recombination;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process; "
YKL037W,YKL037W,1,0,0,0.447124,0.231788,,,4925,0.025348542,0.128568271, GO:0008150:biological_process; 
YLR090W,XDJ1,0,0,0,0.624862,0.185484,3.8377,0.065151515,102,0.134831461,0.128488992, GO:0000723:telomere maintenance;  GO:0006996:organelle organization and biogenesis;  GO:0007001:chromosome organization and biogenesis (sensu Eukaryota);  GO:0008150:biological_process;  GO:0009987:cellular process;  GO:0016043:cellular component organization and biogenesis;  GO:0032200:telomere organization and biogenesis;  GO:0051276:chromosome organization and biogenesis; 
YKL016C,ATP7,0,0,0,0.549012,0.152778,7.83151,0.097560976,178,0.134020619,0.128119865," GO:0006091:generation of precursor metabolites and energy;  GO:0006119:oxidative phosphorylation;  GO:0006139:nucleobase, nucleoside, nucleotide and nucleic acid metabolic process;  GO:0006163:purine nucleotide metabolic process;  GO:0006164:purine nucleotide biosynthetic process;  GO:0006461:protein complex assembly;  GO:0006732:coenzyme metabolic process;  GO:0006752:group transfer coenzyme metabolic process;  GO:0006753:nucleoside phosphate metabolic process;  GO:0006754:ATP biosynthetic process;  GO:0006793:phosphorus metabolic process;  GO:0006796:phosphate metabolic process;  GO:0006810:transport;  GO:0006811:ion transport;  GO:0006812:cation transport;  GO:0006818:hydrogen transport;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009108:coenzyme biosynthetic process;  GO:0009117:nucleotide metabolic process;  GO:0009141:nucleoside triphosphate metabolic process;  GO:0009142:nucleoside triphosphate biosynthetic process;  GO:0009144:purine nucleoside triphosphate metabolic process;  GO:0009145:purine nucleoside triphosphate biosynthetic process;  GO:0009150:purine ribonucleotide metabolic process;  GO:0009152:purine ribonucleotide biosynthetic process;  GO:0009165:nucleotide biosynthetic process;  GO:0009199:ribonucleoside triphosphate metabolic process;  GO:0009201:ribonucleoside triphosphate biosynthetic process;  GO:0009205:purine ribonucleoside triphosphate metabolic process;  GO:0009206:purine ribonucleoside triphosphate biosynthetic process;  GO:0009259:ribonucleotide metabolic process;  GO:0009260:ribonucleotide biosynthetic process;  GO:0009987:cellular process;  GO:0015672:monovalent inorganic cation transport;  GO:0015985:energy coupled proton transport, down electrochemical gradient;  GO:0015986:ATP synthesis coupled proton transport;  GO:0015992:proton transport;  GO:0016043:cellular component organization and biogenesis;  GO:0016310:phosphorylation;  GO:0019538:protein metabolic process;  GO:0022607:cellular component assembly;  GO:0030154:cell differentiation;  GO:0032502:developmental process;  GO:0043170:macromolecule metabolic process;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044249:cellular biosynthetic process;  GO:0046034:ATP metabolic process;  GO:0048468:cell development;  GO:0048869:cellular developmental process;  GO:0051179:localization;  GO:0051186:cofactor metabolic process;  GO:0051188:cofactor biosynthetic process;  GO:0051234:establishment of localization;  GO:0065003:macromolecular complex assembly; "
YPL072W,UBP16,0,0,0,0.573739,0.164596,12.8209,0.14893617,650,0.070212766,0.127914979, GO:0006464:protein modification process;  GO:0006512:ubiquitin cycle;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009987:cellular process;  GO:0016579:protein deubiquitination;  GO:0019538:protein metabolic process;  GO:0043170:macromolecule metabolic process;  GO:0043283:biopolymer metabolic process;  GO:0043412:biopolymer modification;  GO:0043687:post-translational protein modification;  GO:0044237:cellular metabolic process;  GO:0044238:primary metabolic process;  GO:0044260:cellular macromolecule metabolic process;  GO:0044267:cellular protein metabolic process; 
YMR166C,YMR166C,0,0,0,0.945832,0.263158,2.49256,0.049952875,787,0.069883527,0.127664801, GO:0006810:transport;  GO:0008150:biological_process;  GO:0051179:localization;  GO:0051234:establishment of localization; 
YDL109C,YDL109C,0,0,0,0.542344,0.229412,,,4955,0.025348542,0.127380271, GO:0006629:lipid metabolic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0044238:primary metabolic process; 
YER141W,COX15,0,0,0,0.798309,0.226744,3.92896,0.06595092,381,0.088709677,0.127134866, GO:0006778:porphyrin metabolic process;  GO:0006779:porphyrin biosynthetic process;  GO:0006783:heme biosynthetic process;  GO:0006784:heme a biosynthetic process;  GO:0008150:biological_process;  GO:0008152:metabolic process;  GO:0009058:biosynthetic process;  GO:0009987:cellular process;  GO:0019748:secondary metabolic process;  GO:0033013:tetrapyrrole metabolic process;  GO:0033014:tetrapyrrole biosynthetic process;  GO:0042168:heme metabolic process;  GO:0042440:pigment metabolic process;  GO:0044237:cellular metabolic process;  GO:0044249:cellular biosynthetic process;  GO:0046148:pigment biosynthetic process;  GO:0046160:heme a metabolic process;  GO:0046483:heterocycle metabolic process;  GO:0051186:cofactor metabolic process;  GO:0051188:cofactor biosynthetic process; 
