Gene,Rank,Positive,Negative,Agnostic,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YJR075W,999,0,1,0,138,794,4016,153,0.814350127,0.14806867,0.474226804,0.165072765,0.834927235
YDR282C,1000,0,1,0,138,795,4015,153,0.814154087,0.147909968,0.474226804,0.165280665,0.834719335
YPL259C,1001,0,1,0,138,796,4014,153,0.813958047,0.147751606,0.474226804,0.165488565,0.834511435
YMR304W,1002,0,1,0,138,797,4013,153,0.813762007,0.147593583,0.474226804,0.165696466,0.834303534
YLL027W,1003,0,0,1,138,797,4013,153,0.813762007,0.147593583,0.474226804,0.165696466,0.834303534
YOR086C,1004,0,1,0,138,798,4012,153,0.813565967,0.147435897,0.474226804,0.165904366,0.834095634
YML004C,1005,0,1,0,138,799,4011,153,0.813369927,0.147278549,0.474226804,0.166112266,0.833887734
YIL033C,1006,0,1,0,138,800,4010,153,0.813173887,0.147121535,0.474226804,0.166320166,0.833679834
YKL176C,1007,0,1,0,138,801,4009,153,0.812977847,0.146964856,0.474226804,0.166528067,0.833471933
YOR109W,1008,0,1,0,138,802,4008,153,0.812781807,0.146808511,0.474226804,0.166735967,0.833264033
YPR176C,1009,0,0,1,138,802,4008,153,0.812781807,0.146808511,0.474226804,0.166735967,0.833264033
YLR231C,1010,0,0,1,138,802,4008,153,0.812781807,0.146808511,0.474226804,0.166735967,0.833264033
YLR426W,1011,0,1,0,138,803,4007,153,0.812585767,0.146652497,0.474226804,0.166943867,0.833056133
YPL225W,1012,0,0,1,138,803,4007,153,0.812585767,0.146652497,0.474226804,0.166943867,0.833056133
YOR261C,1013,0,1,0,138,804,4006,153,0.812389728,0.146496815,0.474226804,0.167151767,0.832848233
YDL230W,1014,0,1,0,138,805,4005,153,0.812193688,0.146341463,0.474226804,0.167359667,0.832640333
YPR075C,1015,0,1,0,138,806,4004,153,0.811997648,0.146186441,0.474226804,0.167567568,0.832432432
YBR059C,1016,0,1,0,138,807,4003,153,0.811801608,0.146031746,0.474226804,0.167775468,0.832224532
YOR221C,1017,0,1,0,138,808,4002,153,0.811605568,0.145877378,0.474226804,0.167983368,0.832016632
YDL104C,1018,0,1,0,138,809,4001,153,0.811409528,0.145723337,0.474226804,0.168191268,0.831808732
YPL028W,1019,0,1,0,138,810,4000,153,0.811213488,0.14556962,0.474226804,0.168399168,0.831600832
YBR129C,1020,0,1,0,138,811,3999,153,0.811017448,0.145416228,0.474226804,0.168607069,0.831392931
YOR288C,1021,0,1,0,138,812,3998,153,0.810821408,0.145263158,0.474226804,0.168814969,0.831185031
YML011C,1022,0,1,0,138,813,3997,153,0.810625368,0.14511041,0.474226804,0.169022869,0.830977131
YBR036C,1023,0,1,0,138,814,3996,153,0.810429328,0.144957983,0.474226804,0.169230769,0.830769231
YIR001C,1024,0,0,1,138,814,3996,153,0.810429328,0.144957983,0.474226804,0.169230769,0.830769231
YBR053C,1025,0,0,1,138,814,3996,153,0.810429328,0.144957983,0.474226804,0.169230769,0.830769231
YPR165W,1026,0,1,0,138,815,3995,153,0.810233288,0.144805876,0.474226804,0.169438669,0.830561331
YPL210C,1027,0,1,0,138,816,3994,153,0.810037248,0.144654088,0.474226804,0.16964657,0.83035343
YDR189W,1028,0,1,0,138,817,3993,153,0.809841208,0.144502618,0.474226804,0.16985447,0.83014553
YBR198C,1029,0,1,0,138,818,3992,153,0.809645168,0.144351464,0.474226804,0.17006237,0.82993763
YMR286W,1030,0,1,0,138,819,3991,153,0.809449128,0.144200627,0.474226804,0.17027027,0.82972973
YNL283C,1031,0,1,0,138,820,3990,153,0.809253088,0.144050104,0.474226804,0.17047817,0.82952183
YGL155W,1032,0,0,1,138,820,3990,153,0.809253088,0.144050104,0.474226804,0.17047817,0.82952183
YLR039C,1033,0,1,0,138,821,3989,153,0.809057048,0.143899896,0.474226804,0.170686071,0.829313929
YJR069C,1034,0,0,1,138,821,3989,153,0.809057048,0.143899896,0.474226804,0.170686071,0.829313929
YMR247C,1035,0,1,0,138,822,3988,153,0.808861008,0.14375,0.474226804,0.170893971,0.829106029
YKL034W,1036,0,1,0,138,823,3987,153,0.808664968,0.143600416,0.474226804,0.171101871,0.828898129
YEL056W,1037,0,1,0,138,824,3986,153,0.808468928,0.143451143,0.474226804,0.171309771,0.828690229
YLR270W,1038,0,1,0,138,825,3985,153,0.808272888,0.143302181,0.474226804,0.171517672,0.828482328
YDR451C,1039,0,1,0,138,826,3984,153,0.808076848,0.143153527,0.474226804,0.171725572,0.828274428
YCR075C,1040,0,1,0,138,827,3983,153,0.807880808,0.143005181,0.474226804,0.171933472,0.828066528
YAL039C,1041,0,1,0,138,828,3982,153,0.807684768,0.142857143,0.474226804,0.172141372,0.827858628
YKR021W,1042,0,1,0,138,829,3981,153,0.807488728,0.142709411,0.474226804,0.172349272,0.827650728
YAL014C,1043,0,1,0,138,830,3980,153,0.807292688,0.142561983,0.474226804,0.172557173,0.827442827
YDL044C,1044,0,1,0,138,831,3979,153,0.807096648,0.142414861,0.474226804,0.172765073,0.827234927
YDL076C,1045,0,1,0,138,832,3978,153,0.806900608,0.142268041,0.474226804,0.172972973,0.827027027
YGL047W,1046,0,1,0,138,833,3977,153,0.806704568,0.142121524,0.474226804,0.173180873,0.826819127
YOR264W,1047,0,1,0,138,834,3976,153,0.806508528,0.141975309,0.474226804,0.173388773,0.826611227
YNL103W,1048,0,1,0,138,835,3975,153,0.806312488,0.141829394,0.474226804,0.173596674,0.826403326
YKL010C,1049,0,1,0,138,836,3974,153,0.806116448,0.141683778,0.474226804,0.173804574,0.826195426
YGL070C,1050,0,1,0,138,837,3973,153,0.805920408,0.141538462,0.474226804,0.174012474,0.825987526
YPR052C,1051,0,1,0,138,838,3972,153,0.805724368,0.141393443,0.474226804,0.174220374,0.825779626
YHL034C,1052,0,1,0,138,839,3971,153,0.805528328,0.141248721,0.474226804,0.174428274,0.825571726
YNL027W,1053,0,1,0,138,840,3970,153,0.805332288,0.141104294,0.474226804,0.174636175,0.825363825
YGR194C,1054,0,1,0,138,841,3969,153,0.805136248,0.140960163,0.474226804,0.174844075,0.825155925
YKR051W,1055,0,1,0,138,842,3968,153,0.804940208,0.140816327,0.474226804,0.175051975,0.824948025
YMR240C,1056,0,1,0,138,843,3967,153,0.804744168,0.140672783,0.474226804,0.175259875,0.824740125
YJL126W,1057,0,0,1,138,843,3967,153,0.804744168,0.140672783,0.474226804,0.175259875,0.824740125
YPR036W,1058,0,1,0,138,844,3966,153,0.804548128,0.140529532,0.474226804,0.175467775,0.824532225
YJR086W,1059,0,1,0,138,845,3965,153,0.804352088,0.140386572,0.474226804,0.175675676,0.824324324
YMR283C,1060,0,1,0,138,846,3964,153,0.804156048,0.140243902,0.474226804,0.175883576,0.824116424
YHR108W,1061,0,1,0,138,847,3963,153,0.803960008,0.140101523,0.474226804,0.176091476,0.823908524
YCL011C,1062,0,1,0,138,848,3962,153,0.803763968,0.139959432,0.474226804,0.176299376,0.823700624
YBR109C,1063,0,1,0,138,849,3961,153,0.803567928,0.139817629,0.474226804,0.176507277,0.823492723
YCL017C,1064,0,1,0,138,850,3960,153,0.803371888,0.139676113,0.474226804,0.176715177,0.823284823
YML054C,1065,0,1,0,138,851,3959,153,0.803175848,0.139534884,0.474226804,0.176923077,0.823076923
YIR022W,1066,0,1,0,138,852,3958,153,0.802979808,0.139393939,0.474226804,0.177130977,0.822869023
YNL115C,1067,0,1,0,138,853,3957,153,0.802783768,0.13925328,0.474226804,0.177338877,0.822661123
YMR168C,1068,0,1,0,138,854,3956,153,0.802587728,0.139112903,0.474226804,0.177546778,0.822453222
YEL020C,1069,0,1,0,138,855,3955,153,0.802391688,0.13897281,0.474226804,0.177754678,0.822245322
YBL040C,1070,0,1,0,138,856,3954,153,0.802195648,0.138832998,0.474226804,0.177962578,0.822037422
YGL198W,1071,0,1,0,138,857,3953,153,0.801999608,0.138693467,0.474226804,0.178170478,0.821829522
YLL043W,1072,0,1,0,138,858,3952,153,0.801803568,0.138554217,0.474226804,0.178378378,0.821621622
YLR050C,1073,1,0,0,139,858,3952,152,0.801999608,0.139418255,0.47766323,0.178378378,0.821621622
YDR348C,1074,0,1,0,139,859,3951,152,0.801803568,0.139278557,0.47766323,0.178586279,0.821413721
YDL015C,1075,0,1,0,139,860,3950,152,0.801607528,0.139139139,0.47766323,0.178794179,0.821205821
YOR251C,1076,0,1,0,139,861,3949,152,0.801411488,0.139,0.47766323,0.179002079,0.820997921
YLR166C,1077,0,1,0,139,862,3948,152,0.801215448,0.138861139,0.47766323,0.179209979,0.820790021
YLR348C,1078,0,1,0,139,863,3947,152,0.801019408,0.138722555,0.47766323,0.179417879,0.820582121
YEL016C,1079,0,1,0,139,864,3946,152,0.800823368,0.138584247,0.47766323,0.17962578,0.82037422
YPL218W,1080,1,0,0,140,864,3946,151,0.801019408,0.139442231,0.481099656,0.17962578,0.82037422
YGL122C,1081,0,1,0,140,865,3945,151,0.800823368,0.139303483,0.481099656,0.17983368,0.82016632
YBR041W,1082,0,1,0,140,866,3944,151,0.800627328,0.13916501,0.481099656,0.18004158,0.81995842
YDR117C,1083,0,1,0,140,867,3943,151,0.800431288,0.139026812,0.481099656,0.18024948,0.81975052
YMR044W,1084,0,1,0,140,868,3942,151,0.800235248,0.138888889,0.481099656,0.18045738,0.81954262
YDL143W,1085,0,1,0,140,869,3941,151,0.800039208,0.138751239,0.481099656,0.180665281,0.819334719
YKL022C,1086,0,1,0,140,870,3940,151,0.799843168,0.138613861,0.481099656,0.180873181,0.819126819
YBR015C,1087,0,1,0,140,871,3939,151,0.799647128,0.138476756,0.481099656,0.181081081,0.818918919
YKL011C,1088,1,0,0,141,871,3939,150,0.799843168,0.139328063,0.484536082,0.181081081,0.818918919
YIL035C,1089,0,1,0,141,872,3938,150,0.799647128,0.139190523,0.484536082,0.181288981,0.818711019
YNL011C,1090,0,0,1,141,872,3938,150,0.799647128,0.139190523,0.484536082,0.181288981,0.818711019
YDR328C,1091,0,1,0,141,873,3937,150,0.799451088,0.139053254,0.484536082,0.181496881,0.818503119
YDR178W,1092,0,1,0,141,874,3936,150,0.799255048,0.138916256,0.484536082,0.181704782,0.818295218
YBR133C,1093,0,1,0,141,875,3935,150,0.799059008,0.138779528,0.484536082,0.181912682,0.818087318
YJL004C,1094,0,1,0,141,876,3934,150,0.798862968,0.138643068,0.484536082,0.182120582,0.817879418
YMR145C,1095,0,1,0,141,877,3933,150,0.798666928,0.138506876,0.484536082,0.182328482,0.817671518
YBR103W,1096,0,1,0,141,878,3932,150,0.798470888,0.138370952,0.484536082,0.182536383,0.817463617
YNL006W,1097,0,1,0,141,879,3931,150,0.798274848,0.138235294,0.484536082,0.182744283,0.817255717
YOL112W,1098,0,1,0,141,880,3930,150,0.798078808,0.138099902,0.484536082,0.182952183,0.817047817
YDR470C,1099,1,0,0,142,880,3930,149,0.798274848,0.138943249,0.487972509,0.182952183,0.817047817
YDR404C,1100,0,1,0,142,881,3929,149,0.798078808,0.138807429,0.487972509,0.183160083,0.816839917
YGL196W,1101,0,1,0,142,882,3928,149,0.797882768,0.138671875,0.487972509,0.183367983,0.816632017
YGL150C,1102,0,1,0,142,883,3927,149,0.797686728,0.138536585,0.487972509,0.183575884,0.816424116
YJL024C,1103,0,1,0,142,884,3926,149,0.797490688,0.138401559,0.487972509,0.183783784,0.816216216
YDR195W,1104,0,1,0,142,885,3925,149,0.797294648,0.138266796,0.487972509,0.183991684,0.816008316
YJR007W,1105,0,1,0,142,886,3924,149,0.797098608,0.138132296,0.487972509,0.184199584,0.815800416
YBR127C,1106,0,1,0,142,887,3923,149,0.796902568,0.137998056,0.487972509,0.184407484,0.815592516
YLR437C,1107,0,0,1,142,887,3923,149,0.796902568,0.137998056,0.487972509,0.184407484,0.815592516
YNL316C,1108,0,1,0,142,888,3922,149,0.796706528,0.137864078,0.487972509,0.184615385,0.815384615
YOL051W,1109,0,1,0,142,889,3921,149,0.796510488,0.137730359,0.487972509,0.184823285,0.815176715
YDL027C,1110,0,1,0,142,890,3920,149,0.796314448,0.137596899,0.487972509,0.185031185,0.814968815
YDR251W,1111,0,1,0,142,891,3919,149,0.796118408,0.137463698,0.487972509,0.185239085,0.814760915
YNL246W,1112,0,1,0,142,892,3918,149,0.795922368,0.137330754,0.487972509,0.185446985,0.814553015
YBR205W,1113,0,1,0,142,893,3917,149,0.795726328,0.137198068,0.487972509,0.185654886,0.814345114
YFL017C,1114,0,1,0,142,894,3916,149,0.795530288,0.137065637,0.487972509,0.185862786,0.814137214
YPL128C,1115,0,1,0,142,895,3915,149,0.795334248,0.136933462,0.487972509,0.186070686,0.813929314
YDL074C,1116,0,1,0,142,896,3914,149,0.795138208,0.136801541,0.487972509,0.186278586,0.813721414
YLR368W,1117,1,0,0,143,896,3914,148,0.795334248,0.137632339,0.491408935,0.186278586,0.813721414
YOR334W,1118,0,1,0,143,897,3913,148,0.795138208,0.1375,0.491408935,0.186486486,0.813513514
YKL179C,1119,0,1,0,143,898,3912,148,0.794942168,0.137367915,0.491408935,0.186694387,0.813305613
YKL175W,1120,0,1,0,143,899,3911,148,0.794746128,0.137236084,0.491408935,0.186902287,0.813097713
YJL111W,1121,0,1,0,143,900,3910,148,0.794550088,0.137104506,0.491408935,0.187110187,0.812889813
YGL091C,1122,0,1,0,143,901,3909,148,0.794354048,0.13697318,0.491408935,0.187318087,0.812681913
YOR249C,1123,0,1,0,143,902,3908,148,0.794158008,0.136842105,0.491408935,0.187525988,0.812474012
YDR468C,1124,0,1,0,143,903,3907,148,0.793961968,0.136711281,0.491408935,0.187733888,0.812266112
YCR008W,1125,0,1,0,143,904,3906,148,0.793765928,0.136580707,0.491408935,0.187941788,0.812058212
YJL071W,1126,0,0,1,143,904,3906,148,0.793765928,0.136580707,0.491408935,0.187941788,0.812058212
YJL183W,1127,0,1,0,143,905,3905,148,0.793569888,0.136450382,0.491408935,0.188149688,0.811850312
YLR097C,1128,0,1,0,143,906,3904,148,0.793373848,0.136320305,0.491408935,0.188357588,0.811642412
YKL064W,1129,0,1,0,143,907,3903,148,0.793177808,0.136190476,0.491408935,0.188565489,0.811434511
YOR147W,1130,1,0,0,144,907,3903,147,0.793373848,0.137012369,0.494845361,0.188565489,0.811434511
YOR059C,1131,0,1,0,144,908,3902,147,0.793177808,0.136882129,0.494845361,0.188773389,0.811226611
YCR023C,1132,0,1,0,144,909,3901,147,0.792981768,0.136752137,0.494845361,0.188981289,0.811018711
YDR392W,1133,0,1,0,144,910,3900,147,0.792785728,0.136622391,0.494845361,0.189189189,0.810810811
YKL002W,1134,0,1,0,144,911,3899,147,0.792589688,0.136492891,0.494845361,0.189397089,0.810602911
YNL076W,1135,0,1,0,144,912,3898,147,0.792393648,0.136363636,0.494845361,0.18960499,0.81039501
YNL238W,1136,0,1,0,144,913,3897,147,0.792197608,0.136234626,0.494845361,0.18981289,0.81018711
YOL012C,1137,0,1,0,144,914,3896,147,0.792001568,0.13610586,0.494845361,0.19002079,0.80997921
YKL208W,1138,0,1,0,144,915,3895,147,0.791805528,0.135977337,0.494845361,0.19022869,0.80977131
YPL228W,1139,0,1,0,144,916,3894,147,0.791609488,0.135849057,0.494845361,0.19043659,0.80956341
YKL117W,1140,0,1,0,144,917,3893,147,0.791413448,0.135721018,0.494845361,0.190644491,0.809355509
YPL224C,1141,0,1,0,144,918,3892,147,0.791217408,0.13559322,0.494845361,0.190852391,0.809147609
YKL149C,1142,0,1,0,144,919,3891,147,0.791021368,0.135465663,0.494845361,0.191060291,0.808939709
YLR410W,1143,0,1,0,144,920,3890,147,0.790825328,0.135338346,0.494845361,0.191268191,0.808731809
YFR045W,1144,0,1,0,144,921,3889,147,0.790629288,0.135211268,0.494845361,0.191476091,0.808523909
YLR386W,1145,0,1,0,144,922,3888,147,0.790433248,0.135084428,0.494845361,0.191683992,0.808316008
YPL084W,1146,0,1,0,144,923,3887,147,0.790237208,0.134957826,0.494845361,0.191891892,0.808108108
YMR277W,1147,0,1,0,144,924,3886,147,0.790041168,0.134831461,0.494845361,0.192099792,0.807900208
YNL085W,1148,0,1,0,144,925,3885,147,0.789845128,0.134705332,0.494845361,0.192307692,0.807692308
YER003C,1149,0,1,0,144,926,3884,147,0.789649088,0.134579439,0.494845361,0.192515593,0.807484407
YMR109W,1150,0,1,0,144,927,3883,147,0.789453048,0.134453782,0.494845361,0.192723493,0.807276507
YIR006C,1151,0,1,0,144,928,3882,147,0.789257008,0.134328358,0.494845361,0.192931393,0.807068607
YNL333W,1152,0,1,0,144,929,3881,147,0.789060968,0.134203169,0.494845361,0.193139293,0.806860707
YMR289W,1153,0,1,0,144,930,3880,147,0.788864928,0.134078212,0.494845361,0.193347193,0.806652807
YDR146C,1154,0,1,0,144,931,3879,147,0.788668888,0.133953488,0.494845361,0.193555094,0.806444906
YJR079W,1155,0,0,1,144,931,3879,147,0.788668888,0.133953488,0.494845361,0.193555094,0.806444906
YER023W,1156,0,1,0,144,932,3878,147,0.788472848,0.133828996,0.494845361,0.193762994,0.806237006
YLR113W,1157,0,1,0,144,933,3877,147,0.788276808,0.133704735,0.494845361,0.193970894,0.806029106
YNL147W,1158,0,1,0,144,934,3876,147,0.788080768,0.133580705,0.494845361,0.194178794,0.805821206
YPL004C,1159,0,1,0,144,935,3875,147,0.787884728,0.133456905,0.494845361,0.194386694,0.805613306
YPR063C,1160,0,1,0,144,936,3874,147,0.787688688,0.133333333,0.494845361,0.194594595,0.805405405
YHR199C,1161,0,1,0,144,937,3873,147,0.787492649,0.133209991,0.494845361,0.194802495,0.805197505
YOL066C,1162,0,1,0,144,938,3872,147,0.787296609,0.133086876,0.494845361,0.195010395,0.804989605
YJR067C,1163,0,1,0,144,939,3871,147,0.787100569,0.132963989,0.494845361,0.195218295,0.804781705
YNL237W,1164,0,0,1,144,939,3871,147,0.787100569,0.132963989,0.494845361,0.195218295,0.804781705
YNL021W,1165,0,1,0,144,940,3870,147,0.786904529,0.132841328,0.494845361,0.195426195,0.804573805
YPR161C,1166,0,1,0,144,941,3869,147,0.786708489,0.132718894,0.494845361,0.195634096,0.804365904
YGR206W,1167,0,1,0,144,942,3868,147,0.786512449,0.132596685,0.494845361,0.195841996,0.804158004
YHR012W,1168,0,1,0,144,943,3867,147,0.786316409,0.132474701,0.494845361,0.196049896,0.803950104
YOR217W,1169,0,1,0,144,944,3866,147,0.786120369,0.132352941,0.494845361,0.196257796,0.803742204
YHR111W,1170,0,1,0,144,945,3865,147,0.785924329,0.132231405,0.494845361,0.196465696,0.803534304
YGR038W,1171,0,1,0,144,946,3864,147,0.785728289,0.132110092,0.494845361,0.196673597,0.803326403
YCR090C,1172,0,0,1,144,946,3864,147,0.785728289,0.132110092,0.494845361,0.196673597,0.803326403
YFL038C,1173,0,1,0,144,947,3863,147,0.785532249,0.131989001,0.494845361,0.196881497,0.803118503
YPL083C,1174,0,1,0,144,948,3862,147,0.785336209,0.131868132,0.494845361,0.197089397,0.802910603
YBR175W,1175,0,1,0,144,949,3861,147,0.785140169,0.131747484,0.494845361,0.197297297,0.802702703
YLR328W,1176,0,1,0,144,950,3860,147,0.784944129,0.131627057,0.494845361,0.197505198,0.802494802
YBR216C,1177,0,1,0,144,951,3859,147,0.784748089,0.131506849,0.494845361,0.197713098,0.802286902
YGL173C,1178,0,1,0,144,952,3858,147,0.784552049,0.131386861,0.494845361,0.197920998,0.802079002
YJR138W,1179,0,1,0,144,953,3857,147,0.784356009,0.131267092,0.494845361,0.198128898,0.801871102
YGL228W,1180,0,1,0,144,954,3856,147,0.784159969,0.131147541,0.494845361,0.198336798,0.801663202
YMR261C,1181,0,1,0,144,955,3855,147,0.783963929,0.131028207,0.494845361,0.198544699,0.801455301
YBR246W,1182,0,1,0,144,956,3854,147,0.783767889,0.130909091,0.494845361,0.198752599,0.801247401
YHR163W,1183,0,0,1,144,956,3854,147,0.783767889,0.130909091,0.494845361,0.198752599,0.801247401
YGL044C,1184,0,1,0,144,957,3853,147,0.783571849,0.130790191,0.494845361,0.198960499,0.801039501
YJL146W,1185,0,1,0,144,958,3852,147,0.783375809,0.130671506,0.494845361,0.199168399,0.800831601
YDL219W,1186,0,0,1,144,958,3852,147,0.783375809,0.130671506,0.494845361,0.199168399,0.800831601
YJL178C,1187,0,1,0,144,959,3851,147,0.783179769,0.130553037,0.494845361,0.199376299,0.800623701
YER008C,1188,0,1,0,144,960,3850,147,0.782983729,0.130434783,0.494845361,0.1995842,0.8004158
YPR173C,1189,0,1,0,144,961,3849,147,0.782787689,0.130316742,0.494845361,0.1997921,0.8002079
YMR037C,1190,0,1,0,144,962,3848,147,0.782591649,0.130198915,0.494845361,0.2,0.8
YMR278W,1191,0,1,0,144,963,3847,147,0.782395609,0.130081301,0.494845361,0.2002079,0.7997921
YOR097C,1192,0,0,1,144,963,3847,147,0.782395609,0.130081301,0.494845361,0.2002079,0.7997921
YGR172C,1193,0,1,0,144,964,3846,147,0.782199569,0.129963899,0.494845361,0.2004158,0.7995842
YBR160W,1194,0,1,0,144,965,3845,147,0.782003529,0.129846709,0.494845361,0.200623701,0.799376299
YEL017W,1195,0,0,1,144,965,3845,147,0.782003529,0.129846709,0.494845361,0.200623701,0.799376299
YNR030W,1196,0,1,0,144,966,3844,147,0.781807489,0.12972973,0.494845361,0.200831601,0.799168399
YOR322C,1197,0,1,0,144,967,3843,147,0.781611449,0.129612961,0.494845361,0.201039501,0.798960499
YMR125W,1198,0,1,0,144,968,3842,147,0.781415409,0.129496403,0.494845361,0.201247401,0.798752599
YER178W,1199,0,1,0,144,969,3841,147,0.781219369,0.129380054,0.494845361,0.201455301,0.798544699
YLR352W,1200,0,1,0,144,970,3840,147,0.781023329,0.129263914,0.494845361,0.201663202,0.798336798
YGR012W,1201,0,1,0,144,971,3839,147,0.780827289,0.129147982,0.494845361,0.201871102,0.798128898
YER092W,1202,0,1,0,144,972,3838,147,0.780631249,0.129032258,0.494845361,0.202079002,0.797920998
YLR360W,1203,0,1,0,144,973,3837,147,0.780435209,0.128916741,0.494845361,0.202286902,0.797713098
YLR147C,1204,0,1,0,144,974,3836,147,0.780239169,0.128801431,0.494845361,0.202494802,0.797505198
YLR011W,1205,0,1,0,144,975,3835,147,0.780043129,0.128686327,0.494845361,0.202702703,0.797297297
YML038C,1206,0,1,0,144,976,3834,147,0.779847089,0.128571429,0.494845361,0.202910603,0.797089397
YGL242C,1207,0,0,1,144,976,3834,147,0.779847089,0.128571429,0.494845361,0.202910603,0.797089397
YKR074W,1208,0,0,1,144,976,3834,147,0.779847089,0.128571429,0.494845361,0.202910603,0.797089397
YKR068C,1209,0,1,0,144,977,3833,147,0.779651049,0.128456735,0.494845361,0.203118503,0.796881497
