Gene,Rank,Positive,Negative,Agnositc,True Positive,False Positive,True Negative,False Negative,Accuracy,Precision,Recall,False Positive Rate,Selectivity
YFR024C-A,1852,0,1,0,60,1246,2817,45,0.690259117,0.045941807,0.571428571,0.306669948,0.693330052
YJL099W,1853,0,1,0,60,1247,2816,45,0.690019194,0.045906656,0.571428571,0.306916072,0.693083928
YLR424W,1854,0,1,0,60,1248,2815,45,0.689779271,0.04587156,0.571428571,0.307162195,0.692837805
YAL043C,1855,0,1,0,60,1249,2814,45,0.689539347,0.045836516,0.571428571,0.307408319,0.692591681
YFL047W,1856,0,1,0,60,1250,2813,45,0.689299424,0.045801527,0.571428571,0.307654443,0.692345557
YOR368W,1857,0,1,0,60,1251,2812,45,0.689059501,0.04576659,0.571428571,0.307900566,0.692099434
YKR031C,1858,0,1,0,60,1252,2811,45,0.688819578,0.045731707,0.571428571,0.30814669,0.69185331
YLR421C,1859,0,1,0,60,1253,2810,45,0.688579655,0.045696877,0.571428571,0.308392813,0.691607187
YDR092W,1860,0,1,0,60,1254,2809,45,0.688339731,0.0456621,0.571428571,0.308638937,0.691361063
YJL020C,1861,0,1,0,60,1255,2808,45,0.688099808,0.045627376,0.571428571,0.30888506,0.69111494
YNL314W,1862,0,1,0,60,1256,2807,45,0.687859885,0.045592705,0.571428571,0.309131184,0.690868816
YNL004W,1863,0,1,0,60,1257,2806,45,0.687619962,0.045558087,0.571428571,0.309377307,0.690622693
YML071C,1864,0,1,0,60,1258,2805,45,0.687380038,0.04552352,0.571428571,0.309623431,0.690376569
YOR197W,1866,0,1,0,60,1259,2804,45,0.687140115,0.045489007,0.571428571,0.309869555,0.690130445
YCR083W,1867,0,1,0,60,1260,2803,45,0.686900192,0.045454545,0.571428571,0.310115678,0.689884322
YOR194C,1868,0,1,0,60,1261,2802,45,0.686660269,0.045420136,0.571428571,0.310361802,0.689638198
YLR417W,1870,0,1,0,60,1262,2801,45,0.686420345,0.045385779,0.571428571,0.310607925,0.689392075
YOR106W,1871,0,1,0,60,1263,2800,45,0.686180422,0.045351474,0.571428571,0.310854049,0.689145951
YHR005C,1872,0,1,0,60,1264,2799,45,0.685940499,0.045317221,0.571428571,0.311100172,0.688899828
YGL174W,1873,0,1,0,60,1265,2798,45,0.685700576,0.045283019,0.571428571,0.311346296,0.688653704
YJL002C,1874,0,1,0,60,1266,2797,45,0.685460653,0.045248869,0.571428571,0.311592419,0.688407581
YDR221W,1875,0,1,0,60,1267,2796,45,0.685220729,0.04521477,0.571428571,0.311838543,0.688161457
YKL186C,1876,0,1,0,60,1268,2795,45,0.684980806,0.045180723,0.571428571,0.312084667,0.687915333
YPR008W,1877,0,1,0,60,1269,2794,45,0.684740883,0.045146727,0.571428571,0.31233079,0.68766921
YDL108W,1879,0,1,0,60,1270,2793,45,0.68450096,0.045112782,0.571428571,0.312576914,0.687423086
YOR254C,1880,0,1,0,60,1271,2792,45,0.684261036,0.045078888,0.571428571,0.312823037,0.687176963
YDL117W,1881,0,1,0,60,1272,2791,45,0.684021113,0.045045045,0.571428571,0.313069161,0.686930839
YHL019C,1882,0,1,0,60,1273,2790,45,0.68378119,0.045011253,0.571428571,0.313315284,0.686684716
YOR115C,1883,0,1,0,60,1274,2789,45,0.683541267,0.044977511,0.571428571,0.313561408,0.686438592
YDR279W,1885,0,1,0,60,1275,2788,45,0.683301344,0.04494382,0.571428571,0.313807531,0.686192469
YHL032C,1887,0,1,0,60,1276,2787,45,0.68306142,0.04491018,0.571428571,0.314053655,0.685946345
YKL045W,1888,0,1,0,60,1277,2786,45,0.682821497,0.044876589,0.571428571,0.314299778,0.685700222
YIL131C,1889,0,1,0,60,1278,2785,45,0.682581574,0.044843049,0.571428571,0.314545902,0.685454098
YJR127C,1890,0,1,0,60,1279,2784,45,0.682341651,0.044809559,0.571428571,0.314792026,0.685207974
YBL051C,1891,0,1,0,60,1280,2783,45,0.682101727,0.044776119,0.571428571,0.315038149,0.684961851
YHR058C,1892,0,1,0,60,1281,2782,45,0.681861804,0.044742729,0.571428571,0.315284273,0.684715727
YKL189W,1893,0,1,0,60,1282,2781,45,0.681621881,0.044709389,0.571428571,0.315530396,0.684469604
YBR264C,1894,0,1,0,60,1283,2780,45,0.681381958,0.044676098,0.571428571,0.31577652,0.68422348
YJR062C,1895,0,1,0,60,1284,2779,45,0.681142035,0.044642857,0.571428571,0.316022643,0.683977357
YOR319W,1896,0,1,0,60,1285,2778,45,0.680902111,0.044609665,0.571428571,0.316268767,0.683731233
YPL003W,1897,0,1,0,60,1286,2777,45,0.680662188,0.044576523,0.571428571,0.31651489,0.68348511
YKL020C,1901,0,1,0,60,1287,2776,45,0.680422265,0.04454343,0.571428571,0.316761014,0.683238986
YMR274C,1902,0,1,0,60,1288,2775,45,0.680182342,0.044510386,0.571428571,0.317007138,0.682992862
YAL041W,1904,0,1,0,60,1289,2774,45,0.679942418,0.044477391,0.571428571,0.317253261,0.682746739
YJR093C,1907,0,1,0,60,1290,2773,45,0.679702495,0.044444444,0.571428571,0.317499385,0.682500615
YPL094C,1908,0,1,0,60,1291,2772,45,0.679462572,0.044411547,0.571428571,0.317745508,0.682254492
YJR058C,1909,0,1,0,60,1292,2771,45,0.679222649,0.044378698,0.571428571,0.317991632,0.682008368
YDR004W,1910,0,1,0,60,1293,2770,45,0.678982726,0.044345898,0.571428571,0.318237755,0.681762245
YOR160W,1911,0,1,0,60,1294,2769,45,0.678742802,0.044313146,0.571428571,0.318483879,0.681516121
YDR481C,1912,0,1,0,60,1295,2768,45,0.678502879,0.044280443,0.571428571,0.318730002,0.681269998
YIR010W,1913,0,1,0,60,1296,2767,45,0.678262956,0.044247788,0.571428571,0.318976126,0.681023874
YGR074W,1914,0,1,0,60,1297,2766,45,0.678023033,0.044215181,0.571428571,0.31922225,0.68077775
YML010W,1917,0,1,0,60,1298,2765,45,0.677783109,0.044182622,0.571428571,0.319468373,0.680531627
YDR167W,1918,0,1,0,60,1299,2764,45,0.677543186,0.04415011,0.571428571,0.319714497,0.680285503
YJL013C,1919,0,1,0,60,1300,2763,45,0.677303263,0.044117647,0.571428571,0.31996062,0.68003938
YGL005C,1921,0,1,0,60,1301,2762,45,0.67706334,0.044085231,0.571428571,0.320206744,0.679793256
YGL185C,1922,0,1,0,60,1302,2761,45,0.676823417,0.044052863,0.571428571,0.320452867,0.679547133
YGL094C,1924,0,1,0,60,1303,2760,45,0.676583493,0.044020543,0.571428571,0.320698991,0.679301009
YLR216C,1925,0,1,0,60,1304,2759,45,0.67634357,0.04398827,0.571428571,0.320945114,0.679054886
YHL003C,1926,0,1,0,60,1305,2758,45,0.676103647,0.043956044,0.571428571,0.321191238,0.678808762
YGL210W,1927,0,1,0,60,1306,2757,45,0.675863724,0.043923865,0.571428571,0.321437362,0.678562638
YJL164C,1928,0,1,0,60,1307,2756,45,0.6756238,0.043891734,0.571428571,0.321683485,0.678316515
YBR119W,1929,0,1,0,60,1308,2755,45,0.675383877,0.043859649,0.571428571,0.321929609,0.678070391
YBR057C,1931,0,1,0,60,1309,2754,45,0.675143954,0.043827611,0.571428571,0.322175732,0.677824268
YMR112C,1932,0,1,0,60,1310,2753,45,0.674904031,0.04379562,0.571428571,0.322421856,0.677578144
YMR163C,1933,0,1,0,60,1311,2752,45,0.674664107,0.043763676,0.571428571,0.322667979,0.677332021
YHL002W,1934,0,1,0,60,1312,2751,45,0.674424184,0.043731778,0.571428571,0.322914103,0.677085897
YPL221W,1936,0,1,0,60,1313,2750,45,0.674184261,0.043699927,0.571428571,0.323160226,0.676839774
YCR060W,1938,0,1,0,60,1314,2749,45,0.673944338,0.043668122,0.571428571,0.32340635,0.67659365
YDR270W,1941,0,1,0,60,1315,2748,45,0.673704415,0.043636364,0.571428571,0.323652474,0.676347526
YEL004W,1942,0,1,0,60,1316,2747,45,0.673464491,0.043604651,0.571428571,0.323898597,0.676101403
YPR162C,1945,0,1,0,60,1317,2746,45,0.673224568,0.043572985,0.571428571,0.324144721,0.675855279
YPL268W,1947,0,1,0,60,1318,2745,45,0.672984645,0.043541364,0.571428571,0.324390844,0.675609156
YML008C,1948,0,1,0,60,1319,2744,45,0.672744722,0.04350979,0.571428571,0.324636968,0.675363032
YGL051W,1949,0,1,0,60,1320,2743,45,0.672504798,0.043478261,0.571428571,0.324883091,0.675116909
YBR135W,1950,0,1,0,60,1321,2742,45,0.672264875,0.043446778,0.571428571,0.325129215,0.674870785
YJL168C,1952,0,1,0,60,1322,2741,45,0.672024952,0.04341534,0.571428571,0.325375338,0.674624662
YPR101W,1953,0,1,0,60,1323,2740,45,0.671785029,0.043383948,0.571428571,0.325621462,0.674378538
YMR231W,1954,0,1,0,60,1324,2739,45,0.671545106,0.043352601,0.571428571,0.325867586,0.674132414
YOR270C,1956,0,1,0,60,1325,2738,45,0.671305182,0.0433213,0.571428571,0.326113709,0.673886291
YNL125C,1957,0,1,0,60,1326,2737,45,0.671065259,0.043290043,0.571428571,0.326359833,0.673640167
YOR122C,1958,0,1,0,60,1327,2736,45,0.670825336,0.043258832,0.571428571,0.326605956,0.673394044
YDR479C,1959,0,1,0,60,1328,2735,45,0.670585413,0.043227666,0.571428571,0.32685208,0.67314792
YDL033C,1960,0,1,0,60,1329,2734,45,0.670345489,0.043196544,0.571428571,0.327098203,0.672901797
YGL142C,1961,0,1,0,60,1330,2733,45,0.670105566,0.043165468,0.571428571,0.327344327,0.672655673
YPL232W,1962,0,1,0,60,1331,2732,45,0.669865643,0.043134436,0.571428571,0.32759045,0.67240955
YPL164C,1963,0,1,0,60,1332,2731,45,0.66962572,0.043103448,0.571428571,0.327836574,0.672163426
YML016C,1964,0,1,0,60,1333,2730,45,0.669385797,0.043072505,0.571428571,0.328082698,0.671917302
YPL190C,1965,0,1,0,60,1334,2729,45,0.669145873,0.043041607,0.571428571,0.328328821,0.671671179
YLR019W,1966,0,1,0,60,1335,2728,45,0.66890595,0.043010753,0.571428571,0.328574945,0.671425055
YIL138C,1967,1,0,0,61,1335,2728,44,0.669145873,0.043696275,0.580952381,0.328574945,0.671425055
YJL073W,1968,0,1,0,61,1336,2727,44,0.66890595,0.043664996,0.580952381,0.328821068,0.671178932
YOL102C,1969,0,1,0,61,1337,2726,44,0.668666027,0.043633763,0.580952381,0.329067192,0.670932808
YLR219W,1973,0,1,0,61,1338,2725,44,0.668426104,0.043602573,0.580952381,0.329313315,0.670686685
YER168C,1975,0,1,0,61,1339,2724,44,0.66818618,0.043571429,0.580952381,0.329559439,0.670440561
YOR336W,1976,0,1,0,61,1340,2723,44,0.667946257,0.043540328,0.580952381,0.329805562,0.670194438
YLR427W,1977,0,1,0,61,1341,2722,44,0.667706334,0.043509272,0.580952381,0.330051686,0.669948314
YML109W,1978,0,1,0,61,1342,2721,44,0.667466411,0.043478261,0.580952381,0.33029781,0.66970219
YDR183W,1979,0,1,0,61,1343,2720,44,0.667226488,0.043447293,0.580952381,0.330543933,0.669456067
YKR082W,1982,0,1,0,61,1344,2719,44,0.666986564,0.04341637,0.580952381,0.330790057,0.669209943
YJL186W,1983,0,1,0,61,1345,2718,44,0.666746641,0.043385491,0.580952381,0.33103618,0.66896382
YDR093W,1984,0,1,0,61,1346,2717,44,0.666506718,0.043354655,0.580952381,0.331282304,0.668717696
YPR051W,1985,0,1,0,61,1347,2716,44,0.666266795,0.043323864,0.580952381,0.331528427,0.668471573
YDR098C,1986,0,1,0,61,1348,2715,44,0.666026871,0.043293116,0.580952381,0.331774551,0.668225449
YOR274W,1987,0,0,1,61,1348,2715,44,0.666026871,0.043293116,0.580952381,0.331774551,0.668225449
YDR261C,1990,0,1,0,61,1349,2714,44,0.665786948,0.043262411,0.580952381,0.332020674,0.667979326
YJL115W,1991,0,1,0,61,1350,2713,44,0.665547025,0.043231751,0.580952381,0.332266798,0.667733202
YHR176W,1992,0,1,0,61,1351,2712,44,0.665307102,0.043201133,0.580952381,0.332512921,0.667487079
YPR178W,1993,0,1,0,61,1352,2711,44,0.665067179,0.043170559,0.580952381,0.332759045,0.667240955
YLR189C,1994,0,1,0,61,1353,2710,44,0.664827255,0.043140028,0.580952381,0.333005169,0.666994831
YFR028C,1995,0,1,0,61,1354,2709,44,0.664587332,0.043109541,0.580952381,0.333251292,0.666748708
YHR129C,1996,0,1,0,61,1355,2708,44,0.664347409,0.043079096,0.580952381,0.333497416,0.666502584
YPL170W,1997,0,1,0,61,1356,2707,44,0.664107486,0.043048694,0.580952381,0.333743539,0.666256461
YKL104C,1998,0,1,0,61,1357,2706,44,0.663867562,0.043018336,0.580952381,0.333989663,0.666010337
YDR145W,2000,0,1,0,61,1358,2705,44,0.663627639,0.04298802,0.580952381,0.334235786,0.665764214
YGR195W,2003,0,1,0,61,1359,2704,44,0.663387716,0.042957746,0.580952381,0.33448191,0.66551809
YOR284W,2004,0,1,0,61,1360,2703,44,0.663147793,0.042927516,0.580952381,0.334728033,0.665271967
YLR034C,2005,0,1,0,61,1361,2702,44,0.662907869,0.042897328,0.580952381,0.334974157,0.665025843
YER022W,2007,0,1,0,61,1362,2701,44,0.662667946,0.042867182,0.580952381,0.335220281,0.664779719
YHR188C,2008,0,1,0,61,1363,2700,44,0.662428023,0.042837079,0.580952381,0.335466404,0.664533596
YER083C,2009,0,1,0,61,1364,2699,44,0.6621881,0.042807018,0.580952381,0.335712528,0.664287472
YML046W,2010,0,1,0,61,1365,2698,44,0.661948177,0.042776999,0.580952381,0.335958651,0.664041349
YLR023C,2011,0,1,0,61,1366,2697,44,0.661708253,0.042747022,0.580952381,0.336204775,0.663795225
YLR018C,2012,0,1,0,61,1367,2696,44,0.66146833,0.042717087,0.580952381,0.336450898,0.663549102
YKL174C,2014,0,1,0,61,1368,2695,44,0.661228407,0.042687194,0.580952381,0.336697022,0.663302978
YPL234C,2015,0,1,0,61,1369,2694,44,0.660988484,0.042657343,0.580952381,0.336943145,0.663056855
YLR020C,2016,0,1,0,61,1370,2693,44,0.66074856,0.042627533,0.580952381,0.337189269,0.662810731
YPL117C,2017,0,1,0,61,1371,2692,44,0.660508637,0.042597765,0.580952381,0.337435393,0.662564607
YNL136W,2018,0,1,0,61,1372,2691,44,0.660268714,0.042568039,0.580952381,0.337681516,0.662318484
YOL060C,2019,1,0,0,62,1372,2691,43,0.660508637,0.043235704,0.59047619,0.337681516,0.662318484
YGL035C,2020,0,1,0,62,1373,2690,43,0.660268714,0.043205575,0.59047619,0.33792764,0.66207236
YDR235W,2021,0,1,0,62,1374,2689,43,0.660028791,0.043175487,0.59047619,0.338173763,0.661826237
YNR039C,2022,0,1,0,62,1375,2688,43,0.659788868,0.043145442,0.59047619,0.338419887,0.661580113
YOL148C,2023,0,1,0,62,1376,2687,43,0.659548944,0.043115438,0.59047619,0.33866601,0.66133399
YOL145C,2024,0,1,0,62,1377,2686,43,0.659309021,0.043085476,0.59047619,0.338912134,0.661087866
YOR211C,2025,1,0,0,63,1377,2686,42,0.659548944,0.04375,0.6,0.338912134,0.661087866
YKR029C,2026,0,1,0,63,1378,2685,42,0.659309021,0.043719639,0.6,0.339158257,0.660841743
YMR053C,2029,0,1,0,63,1379,2684,42,0.659069098,0.04368932,0.6,0.339404381,0.660595619
YML034W,2030,0,1,0,63,1380,2683,42,0.658829175,0.043659044,0.6,0.339650505,0.660349495
YDL195W,2031,0,1,0,63,1381,2682,42,0.658589251,0.043628809,0.6,0.339896628,0.660103372
YKL206C,2033,0,1,0,63,1382,2681,42,0.658349328,0.043598616,0.6,0.340142752,0.659857248
YMR238W,2034,0,1,0,63,1383,2680,42,0.658109405,0.043568465,0.6,0.340388875,0.659611125
YDL155W,2035,0,1,0,63,1384,2679,42,0.657869482,0.043538355,0.6,0.340634999,0.659365001
YNL199C,2036,0,1,0,63,1385,2678,42,0.657629559,0.043508287,0.6,0.340881122,0.659118878
YJL042W,2038,0,1,0,63,1386,2677,42,0.657389635,0.043478261,0.6,0.341127246,0.658872754
YGR002C,2039,0,1,0,63,1387,2676,42,0.657149712,0.043448276,0.6,0.341373369,0.658626631
YDR200C,2040,0,1,0,63,1388,2675,42,0.656909789,0.043418332,0.6,0.341619493,0.658380507
YOR143C,2041,0,1,0,63,1389,2674,42,0.656669866,0.04338843,0.6,0.341865617,0.658134383
YDR153C,2042,0,1,0,63,1390,2673,42,0.656429942,0.043358568,0.6,0.34211174,0.65788826
YDR236C,2044,0,1,0,63,1391,2672,42,0.656190019,0.043328748,0.6,0.342357864,0.657642136
YOL043C,2045,0,1,0,63,1392,2671,42,0.655950096,0.043298969,0.6,0.342603987,0.657396013
YNL079C,2046,1,0,0,64,1392,2671,41,0.656190019,0.043956044,0.60952381,0.342603987,0.657396013
YMR199W,2047,0,1,0,64,1393,2670,41,0.655950096,0.043925875,0.60952381,0.342850111,0.657149889
YOR054C,2049,0,1,0,64,1394,2669,41,0.655710173,0.043895748,0.60952381,0.343096234,0.656903766
YOR061W,2050,0,1,0,64,1395,2668,41,0.65547025,0.043865661,0.60952381,0.343342358,0.656657642
YOL138C,2051,0,1,0,64,1396,2667,41,0.655230326,0.043835616,0.60952381,0.343588481,0.656411519
YBL020W,2052,0,1,0,64,1397,2666,41,0.654990403,0.043805613,0.60952381,0.343834605,0.656165395
YOL143C,2053,0,1,0,64,1398,2665,41,0.65475048,0.04377565,0.60952381,0.344080729,0.655919271
YLL002W,2054,0,1,0,64,1399,2664,41,0.654510557,0.043745728,0.60952381,0.344326852,0.655673148
YOR162C,2055,0,1,0,64,1400,2663,41,0.654270633,0.043715847,0.60952381,0.344572976,0.655427024
YER016W,2056,0,1,0,64,1401,2662,41,0.65403071,0.043686007,0.60952381,0.344819099,0.655180901
YMR294W,2057,0,1,0,64,1402,2661,41,0.653790787,0.043656207,0.60952381,0.345065223,0.654934777
YPL045W,2058,0,1,0,64,1403,2660,41,0.653550864,0.043626449,0.60952381,0.345311346,0.654688654
YBL089W,2059,0,1,0,64,1404,2659,41,0.65331094,0.04359673,0.60952381,0.34555747,0.65444253
YKL017C,2063,0,1,0,64,1405,2658,41,0.653071017,0.043567052,0.60952381,0.345803593,0.654196407
YKL101W,2064,0,1,0,64,1406,2657,41,0.652831094,0.043537415,0.60952381,0.346049717,0.653950283
YDR351W,2065,0,1,0,64,1407,2656,41,0.652591171,0.043507818,0.60952381,0.346295841,0.653704159
YGL104C,2066,0,1,0,64,1408,2655,41,0.652351248,0.043478261,0.60952381,0.346541964,0.653458036
YDR330W,2067,0,1,0,64,1409,2654,41,0.652111324,0.043448744,0.60952381,0.346788088,0.653211912
YDR331W,2069,0,1,0,64,1410,2653,41,0.651871401,0.043419267,0.60952381,0.347034211,0.652965789
YBR168W,2071,0,1,0,64,1411,2652,41,0.651631478,0.043389831,0.60952381,0.347280335,0.652719665
YDL119C,2072,0,1,0,64,1412,2651,41,0.651391555,0.043360434,0.60952381,0.347526458,0.652473542
YNR013C,2073,0,1,0,64,1413,2650,41,0.651151631,0.043331077,0.60952381,0.347772582,0.652227418
YDR168W,2074,0,1,0,64,1414,2649,41,0.650911708,0.043301759,0.60952381,0.348018705,0.651981295
YJL044C,2077,0,1,0,64,1415,2648,41,0.650671785,0.043272481,0.60952381,0.348264829,0.651735171
YNR007C,2078,0,1,0,64,1416,2647,41,0.650431862,0.043243243,0.60952381,0.348510952,0.651489048
YML029W,2079,0,1,0,64,1417,2646,41,0.650191939,0.043214045,0.60952381,0.348757076,0.651242924
YJR042W,2081,0,1,0,64,1418,2645,41,0.649952015,0.043184885,0.60952381,0.3490032,0.6509968
YLR043C,2084,0,1,0,64,1419,2644,41,0.649712092,0.043155765,0.60952381,0.349249323,0.650750677
YLR027C,2085,0,1,0,64,1420,2643,41,0.649472169,0.043126685,0.60952381,0.349495447,0.650504553
YOR087W,2086,0,1,0,64,1421,2642,41,0.649232246,0.043097643,0.60952381,0.34974157,0.65025843
YPL180W,2087,0,1,0,64,1422,2641,41,0.648992322,0.043068641,0.60952381,0.349987694,0.650012306
YLR335W,2088,0,1,0,64,1423,2640,41,0.648752399,0.043039677,0.60952381,0.350233817,0.649766183
YML019W,2090,0,1,0,64,1424,2639,41,0.648512476,0.043010753,0.60952381,0.350479941,0.649520059
YDL190C,2091,0,1,0,64,1425,2638,41,0.648272553,0.042981867,0.60952381,0.350726064,0.649273936
YCR094W,2092,0,1,0,64,1426,2637,41,0.64803263,0.04295302,0.60952381,0.350972188,0.649027812
YCR042C,2093,0,1,0,64,1427,2636,41,0.647792706,0.042924212,0.60952381,0.351218312,0.648781688
YOL146W,2094,0,1,0,64,1428,2635,41,0.647552783,0.042895442,0.60952381,0.351464435,0.648535565
YDL128W,2095,0,1,0,64,1429,2634,41,0.64731286,0.042866711,0.60952381,0.351710559,0.648289441
YBR091C,2096,1,0,0,65,1429,2634,40,0.647552783,0.043507363,0.619047619,0.351710559,0.648289441
YBR085W,2097,0,1,0,65,1430,2633,40,0.64731286,0.043478261,0.619047619,0.351956682,0.648043318
YBR218C,2098,0,1,0,65,1431,2632,40,0.647072937,0.043449198,0.619047619,0.352202806,0.647797194
YBR228W,2099,0,1,0,65,1432,2631,40,0.646833013,0.043420174,0.619047619,0.352448929,0.647551071
YGR185C,2101,0,1,0,65,1433,2630,40,0.64659309,0.043391188,0.619047619,0.352695053,0.647304947
YCL044C,2102,1,0,0,66,1433,2630,39,0.646833013,0.044029353,0.628571429,0.352695053,0.647304947
YGR078C,2104,0,1,0,66,1434,2629,39,0.64659309,0.044,0.628571429,0.352941176,0.647058824
YPL179W,2105,0,1,0,66,1435,2628,39,0.646353167,0.043970686,0.628571429,0.3531873,0.6468127
YDL145C,2106,0,1,0,66,1436,2627,39,0.646113244,0.043941411,0.628571429,0.353433424,0.646566576
YJR112W,2107,0,1,0,66,1437,2626,39,0.645873321,0.043912176,0.628571429,0.353679547,0.646320453
YNL197C,2108,0,1,0,66,1438,2625,39,0.645633397,0.043882979,0.628571429,0.353925671,0.646074329
YOR321W,2109,0,1,0,66,1439,2624,39,0.645393474,0.043853821,0.628571429,0.354171794,0.645828206
YLL010C,2110,0,1,0,66,1440,2623,39,0.645153551,0.043824701,0.628571429,0.354417918,0.645582082
YPL145C,2111,0,1,0,66,1441,2622,39,0.644913628,0.04379562,0.628571429,0.354664041,0.645335959
YAL055W,2114,0,1,0,66,1442,2621,39,0.644673704,0.043766578,0.628571429,0.354910165,0.645089835
YJL134W,2115,0,1,0,66,1443,2620,39,0.644433781,0.043737575,0.628571429,0.355156288,0.644843712
YLR369W,2117,0,1,0,66,1444,2619,39,0.644193858,0.043708609,0.628571429,0.355402412,0.644597588
YGR275W,2118,0,1,0,66,1445,2618,39,0.643953935,0.043679682,0.628571429,0.355648536,0.644351464
YHR171W,2120,0,1,0,66,1446,2617,39,0.643714012,0.043650794,0.628571429,0.355894659,0.644105341
YDR325W,2124,0,1,0,66,1447,2616,39,0.643474088,0.043621943,0.628571429,0.356140783,0.643859217
YER095W,2125,0,1,0,66,1448,2615,39,0.643234165,0.043593131,0.628571429,0.356386906,0.643613094
YMR272C,2126,0,1,0,66,1449,2614,39,0.642994242,0.043564356,0.628571429,0.35663303,0.64336697
YKL088W,2127,0,1,0,66,1450,2613,39,0.642754319,0.04353562,0.628571429,0.356879153,0.643120847
YKL159C,2128,0,1,0,66,1451,2612,39,0.642514395,0.043506922,0.628571429,0.357125277,0.642874723
YOR231W,2129,0,1,0,66,1452,2611,39,0.642274472,0.043478261,0.628571429,0.3573714,0.6426286
YBR038W,2130,0,1,0,66,1453,2610,39,0.642034549,0.043449638,0.628571429,0.357617524,0.642382476
YLR212C,2131,0,1,0,66,1454,2609,39,0.641794626,0.043421053,0.628571429,0.357863648,0.642136352
YHR106W,2132,0,1,0,66,1455,2608,39,0.641554702,0.043392505,0.628571429,0.358109771,0.641890229
YBR274W,2133,0,1,0,66,1456,2607,39,0.641314779,0.043363995,0.628571429,0.358355895,0.641644105
YNL233W,2134,0,1,0,66,1457,2606,39,0.641074856,0.043335522,0.628571429,0.358602018,0.641397982
YNL102W,2136,0,1,0,66,1458,2605,39,0.640834933,0.043307087,0.628571429,0.358848142,0.641151858
YKL211C,2137,0,1,0,66,1459,2604,39,0.64059501,0.043278689,0.628571429,0.359094265,0.640905735
YMR285C,2138,0,1,0,66,1460,2603,39,0.640355086,0.043250328,0.628571429,0.359340389,0.640659611
YOR253W,2139,0,1,0,66,1461,2602,39,0.640115163,0.043222004,0.628571429,0.359586512,0.640413488
YMR038C,2140,0,1,0,66,1462,2601,39,0.63987524,0.043193717,0.628571429,0.359832636,0.640167364
YLL050C,2141,0,1,0,66,1463,2600,39,0.639635317,0.043165468,0.628571429,0.36007876,0.63992124
YGR134W,2142,0,1,0,66,1464,2599,39,0.639395393,0.043137255,0.628571429,0.360324883,0.639675117
