YORF	NAME	GWEIGHT	1-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	1-5-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-4-aCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	2-6-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	3-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-1-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	4-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-2-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-3-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-4-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	5-5-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-1-dCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-2-bCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain	6-3-cCy5; src: segregant from BY4716 x wild wine strain; src: reference pool of BY4716 strain
YML080W	YML080W	1	-0.0087	0.0008	-0.1989	-0.0137	0.0625	-0.0412	0.0731	-0.0259	-0.0353	0.1215	-0.0661	0.0154	-0.2142	-0.4259	-0.2545	0.5391	-0.1011	-0.2997	0.2322	-0.1528	-0.4454	0.035	-0.0553	-0.3368
YML042W	YML042W	1	-0.8426	-0.0446	0.1842	0.2054	-0.2964	0.4011	-0.5925	-0.0691	-0.1489	0.0883	-0.058	0	-0.0317	-2.1606	0.4892	0.0718	0.4134	0.148	-0.2174	0.0206	-0.0109	-0.2185	0.1509	0.0948
YGL253W	YGL253W	1	0.4015	-0.3145	-0.8846	-0.3246	-0.9121	-0.0059	0.6736	-0.0001	-0.5692	0.4251	-0.2058	-1.2658	0.0953	-1.1287	-0.5973	0.7701	-0.5286	-0.4337	-0.1731	0.4707	-0.8655	0.3071	0.1669	-0.0539
YNL307C	YNL307C	1	-0.6747	-0.4372	-0.514	-0.41	-0.5268	-0.4499	-0.2565	-0.4489	-0.4486	-0.6233	-0.2281	-0.2655	-0.1209	-0.1888	-0.4325	0.5818	-0.3143	-0.3182	-0.1794	-0.2749	-0.223	-0.4151	-0.517	-0.4108
YKL186C	YKL186C	1	0.0483	-0.0821	-0.117	-0.5047	-0.2808	-0.3042	0.0573	-0.1859	-0.2067	-0.0661	-0.4077	-0.3526	-0.1819	-0.3003	-0.2771	-0.6563	-0.4577	-0.3866	-0.1082	0.0143	-0.3292	-0.3301	-0.3771	-0.1406
YDL231C	YDL231C	1	-1.0762	-1.2491	-1.0485	-0.1514	-0.1186	-0.109	-0.1243	-0.0876	-1.2495	-0.14	-1.2032	-1.2352	-0.0683	-1.2944	-0.2079	-0.9238	-0.0422	-1.079	-0.9215	-0.7949	-1.0887	-1.1449	-1.0549	0.0736
YEL036C	YEL036C	1	0.0631	-0.1418	-0.1137	0.075	-0.2089	0.0205	-0.0356	-0.0558	-0.2201	-0.04	-0.0059	-0.2276	-0.2954	-0.4871	-0.5102	0.4042	-0.3689	-0.1928	-0.1797	-0.0315	-0.2006	-0.2306	0.461	-0.032
YGR173W	YGR173W	1	0.4306	0.3166	-0.0901	-0.07	0.2367	0.1929	0.3322	-0.1404	-0.178	-0.0151	-0.1089	-0.2687	-0.0289	-0.2615	-0.2112	0.5016	-0.0509	-0.0417	0.0437	0.1144	-0.1389	-0.1059	0.1649	-0.1009
YHR065C	YHR065C	1	0.3944	-0.1049	-0.2279	-0.231	0.1865	0.0861	0.207	-0.1242	-0.2566	0.0324	-0.1965	-0.221	-0.2412	-0.2189	-0.1791	0.3114	-0.2175	-0.2109	0.1222	0.038	-0.176	-0.3068	-0.1109	-0.2457
YJL009W	YJL009W	1	0.2332	0.0662	0.0342	-0.1823	0.1788	0.0146	0.036	-0.1564	-0.0837	0.2747	-0.1149	-0.012	-0.1806	-0.306	-0.2979	0.275	-0.1726	-0.2233	0.0598	0.0863	-0.2328	-0.12	0.1285	-0.3519
YDR380W	YDR380W	1	0.3186	-0.158	0.2434	0.1253	0.3499	0.1954	0.0463	0.0115	0.0991	0.165	0.1813	-3.8305	0.3137	-0.585	0.2465	0.5521	0.0881	0.1782	0.745	0.3828	0.2139	0.687	0.1216	0.3767
YKR096W	YKR096W	1	0.0734	0.1659	0.1331	0.3705	0.1548	0.2338	0.0421	0.4706	0.3339	0.2172	0.3593	0.0721	0.2854	0.1254	0.1896	0.3049	0.0848	0.1068	0.0012	0.2667	0.1819	0.1988	0.4412	0.0925
YMR013C	YMR013C	1	-0.1598	-0.2163	-0.0415	-2.3248	-2.9982	-0.1059	0.0628	0.0407	-0.1575	-2.631	-0.0166	-2.2068	0.4727	-0.0789	-0.2027	-0.0759	-2.6415	-0.094	-0.1318	-0.0323	0.5859	-0.0859	-0.3564	-0.264
YDL183C	YDL183C	1	-0.0057	-0.1844	-0.101	0.2391	-0.2942	-0.1048	-0.2528	0.2414	0.2911	0.0531	0.1493	0.1711	-0.0413	-0.7474	0.0956	0.3367	-0.0253	0.1252	-0.0194	-0.168	-0.1666	0.3923	-0.0683	-0.1054
YOR030W	YOR030W	1	0.0135	0.0894	-0.0445	0.1138	-0.1004	-0.0055	0.0236	0.3278	0.2307	0.1298	0.2726	0.2073	0.167	0.4588	0.1111	-0.1618	0.2752	0.1813	0.426	0.0753	0.0476	-0.0106	0.3356	0.0346
YKL163W	YKL163W	1	-0.9663	0.4058	0.3148	0.254	0.0162	0.0485	-0.2229	0.1425	0.3696	-0.1913	0.4761	0.6516	0.5663	0.0327	0.7517	-0.3277	1.1865	0.3175	0	-0.5274	0.8243	0	-0.9571	1.0063
YJR125C	YJR125C	1	-0.1509	-0.0053	0.187	-0.0784	-0.3342	0.0857	-0.1622	0.0553	-0.041	-0.2579	-0.0434	-0.0431	0.1821	-0.1996	0.2404	-0.1135	0.0124	-0.0775	-0.2665	0.0222	0.0944	-0.1669	-0.0358	0.1394
YMR304C-A	YMR304C-A	1	0.328	0.2374	-0.3581	-0.3396	0.2573	-0.3221	-0.2988	-0.3872	-0.0049	-0.206	0.0003	0.3315	0	-0.242	-0.4049	-0.9613	-0.4903	-0.5032	-0.7781	0.0343	-0.2256	-0.0541	-0.5179	-0.4993
YNL172W	YNL172W	1	0.0572	-0.0492	-0.0356	0.1699	-0.1708	-0.1261	0.0908	0.2067	-0.0273	0.0785	0.0954	0.1549	0.2769	-0.2558	0.0511	0.6084	0.1992	0.0541	0.0506	0.2138	0.1091	0.0199	0.2681	0.089
YOR273C	YOR273C	1	-1.1902	0.0749	-0.1641	-0.1642	-1.3397	-0.708	0.0215	0.2673	-1.1422	-0.2207	-0.4409	-0.0735	0.3214	1.1328	-0.7008	0.1959	0.3554	-0.0541	-0.5816	-0.1816	-0.3865	-1.021	-0.57	0.322
YBL047C	YBL047C	1	-0.3125	-0.0553	0.0458	0.1115	-0.2913	-0.07	0.2379	0.0321	-0.0981	-0.2372	0.1035	0.2576	0.1787	0.2264	0.1658	-0.1682	0.1323	0.1791	-0.3005	-0.0011	0.318	-0.0807	0.0395	0.1225
YPL015C	YPL015C	1	-0.0001	0.0475	0.0948	0.0336	-0.2501	0.2902	0.2434	-0.3816	-0.2282	-0.0091	-0.0237	-0.082	0.0025	-0.0658	0.1893	-0.5422	0.2522	-0.0149	-0.1849	0.2373	0.2109	0.1334	0.1174	0.3074
YKL033W	YKL033W	1	0.1918	0.1736	-0.2011	0.0891	-0.0242	-0.1309	0.1399	0.1864	0.0833	0.1977	0.1877	0.0954	0.1115	0.0338	-0.0706	-0.7016	0.1697	0.2946	0.1239	-0.0092	0.0414	0.0355	0.2825	-0.0179
YDR540C	YDR540C	1	0.0236	0.0383	0.2991	0.4549	0.3665	0.3028	0.2799	0.2507	0.3733	0.2207	0.3185	0.2659	0.1881	2.1912	0.1421	0.163	0.3316	0.1456	-0.0669	0.0928	0.4208	0.2344	0.3398	0.4202
YDL103C	YDL103C	1	0.0489	-0.0641	-0.0394	-0.1983	-0.2156	-0.0867	-0.0085	0.1356	-0.1213	0.1032	-0.083	-0.0895	-0.0164	-0.2601	-0.0359	0.2109	0.0573	-0.1022	-0.359	-0.085	0.0085	-0.1437	-0.0267	-0.0307
YMR213W	YMR213W	1	0.1026	0.002	0.0551	0.3759	0.0909	0.0483	-0.0605	0.2144	0.0327	0.1069	0.0873	0.1389	0.2179	-0.0746	-0.0447	0.8955	0.0272	0.1631	0.1323	0.1871	0.0597	0.2604	0.1066	0.1182
YML127W	YML127W	1	-0.3603	-0.2245	0.0076	-0.2768	-0.1329	-0.3486	-0.4709	-0.1634	-0.3788	-0.2879	-0.3488	-0.0656	-0.3063	-0.1046	-0.3332	-0.2581	-0.1932	-0.296	-0.1825	-0.0736	-0.2125	-0.3055	-0.2435	-0.1381
YJL171C	YJL171C	1	-1.068	-0.2968	-0.1307	0.2459	-0.1023	-0.1713	-0.7983	0.1337	-0.8362	-0.1153	-0.0687	0.3149	-0.0263	-0.8133	-0.6267	-1.2581	0.0793	-0.6657	-0.4029	-0.0273	0.1298	-1.1157	-0.0966	-0.8657
YNR045W	YNR045W	1	-0.3081	-0.153	-0.1811	0.2293	-0.5867	-0.354	-0.1149	0.2316	0.0539	-0.0331	0.1884	0.3407	-0.0752	0.3897	0.0952	-0.1907	-0.0034	-0.0404	-0.6182	-0.4154	-0.298	0.1726	-0.1503	-0.0552
YBR264C	YBR264C	1	0.0679	-0.0005	0.1098	-0.0015	0.1142	0.0513	0.2595	0.0108	-0.0832	-0.1224	-0.1139	-0.009	0.118	-0.0443	0.1748	-0.2464	0.0999	0.1403	-0.3066	0.1894	-0.0039	-0.0492	-0.0111	-0.0749
YKR042W	YKR042W	1	0.4385	-0.3517	0.1927	0.3601	0.5547	0.2426	0.0567	-0.21	0.4004	-0.2642	0.2639	0.1071	0.1793	0.824	-0.2266	0.1658	0.4851	0.4233	-0.6959	0.5348	0.6915	0.2607	0.1791	0.538
YGR011W	YGR011W	1	-0.0442	0.261	0	0	0.3542	0.2483	0.1306	-0.2503	-0.03	-0.1119	0.0674	0.1176	0	-0.0359	0.0384	-0.4737	0	-0.1597	0	0	0.0293	0	0	0.2604
YER145C	YER145C	1	0.2743	-0.5201	-0.1363	-1.1463	-0.2975	0.4553	-0.5308	-0.8636	-0.7246	-0.1879	-1.0254	-0.9108	-0.4168	-1.6404	-0.9062	0.2639	-0.2515	-1.1096	-0.3406	-0.023	-1.5282	-0.3228	0.0898	0.4283
YBR277C	YBR277C	1	0.0907	0.0091	-0.2437	-0.1925	0.0342	-0.0782	2.7431	-0.313	-0.1748	-0.0402	-0.2364	-0.2604	-0.0289	0.0324	-0.1143	-0.7568	-0.1318	-0.1309	-0.1406	-0.0497	-0.1272	-0.0901	-0.0602	-0.0453
YDR188W	YDR188W	1	0.191	0.0845	0.0573	-0.0017	0.0885	0.1381	0.1168	-0.2726	-0.1835	-0.0535	0.1809	-0.4957	-0.0195	0.1248	-0.1288	0.4817	0.0296	0.0462	0.0257	0.0828	-0.0704	0.0196	0.1057	0.0858
YGL065C	YGL065C	1	0.1052	-0.0412	0.0505	0.0064	0.1158	0.101	0.067	-0.0055	-0.047	-0.0915	0.0281	-0.0349	0.0161	-0.0843	0.0685	0.144	0.0652	-0.0057	0.0482	-0.0108	0.0033	-0.0653	0.0858	-0.0624
YDR048C	YDR048C	1	0	0	0	0	0	0	0	1.3704	0.981	3.2107	1.6668	1.3837	0	-0.1981	0	0	0	-0.1566	1.7353	0	0	0	0	0
YOR128C	YOR128C	1	0	0.3158	-0.046	-0.455	0.371	0.3513	0.2452	-0.1326	0.1256	0.0527	0.1447	0.0057	0.4833	0.7023	0.4258	0.2091	-0.0992	0.1015	0	0	0.3079	0	0.4619	0.429
YOL109W	YOL109W	1	1.0525	-0.1643	-0.4639	-0.6851	0.265	-0.8365	0.4939	-0.3016	-0.0944	-0.2338	-0.1468	-0.5911	-0.4728	0.1858	-0.8875	0.2513	-0.6743	-0.8607	1.0595	0.3131	-0.2622	-0.4619	-0.064	-0.5398
YKL053C-A	YKL053C-A	1	-0.1744	-0.3421	-0.1466	0.1649	-0.4682	-0.4463	-0.6318	-0.0459	-0.0377	-0.1215	-0.0278	-0.15	-0.3434	0.7552	-0.2314	-1.0985	-0.3965	-0.3152	-0.1601	-0.7658	-0.593	-0.1434	-0.7363	-0.4366
YOR002W	YOR002W	1	-0.1998	0.1685	-0.1275	0.0207	-0.0912	0.1934	0.0492	-0.158	-0.0163	-0.2807	0.0238	-0.0709	0.0844	0.2944	0.0718	-0.0379	0.1521	0.1406	-0.2315	0.085	0.36	-0.0702	-0.005	0.0297
YBR201W	YBR201W	1	-0.5008	-0.1029	0	-0.249	-0.0618	-0.0981	-0.152	0.2623	0.1294	-0.1562	0.0981	0.234	-0.0164	-0.1378	-0.1334	-0.5012	0.0994	-0.3039	-0.601	-0.2138	-0.2796	-0.1266	0.0689	-0.0988
YMR181C	YMR181C	1	-0.8527	-0.0499	0.2182	0.1263	-0.1176	0.1837	-0.9368	-0.3745	0.0822	-0.7819	-0.2082	0.6502	-0.0282	-0.6454	0.4711	-0.9655	0.2082	0.0256	-0.6785	-0.3322	0.477	-0.2084	-0.3557	-0.1472
YGR145W	YGR145W	1	0.5189	0.285	-0.2007	0.1187	0.6212	0.0829	0.5371	0.1197	0.0766	0.2924	0.0324	0.1857	0.2373	-0.7732	-0.4569	1.7034	0.2816	-0.1412	0.5283	0.2293	-0.1951	0.2314	0.2488	-0.188
YOR286W	YOR286W	1	-0.2717	-0.4133	-0.5303	-0.3325	-0.3002	-0.711	-0.3631	-0.3102	-0.3227	-0.1003	-0.2849	-0.3103	-0.308	0.02	-0.2458	-0.6995	-0.5558	-0.3628	-0.3236	-0.7033	-0.6355	-0.3377	-0.7389	-0.5829
YNL171C	YNL171C	1	-0.1609	-0.0865	-0.2762	-0.231	-0.0518	-0.2704	-0.2927	-0.3614	-0.3336	-0.1714	-0.2444	-0.1965	-0.1455	-0.2247	-0.157	-0.6226	-0.098	-0.0999	-0.213	-0.078	-0.0507	-0.0703	0.0627	-0.1398
YGL043W	YGL043W	1	-0.0152	-0.0408	-0.2852	-0.0231	-0.2542	-0.1573	-0.053	0.037	-0.076	0.1319	0.098	-0.2089	0.073	-0.0805	-0.2168	0.0664	-0.1707	-0.2211	-0.0538	0.0402	-0.1507	-0.1249	0.1813	-0.0486
YDR488C	YDR488C	1	-0.0924	0.0767	-0.0639	-0.1566	0.2386	0.0118	0.1559	-0.0479	0.0717	0.0184	0.0159	0.0731	-0.0667	-1.0526	-0.0281	0.2399	0.146	0.0097	-0.1839	0.0013	0.1713	0.1882	-0.0006	0.1011
YCR088W	YCR088W	1	0.2128	0.1324	0.4651	0.1775	0.0293	0.2962	0.0078	0	0.1016	-0.1698	0.3279	0.1284	0.5884	-0.1457	0.4095	0.3847	0.5241	0.3992	-0.3314	0.485	0.7133	0.3416	0.4346	0.8162
YOR026W	YOR026W	1	-0.2503	-0.1141	-0.267	-0.0014	-0.3525	-0.073	-0.0658	0.0031	-0.1776	-0.2027	-0.1248	-0.0033	0	-0.1665	-0.2109	0.4787	-0.0566	-0.1867	0.4018	-0.1244	-0.2564	-0.1551	-0.2722	-0.0427
YGR065C	YGR065C	1	0.2846	-0.4932	0.2851	0.2119	0.2463	0.3875	-0.2349	0.6418	0.7581	0.4631	0.7264	0.3843	0.2776	0.403	0.4627	-0.0725	-0.564	-0.5869	0.0525	0.4701	0.0654	0.1351	0.3794	-0.0704
YBR219C	YBR219C	1	-0.3771	-0.4134	-0.3064	-0.4425	-0.3895	-0.2844	-0.3548	-0.2478	-0.3193	-0.2665	-0.2088	-0.1177	-0.3028	0.2782	-0.2694	-0.2501	-0.1934	-0.0006	-0.4351	-0.1095	-0.1927	-0.1799	-0.0832	-0.2508
YKL152C	YKL152C	1	0.3493	0.4083	0.2788	-0.122	0.6817	0.4851	0.24	-0.1266	0.2438	-0.0487	-0.1073	-0.4378	0.2896	-0.0996	-0.0458	-0.0037	0.6433	0.6045	0	-0.0748	0.0434	0.3499	0.3144	0.2667
YAL035W	YAL035W	1	0.2225	0.0748	-0.3276	-0.2147	0.106	-0.0682	0.0813	-0.0127	-0.2001	-0.0407	-0.1913	-0.1965	-0.009	0.0313	-0.1756	0.6936	-0.0504	0.0366	0.1505	0.1248	-0.1344	0.0531	-0.0067	-0.1419
YPL262W	YPL262W	1	-0.6592	-0.4463	-0.3446	0.128	0.2726	-0.6973	-0.6315	0.1422	-0.3261	-0.0984	0.0363	-0.0132	-0.117	0.0583	0.3111	-0.7622	0.0749	0.1363	-0.3441	-0.045	0.2678	-0.3553	0.2263	-0.4028
YLR280C	YLR280C	1	0.0153	-0.1904	0.4151	0.0338	-0.261	-0.1644	-0.3469	0.2038	-0.0894	0.2641	0.1639	-0.2906	0	0.3694	0.0139	-0.1441	0	-0.3382	0	0	0.1922	0	0.2265	0.1214
YCL026C-A	YCL026C-A	1	0.2329	0.401	0.3983	0.3258	0.4178	0.4849	-0.0825	0.1045	0.3615	0.33	0.3109	-0.0745	-0.2282	-0.2606	0.2594	-0.222	0	0.3125	0.1973	0.1022	-0.1543	-0.2196	-0.2244	0.4022
YOL050C	YOL050C	1	-0.0393	-0.2313	0.0078	0.2501	-0.0439	0.1969	-0.0673	0.1737	0.2234	0.3824	0.291	0.1102	0.0214	-0.1054	-0.0336	0.1195	0.116	-0.1501	-0.1377	-0.1527	-0.0791	0.3084	0.6612	-0.0996
YML082W	YML082W	1	0.0228	-0.1031	-0.2302	-0.0595	-0.0103	-0.0412	-0.0629	-0.099	-0.1072	-0.0455	-0.1008	-0.1306	-0.2689	-0.1572	-0.4662	0.2663	-0.1853	-0.0213	0.2791	0.0234	-0.0537	0.1475	-0.0355	-0.1922
YNR002C	YNR002C	1	-0.7103	-0.2954	0.1591	0.0513	-0.8049	-0.105	-0.7128	0.0783	-0.0982	-0.404	-0.2096	0.1815	0.01	-0.9591	0.2749	-1.1539	0.1063	0.0344	-0.2785	-0.1088	-0.0457	-0.0573	-0.6523	0.0585
YHR079C-A	YHR079C-B	1	0	0	0	0	0	0	1.9846	-0.3281	1.4921	1.6481	-0.451	-0.8713	0	-1.4044	0.2226	0.2737	0	0.0789	0	0	0	0	0	0
YPL227C	YPL227C	1	0.2401	0.1631	-0.0515	0.0981	0.259	-0.0872	0.116	0.0938	-0.223	0.0077	0.0749	0.0689	-0.0636	-0.1095	0.054	-0.1821	0.0557	-0.0642	0.2875	0.0723	0.153	-0.068	0.1703	-0.0396
YEL031W	YEL031W	1	-0.3765	-0.3916	-0.2589	0.1904	-0.3423	-0.1904	0.1479	-0.3717	-0.2609	-0.0488	-0.0803	-0.3115	0	-0.1834	-0.1653	0.2509	0	-0.0195	-0.2427	0.0526	-0.0579	-0.0934	0.183	-0.3177
YJL147C	YJL147C	1	0.4167	0.1059	0.0525	0.2848	0.0151	-0.0361	0.2246	0.228	0.0866	0.0453	0.129	0.3031	-0.029	0.4129	0.0999	0.9444	-0.0376	0.0993	0.6927	-0.0447	0.0857	0.041	-0.1463	-0.0529
YMR297W	YMR297W	1	-0.4887	-0.0453	0.1383	-0.3293	0.0393	0.3749	-0.0367	-0.2945	-0.2443	-0.8935	-0.3692	0.184	0.1303	0.0119	0.4304	-0.9281	0.111	0.9268	-0.6558	0.0878	1.0787	-0.1464	-0.292	-0.0061
YML021C	YML021C	1	-0.0077	0.0152	-0.2203	-0.1287	1.0292	0.1818	0.0959	-0.2297	-0.2047	0.1711	-0.1798	0.0014	-0.1047	-0.1567	-0.1505	0.1744	-0.0296	0.0676	-0.1128	-0.09	-0.1338	-0.2094	-0.115	-0.0179
YIL171W	YIL171W	1	0.048	0.0309	-0.243	0.0701	0.3788	-0.3412	0.039	0.1662	-0.0743	0.2907	0.1101	0.0124	-0.0534	0.8436	-0.3349	0.6225	0.0648	0.2916	-0.0963	0	-0.0681	0.1502	0.7705	0.2792
YOR196C	YOR196C	1	0.1976	0.0288	-0.0636	0.2794	-0.152	0.2471	-0.0067	-0.0607	0.0547	0.0085	0.117	0.1526	0.0065	0.0854	0.096	-0.2325	0.0846	0.0336	0.3775	-0.004	-0.212	0.1033	-0.0753	0.0309
YER095W	YER095W	1	-0.5339	-0.2893	-0.2889	-0.4653	-0.4561	-0.4214	-0.4037	-0.4106	-0.6829	-0.8571	-0.6105	-0.2326	-0.3862	-0.8059	-0.3885	-0.3427	-0.3354	-0.0186	-0.4596	-0.2477	-0.0912	-0.6024	-0.7799	-0.3888
YBL040C	YBL040C	1	0.0665	0.1353	-0.0846	0.1398	-0.0348	-0.1673	0.0236	0.3037	-0.4133	0.1644	0.01	0.0462	0.1717	-0.2723	-0.2317	-0.4849	0.0645	-0.2445	-0.2392	0.163	-0.0557	-0.0147	0.2066	0.1378
YAL044C	YAL044C	1	0.598	0.6255	0.9025	-0.0328	0.582	0.9568	0.4215	-0.0082	0.12	-0.0399	-0.1139	-0.3336	0.4859	0.8728	1.1133	-0.4206	0.37	0.6603	0.4352	-0.0439	0.5847	0.2069	0.2014	0.9047
YBL075C	YBL075C	1	0.1566	0.3214	-0.3478	0.3952	0.269	-0.1594	0.0178	0.1755	0.2819	0.4637	0.2944	0.2588	0.2377	0.0981	0.0731	0.7976	-0.0036	0.2673	0.0139	0.3492	0.0633	0.4143	0.5841	0.438
YGR033C	YGR033C	1	-0.1733	0.0001	-0.0253	0.2681	-0.025	-0.0484	0.0965	0.0734	-0.0012	0.0545	0.024	0.2936	0.4324	0.2958	0.2459	-0.2019	0.0048	-0.0129	0.0924	-0.0433	0.0934	0.0366	-0.2333	-0.0727
YDL112W	YDL112W	1	0.3522	0.0251	0.027	0.0909	0.2393	0.007	0	0.1683	0.0459	0.2771	-0.1186	0.1196	-0.2225	-0.3089	-0.4164	0.9229	0.0611	-0.0953	-0.1515	0.1955	-0.0828	0.1854	0.3903	-0.2996
YBR007C	YBR007C	1	0.071	0.1949	0.2274	0.0968	-0.3579	0.0678	-0.1207	0.1769	0.0055	0.1139	0.0364	0.1072	0.1979	-0.0235	-0.045	0.543	0.389	0.18	0.5123	0.2245	-0.0115	0.1054	0.12	0.375
YIR044C	YIR044C	1	0.0029	0.4279	0.0831	-0.1617	-0.0691	-0.2788	-0.0176	-0.1361	-0.0358	-0.2751	-0.4931	-0.7439	-0.0649	2.1161	0.0848	-0.5544	-0.0906	0.0564	-0.6183	0.0374	0.3906	-0.4794	-0.4938	-0.0775
YBR071W	YBR071W	1	-0.2449	-0.4054	-0.184	-0.1589	-0.5224	0.1925	-0.4643	-0.1892	-0.2873	-0.1906	-0.0723	-0.0562	-0.0086	-0.7285	-0.0206	-0.4829	-0.5149	-0.4745	-0.1323	0.0029	-0.1522	-0.4064	-0.2105	-0.0923
YCL039W	YCL039W	1	0.2019	0	0.1323	-0.1826	0.4115	0	-0.1527	-0.2455	-0.142	0.0149	-0.2037	-0.1959	0	-0.2142	-0.1835	0.0189	0	-0.1293	0.0538	0	0	-0.1235	-0.0426	-0.145
YJR076C	YJR076C	1	0.1277	0.1006	-0.0528	-0.0285	-0.1269	0.1859	0.1612	-0.0408	-0.0727	0.1798	0.0167	0.0952	0.0338	0.0117	0.0002	0.4419	-0.0728	-0.2239	0.2453	0.0146	-0.1375	-0.0479	-0.0841	-0.0313
YGR096W	YGR096W	1	0.0121	-0.0955	-0.0344	-0.0467	0.0738	0.1577	0.0583	-0.2233	-0.1457	-0.1229	0.1662	-0.1184	-0.2142	-0.3939	-0.1746	-0.3117	-0.1038	-0.022	-0.1393	0.0697	-0.3044	-0.0898	0.0234	-0.0947
YJR048W	YJR048W	1	-1.1231	-1.9276	-0.9733	-0.0341	0.2842	-1.5923	-2.6807	-0.2029	-2.0424	-0.1791	-0.2209	-0.3807	0	-0.5035	-1.4415	-0.8151	0.0036	-1.7977	-0.2778	-1.0865	0.0344	-2.0858	0.1941	-1.2734
YGL066W	YGL066W	1	0.1473	-0.0173	0.1307	0.4243	-0.0153	-0.3779	-0.0514	0.2992	-0.0071	-0.0571	0.067	-0.0797	-0.1449	-0.1963	0.111	0.9691	0.1556	0.0759	-0.292	-0.0252	0.1144	-0.1745	0.4496	0.0032
YDL245C	YDL245C	1	-0.109	0.0795	0.1528	-0.0131	0.0605	0.3498	0.7977	0.753	0.3575	0.1479	0.5919	0.3197	0	2.6358	0.1849	0.6448	0.067	0.2444	-0.1911	0.4012	0.1367	0.4669	0	-0.3649
YBL045C	YBL045C	1	-0.7983	-0.8661	-0.8882	-0.6495	-1.0141	-1.2653	-1.1309	-0.531	-0.7434	-0.6623	-0.3534	0.2242	-0.5069	-0.06	0.0233	-0.8704	-0.8027	-0.5738	-0.1699	-0.3622	-0.476	-0.6785	0	-0.8531
YLR119W	YLR119W	1	-0.2348	0.0451	0.0952	0.1453	-0.0547	0.2889	0.0279	-0.1698	-0.0303	0.0996	0.0201	0.2341	0.1288	0.4457	0.0155	-0.1849	0.0726	0.0459	0.0042	0.0408	0.3483	-0.1225	-0.0145	0.0898
YJL207C	YJL207C	1	0.2146	0.2257	0.15	0.4482	0.3561	0.2526	0.32	0	0.1484	0.1963	0	0	0.2195	0.3019	0.1631	0.35	0.2276	0.1839	0.0539	0.393	0.1467	0.0673	0.4746	0.1382
YFL040W	YFL040W	1	-0.004	0.5941	0.2882	0.4058	0.6149	0.42	0.3761	0.2577	0.3465	0.1771	0.3471	0.3693	0	1.3574	0.7388	1.137	0.6741	0.8067	0.28	0.3746	0.7595	0.8258	0.5615	0.4886
YBR206W	YBR206W	1	0.2578	0.1635	0.1369	-0.213	0.2293	0.1065	0.0771	-0.08	0.03	-0.0092	-0.063	-0.3128	-0.0135	-0.374	0.0011	-0.0521	0.0488	0.1973	-0.1101	0.0956	-0.1373	0.0424	0.1224	-0.0936
YDR207C	YDR207C	1	0.0161	0.0721	-0.0738	-0.0477	-0.1733	0.0461	-0.0465	-0.0369	-0.0926	-0.5799	-0.0686	0.1007	0.157	-1.2915	-0.1746	0.4169	0.3506	-0.2409	0.5868	0.1616	0.6957	0.1793	0.0474	0.0553
YFR019W	YFR019W	1	0.5078	0.5844	0.2934	0.5681	-0.0406	0.3076	0.0963	0.2515	0.442	0.5724	0.4437	0.2945	0.858	-0.2013	0.3792	1.0115	0.4378	0.4762	0.4888	0.3795	0.1877	0.4486	0.4317	0.4405
YDR352W	YDR352W	1	0.0136	-0.1702	-0.2575	-0.0721	-0.0752	0.0425	-0.1161	-0.067	-0.0701	0.0108	-0.023	-0.1051	-0.1575	-0.2897	-0.2658	-0.2028	-0.2217	-0.1671	0.1984	-0.1485	0.0003	0.0063	0.1549	-0.2103
