Gene,+/0/-,430Net rank,PIXIE rank,Difference (430Net-PIXIE),Absoulte Difference
YNL118C,-1,1237,1562,-325,325
YKR091W,-1,1206,881,325,325
YIL094C,-1,648,324,324,324
YNL007C,-1,1132,808,324,324
YNL301C,-1,3212,3536,-324,324
YER023W,-1,493,169,324,324
YOR127W,-1,2361,2037,324,324
YCR047C,-1,2516,2193,323,323
YMR145C,-1,238,560,-322,322
YKL218C,-1,3059,2737,322,322
YBR172C,-1,737,416,321,321
YDR245W,-1,592,271,321,321
YIL061C,-1,3463,3143,320,320
YDR054C,-1,3458,3778,-320,320
YJR021C,-1,3005,2685,320,320
YGL194C,-1,4002,3683,319,319
YOL136C,-1,3664,3345,319,319
YMR044W,-1,2962,2644,318,318
YLR361C,-1,1628,1310,318,318
YMR153W,-1,1131,813,318,318
YDR118W,-1,1035,717,318,318
YGR078C,-1,696,378,318,318
YGR108W,-1,1900,2217,-317,317
YGR100W,-1,1574,1891,-317,317
YGL005C,-1,3147,2830,317,317
YJL154C,-1,1116,800,316,316
YGL045W,-1,1652,1336,316,316
YHR184W,-1,3367,3682,-315,315
YOR115C,-1,1160,1475,-315,315
YDR195W,-1,3310,3625,-315,315
YDR443C,-1,2113,1799,314,314
YDR295C,-1,3035,2721,314,314
YDR454C,-1,2077,2391,-314,314
YBR191W,-1,3519,3833,-314,314
YLR214W,-1,3377,3690,-313,313
YGR170W,-1,830,1143,-313,313
YDR127W,-1,1954,1641,313,313
YER136W,-1,554,866,-312,312
YNL277W,-1,3414,3726,-312,312
YDL245C,-1,3925,3614,311,311
YIL015W,-1,3649,3960,-311,311
YOR288C,-1,917,607,310,310
YBR149W,-1,140,448,-308,308
YOR153W,-1,2927,3235,-308,308
YOR197W,-1,1133,1440,-307,307
YDR432W,-1,3079,3386,-307,307
YOR236W,-1,627,320,307,307
YGL208W,-1,618,925,-307,307
YJR127C,-1,2706,3012,-306,306
YBL037W,-1,562,868,-306,306
YDL116W,-1,2589,2285,304,304
YGR204W,-1,2898,2595,303,303
YOR021C,-1,3320,3017,303,303
YNL199C,-1,1338,1640,-302,302
YBL050W,-1,171,473,-302,302
YDL115C,-1,1440,1742,-302,302
YJL194W,-1,3870,4171,-301,301
YGL114W,-1,2913,3213,-300,300
YBR119W,-1,707,408,299,299
YKL209C,-1,3708,4006,-298,298
YPL144W,-1,2020,2318,-298,298
YFR008W,-1,2503,2801,-298,298
YPL022W,-1,1498,1796,-298,298
YER056C-A,-1,3586,3884,-298,298
YOL051W,-1,3727,4024,-297,297
YOR081C,-1,3625,3328,297,297
YGR030C,-1,3390,3094,296,296
YDR005C,-1,1531,1827,-296,296
YGR185C,-1,2438,2734,-296,296
YPL163C,-1,2259,2554,-295,295
YJL065C,-1,3828,3533,295,295
YIL045W,-1,920,1214,-294,294
YPR165W,-1,2002,1708,294,294
YHL032C,-1,536,243,293,293
YCR075C,-1,1075,782,293,293
YGR135W,-1,583,875,-292,292
YDR069C,-1,440,732,-292,292
YOR023C,-1,491,783,-292,292
YDL131W,-1,2793,2502,291,291
YCR105W,-1,4118,3827,291,291
YOL012C,-1,1409,1699,-290,290
YMR298W,-1,3399,3109,290,290
YGR129W,-1,2623,2911,-288,288
YMR071C,-1,1359,1071,288,288
YER161C,-1,3357,3070,287,287
YDR023W,-1,2604,2317,287,287
YML097C,-1,2570,2283,287,287
YLL061W,-1,3574,3287,287,287
YLR022C,-1,2341,2055,286,286
YLR325C,-1,3239,3524,-285,285
YBR123C,-1,747,463,284,284
YKL206C,-1,1090,1374,-284,284
YOR032C,-1,3891,3609,282,282
YDR523C,-1,3598,3316,282,282
YKL101W,-1,1693,1411,282,282
YMR136W,-1,3490,3208,282,282
YML007W,-1,400,118,282,282
YIL129C,-1,2481,2762,-281,281
YJL146W,-1,1671,1390,281,281
YLR305C,-1,1993,1712,281,281
YER027C,-1,1731,2011,-280,280
YDR498C,-1,2799,2520,279,279
YMR072W,1,346,67,279,279
YHR083W,1,344,66,278,278
YJR141W,-1,3256,2980,276,276
YNL189W,-1,2130,2406,-276,276
YGR009C,-1,1156,880,276,276
YMR023C,0,564,288,276,276
YER167W,-1,3036,3310,-274,274
YKL213C,-1,898,624,274,274
YKL001C,-1,4026,3752,274,274
YBR009C,-1,3865,4138,-273,273
YGR244C,-1,658,385,273,273
YFL028C,-1,1624,1896,-272,272
YIL106W,-1,2253,1982,271,271
YDR397C,-1,2862,3132,-270,270
YDL165W,-1,2483,2213,270,270
YJL060W,-1,1005,735,270,270
YMR162C,-1,2001,1731,270,270
YDR410C,-1,3638,3908,-270,270
YER090W,-1,1148,1417,-269,269
YFL050C,-1,1681,1949,-268,268
YFL045C,-1,2138,1870,268,268
YML102W,-1,3620,3887,-267,267
YNR052C,-1,748,483,265,265
YNL326C,-1,2836,3100,-264,264
YLR395C,-1,372,635,-263,263
YLR406C,-1,3694,3957,-263,263
YDL085W,-1,1728,1990,-262,262
YOR163W,-1,1638,1376,262,262
YOR112W,-1,2153,2415,-262,262
YDL140C,-1,3931,4193,-262,262
YBL103C,-1,3076,2814,262,262
YCR086W,-1,1209,1470,-261,261
YHR137W,-1,1860,1602,258,258
YLR430W,-1,2826,3083,-257,257
YCR042C,-1,3172,3429,-257,257
YMR256C,-1,333,589,-256,256
YDR300C,-1,1232,1487,-255,255
YMR204C,-1,1758,1505,253,253
YJL069C,-1,3477,3729,-252,252
YLR410W,-1,3038,3289,-251,251
YEL036C,-1,2916,2666,250,250
YLR421C,-1,797,549,248,248
YFL026W,-1,3801,4048,-247,247
YGR111W,-1,1853,1606,247,247
YNL116W,-1,2857,3104,-247,247
YPL139C,-1,2128,2375,-247,247
YER022W,-1,1970,2216,-246,246
YNL159C,-1,704,949,-245,245
YNL076W,-1,1502,1257,245,245
YLR378C,-1,1877,2121,-244,244
YGL223C,-1,2062,2306,-244,244
YPR060C,-1,2078,2320,-242,242
YIL076W,-1,883,641,242,242
YBR115C,-1,2334,2575,-241,241
YOR302W,-1,3812,3571,241,241
YHR193C,-1,2756,2515,241,241
YDR247W,-1,2944,2703,241,241
YDL247W,-1,3190,2949,241,241
YMR097C,-1,534,294,240,240
YOR008C,-1,2244,2484,-240,240
YLL006W,1,254,15,239,239
YHR119W,-1,1056,817,239,239
YLR153C,-1,547,308,239,239
YLR300W,-1,2588,2351,237,237
YNL125C,-1,3018,2781,237,237
YOR330C,1,22,259,-237,237
YOR372C,-1,1354,1591,-237,237
YML116W,-1,3698,3462,236,236
YKR037C,-1,1665,1429,236,236
YDR284C,-1,762,998,-236,236
YPR175W,-1,2854,3089,-235,235
YEL022W,-1,2822,2588,234,234
YIL107C,-1,974,1208,-234,234
YGR229C,-1,294,61,233,233
YML001W,-1,585,816,-231,231
YGR281W,-1,2900,2669,231,231
YBR044C,-1,150,381,-231,231
YCR061W,-1,729,959,-230,230
YDR466W,-1,3271,3501,-230,230
YDR040C,-1,4161,3932,229,229
YGL233W,-1,538,767,-229,229
YMR284W,-1,513,742,-229,229
YIL156W,-1,2196,1968,228,228
YOR357C,-1,345,573,-228,228
YLR130C,-1,2575,2347,228,228
YPL083C,0,390,163,227,227
YCR102C,-1,3855,3628,227,227
YDL093W,-1,3149,3376,-227,227
YPL065W,-1,1260,1486,-226,226
YPR009W,-1,3145,3371,-226,226
YBR112C,-1,2432,2658,-226,226
YFL056C,-1,3637,3862,-225,225
YLR027C,-1,487,262,225,225
YEL029C,-1,1285,1510,-225,225
YPL008W,-1,2520,2296,224,224
YGR138C,-1,4143,3920,223,223
YOL143C,-1,594,372,222,222
YKR087C,-1,922,700,222,222
YJR159W,-1,2784,3006,-222,222
YPR075C,-1,3086,2865,221,221
YNR010W,-1,3834,3613,221,221
YPR188C,-1,1136,915,221,221
YOR156C,-1,2067,1846,221,221
YOR201C,0,408,188,220,220
YBR164C,-1,837,617,220,220
YEL027W,-1,2766,2985,-219,219
YOR374W,-1,224,443,-219,219
YLR275W,-1,3396,3615,-219,219
YOR307C,-1,3106,3323,-217,217
YJL128C,-1,1088,871,217,217
YGL229C,-1,3354,3138,216,216
YHR010W,-1,3758,3974,-216,216
YLR075W,-1,3176,3391,-215,215
YLR085C,-1,1251,1036,215,215
YOR326W,1,45,260,-215,215
YOL027C,1,33,248,-215,215
YAL041W,-1,2964,3178,-214,214
YCR106W,-1,3841,4055,-214,214
YOR067C,-1,1473,1259,214,214
YOL148C,-1,3488,3702,-214,214
YDR457W,-1,2917,2704,213,213
YER168C,-1,2073,1860,213,213
YDR334W,-1,982,769,213,213
YAR014C,-1,3330,3117,213,213
YER028C,-1,3872,3659,213,213
YHR103W,-1,1949,1736,213,213
YPR111W,-1,1901,2113,-212,212
YKL059C,-1,3060,3272,-212,212
YER011W,-1,3772,3561,211,211
YFR024C-A,-1,457,668,-211,211
YOL158C,-1,3833,3622,211,211
YLR396C,-1,1041,1250,-209,209
YPL193W,-1,1718,1927,-209,209
YHR176W,-1,2539,2330,209,209
YMR268C,-1,2488,2279,209,209
YLR093C,-1,875,667,208,208
YDR011W,-1,2952,2745,207,207
YDR534C,-1,3815,3608,207,207
YLR372W,-1,720,514,206,206
YKL175W,-1,2554,2760,-206,206
YCL017C,0,598,804,-206,206
YHR047C,-1,3365,3160,205,205
YCR060W,-1,1797,1592,205,205
YJL008C,-1,1376,1173,203,203
YKR086W,-1,2456,2659,-203,203
YGL154C,-1,2625,2423,202,202
YOR192C,-1,2994,3196,-202,202
YCL024W,-1,3265,3064,201,201
YHR201C,-1,1457,1658,-201,201
YOR074C,-1,3042,2841,201,201
YPL160W,-1,1282,1483,-201,201
YNL052W,-1,402,602,-200,200
YOR196C,-1,368,168,200,200
YNL191W,-1,3640,3838,-198,198
YPR134W,-1,437,240,197,197
YHL016C,-1,3415,3612,-197,197
YCR033W,-1,3550,3354,196,196
YIL008W,-1,1331,1135,196,196
YLR141W,-1,3065,3260,-195,195
YKL006C-A,-1,1720,1915,-195,195
YAR031W,-1,3180,3374,-194,194
YLL041C,-1,132,326,-194,194
YBR040W,-1,4005,3812,193,193
YMR038C,-1,3964,4157,-193,193
YMR140W,-1,1333,1525,-192,192
YKL062W,-1,3247,3439,-192,192
YGR217W,-1,1749,1941,-192,192
YBR229C,-1,767,575,192,192
YGR222W,-1,473,281,192,192
YBR121C,0,502,693,-191,191
YNL156C,-1,178,369,-191,191
YOR304W,-1,3064,3255,-191,191
YDL065C,-1,3007,3197,-190,190
YBR084C-A,-1,3810,3620,190,190
YGR216C,-1,1208,1398,-190,190
YOR178C,-1,2670,2859,-189,189
YPR176C,-1,1051,1240,-189,189
YDR420W,-1,2899,2710,189,189
YOR107W,-1,3876,4065,-189,189
YDL044C,-1,407,220,187,187
YBR143C,-1,611,424,187,187
YOR351C,-1,3946,3759,187,187
YDL080C,-1,2715,2529,186,186
YGR163W,-1,636,822,-186,186
YNL103W,-1,2949,3135,-186,186
YHR205W,-1,3737,3923,-186,186
YBL056W,-1,613,427,186,186
YLR272C,-1,612,797,-185,185
YER117W,-1,3960,3775,185,185
YMR167W,-1,2682,2867,-185,185
YBR083W,-1,4049,3865,184,184
YLR329W,-1,2667,2851,-184,184
YDR447C,-1,3923,4107,-184,184
YDR517W,-1,820,1004,-184,184
YKL124W,-1,2052,1868,184,184
YKL114C,-1,659,476,183,183
YIL138C,1,81,263,-182,182
YGR023W,-1,2459,2640,-181,181
YGL247W,-1,2762,2942,-180,180
YKL182W,-1,1320,1500,-180,180
YER119C,-1,563,743,-180,180
YML091C,1,18,198,-180,180
YPR113W,-1,2230,2410,-180,180
YBR049C,-1,2933,3113,-180,180
YHR107C,-1,605,784,-179,179
YER009W,-1,1257,1078,179,179
YNL316C,-1,1576,1397,179,179
YGR200C,-1,1289,1110,179,179
YMR159C,-1,3788,3611,177,177
YPL010W,-1,1119,1295,-176,176
YFL009W,-1,1475,1299,176,176
YFL048C,-1,1275,1100,175,175
YDR178W,-1,187,361,-174,174
YDR532C,-1,3230,3057,173,173
YBR290W,-1,886,714,172,172
YGL174W,-1,2014,2186,-172,172
YPR034W,-1,3416,3588,-172,172
YOR382W,-1,3687,3515,172,172
YHL048W,-1,1494,1666,-172,172
YER159C,-1,3653,3482,171,171
YMR164C,-1,3385,3556,-171,171
YIR019C,-1,3725,3895,-170,170
YNL213C,1,65,235,-170,170
YLR035C,-1,1616,1448,168,168
YIR001C,-1,1500,1668,-168,168
YOR034C,-1,2431,2263,168,168
YGR112W,-1,106,274,-168,168
YOR037W,1,19,186,-167,167
YDR283C,-1,3874,3707,167,167
YHR129C,-1,751,584,167,167
YLR299W,-1,1446,1279,167,167
YHR150W,-1,2301,2465,-164,164
YMR036C,-1,2184,2348,-164,164
YKL085W,-1,154,318,-164,164
YKR036C,1,76,238,-162,162
YJL102W,-1,104,266,-162,162
YJL048C,-1,453,291,162,162
YER178W,-1,580,418,162,162
YEL021W,-1,1826,1987,-161,161
YDR223W,-1,2204,2365,-161,161
YPR184W,-1,960,1120,-160,160
YDR135C,-1,2605,2765,-160,160
YIL014W,-1,2005,2165,-160,160
YGL064C,-1,401,242,159,159
YEL016C,-1,1887,2046,-159,159
YMR231W,-1,2043,2201,-158,158
YDR259C,-1,3460,3618,-158,158
YPR068C,-1,2019,2176,-157,157
YIL053W,-1,3222,3065,157,157
YHR208W,-1,862,705,157,157
YGR171C,0,98,254,-156,156
YER131W,-1,3842,3998,-156,156
YKL019W,-1,2374,2530,-156,156
YIL125W,-1,157,313,-156,156
YJR044C,-1,492,648,-156,156
YLR216C,-1,819,663,156,156
YER035W,-1,1605,1760,-155,155
YOL017W,-1,3088,2933,155,155
YMR113W,-1,1223,1377,-154,154
YHR094C,-1,3600,3754,-154,154
YGR172C,-1,889,1042,-153,153
YBR170C,-1,303,456,-153,153
YGR047C,-1,2887,3040,-153,153
YPL116W,-1,198,350,-152,152
YDL205C,-1,1507,1355,152,152
YDR345C,-1,4043,4194,-151,151
YDR104C,-1,880,1031,-151,151
YKL157W,-1,675,524,151,151
YDR330W,-1,1677,1527,150,150
YFR041C,-1,876,1026,-150,150
YGR284C,-1,1129,979,150,150
YDR380W,-1,1308,1458,-150,150
YDR171W,-1,638,488,150,150
YEL042W,-1,1402,1253,149,149
YPR154W,-1,1820,1673,147,147
YDR030C,-1,1902,2048,-146,146
YER032W,-1,1180,1326,-146,146
YLR314C,-1,931,785,146,146
YLR043C,-1,3126,2981,145,145
YMR076C,-1,2988,3133,-145,145
YLR425W,-1,693,838,-145,145
YIR010W,-1,2759,2614,145,145
YMR257C,0,109,253,-144,144
YPR189W,-1,3402,3546,-144,144
YDL036C,0,1514,1657,-143,143
YEL017C-A,-1,3787,3930,-143,143
YPR080W,-1,2437,2580,-143,143
YMR005W,-1,1504,1362,142,142
YBR252W,-1,299,441,-142,142
YFL055W,-1,3733,3875,-142,142
YLR411W,-1,2137,1995,142,142
YNL163C,-1,1667,1808,-141,141
YBL028C,-1,3582,3722,-140,140
YMR230W,-1,3764,3904,-140,140
YFR013W,-1,2662,2522,140,140
YER046W,-1,2658,2798,-140,140
YPL224C,-1,962,1102,-140,140
YCR034W,-1,1126,987,139,139
YJL191W,-1,3497,3636,-139,139
YOR144C,-1,760,621,139,139
YGR034W,-1,3900,4039,-139,139
YOR299W,-1,1033,1170,-137,137
YBR272C,-1,278,415,-137,137
YGR161C,-1,3520,3385,135,135
YHR191C,-1,1430,1565,-135,135
YIL128W,-1,844,709,135,135
YMR241W,1,60,195,-135,135
YLR237W,-1,3431,3565,-134,134
YIR004W,-1,964,1098,-134,134
YLR368W,1,59,193,-134,134
YER013W,-1,2897,3031,-134,134
YPR057W,-1,2288,2421,-133,133
YKR020W,-1,773,640,133,133
YMR075W,-1,2742,2875,-133,133
YFL038C,-1,507,638,-131,131
YHR063C,-1,1634,1765,-131,131
YPR007C,-1,3854,3984,-130,130
YOL064C,-1,3218,3347,-129,129
YMR128W,-1,1881,2010,-129,129
YNL037C,-1,183,54,129,129
YJL159W,-1,1539,1410,129,129
YOR136W,-1,185,56,129,129
YBL024W,-1,414,285,129,129
YDL175C,-1,2319,2447,-128,128
YDR160W,-1,1426,1298,128,128
YNR045W,0,116,244,-128,128
YAL009W,-1,2171,2043,128,128
YGR257C,-1,317,189,128,128
YHR001W,-1,947,1074,-127,127
YOR149C,-1,3089,3216,-127,127
YMR212C,-1,1587,1713,-126,126
YCR008W,-1,2718,2592,126,126
YGL094C,-1,1878,2003,-125,125
YJL063C,1,11,136,-125,125
YHR187W,-1,2276,2151,125,125
YBR006W,-1,657,781,-124,124
YDR329C,-1,653,776,-123,123
YJL020C,-1,510,633,-123,123
YDR085C,-1,1690,1813,-123,123
YPR140W,1,43,165,-122,122
YGR010W,-1,1585,1463,122,122
YOR094W,-1,1817,1695,122,122
YMR216C,-1,3722,3843,-121,121
YMR058W,-1,3428,3548,-120,120
YKL007W,-1,143,24,119,119
YNL083W,-1,290,172,118,118
YNL313C,-1,3168,3050,118,118
YDR219C,1,28,145,-117,117
YGR056W,-1,2847,2730,117,117
YBR026C,-1,270,386,-116,116
YNL047C,-1,956,1072,-116,116
YMR180C,-1,2205,2321,-116,116
YGR184C,-1,2844,2960,-116,116
YLR224W,-1,3832,3716,116,116
YPR169W,-1,2873,2988,-115,115
YDR098C,-1,1455,1570,-115,115
YPR133C,-1,3143,3258,-115,115
YDR038C,-1,3858,3744,114,114
YIL073C,-1,1992,2106,-114,114
YML011C,-1,2086,1972,114,114
YOR355W,-1,2644,2758,-114,114
YKR085C,1,6,120,-114,114
YLR215C,-1,1423,1536,-113,113
YOR065W,-1,118,231,-113,113
YJR110W,-1,1631,1518,113,113
YMR088C,-1,3729,3841,-112,112
YPR122W,-1,3903,3791,112,112
YGL252C,-1,342,454,-112,112
YJL081C,-1,662,774,-112,112
YNL239W,-1,479,367,112,112
YDR434W,-1,2037,1926,111,111
YIL085C,-1,2892,3003,-111,111
YKL042W,-1,3099,2989,110,110
YMR232W,-1,3122,3232,-110,110
YPL209C,-1,3693,3583,110,110
YML099C,-1,1768,1659,109,109
YBL041W,-1,392,501,-109,109
YCR097W,-1,2166,2273,-107,107
YFL034C-B,-1,2410,2517,-107,107
YBR202W,-1,516,410,106,106
YDR461W,-1,4083,3977,106,106
YPR193C,-1,2912,3018,-106,106
YAL021C,-1,3445,3551,-106,106
YBL080C,1,97,203,-106,106
YGR183C,-1,286,181,105,105
YOR274W,0,1346,1451,-105,105
YBL015W,-1,227,332,-105,105
YKL179C,-1,1225,1330,-105,105
YIL020C,-1,2170,2274,-104,104
YNL310C,1,72,176,-104,104
YDR146C,-1,995,891,104,104
YML124C,-1,715,819,-104,104
YNL123W,-1,2408,2304,104,104
YBL045C,-1,110,213,-103,103
YER170W,-1,134,236,-102,102
YCR024C,-1,123,225,-102,102
YDR137W,-1,1510,1408,102,102
YNL145W,-1,3754,3855,-101,101
YBL101C,-1,1064,963,101,101
YNR041C,-1,285,184,101,101
YLR381W,-1,1265,1165,100,100
YOR016C,-1,2329,2230,99,99
YGR193C,-1,382,283,99,99
YER048W-A,-1,251,152,99,99
YNL288W,-1,2727,2629,98,98
YOR147W,1,127,29,98,98
YIR017C,-1,3029,3126,-97,97
YIL139C,-1,2447,2544,-97,97
YHR020W,-1,3783,3880,-97,97
YCR066W,-1,944,1041,-97,97
YGL134W,-1,1823,1919,-96,96
YDL224C,-1,2845,2749,96,96
YBR183W,-1,395,299,96,96
YDL077C,-1,824,918,-94,94
YNL231C,-1,2401,2307,94,94
YDR206W,-1,3368,3274,94,94
YKR100C,-1,2641,2735,-94,94
YER025W,-1,2387,2293,94,94
YKL192C,-1,144,50,94,94
YPL128C,-1,2675,2768,-93,93
YIL042C,-1,327,234,93,93
YLR039C,-1,752,660,92,92
YDR448W,-1,3785,3876,-91,91
YML013W,-1,1207,1116,91,91
YBR173C,-1,458,548,-90,90
YER174C,-1,1523,1613,-90,90
YAL034W-A,-1,2233,2323,-90,90
YPL040C,-1,133,223,-90,90
YGR255C,-1,447,357,90,90
YIR023W,-1,2637,2548,89,89
YDR180W,-1,2758,2846,-88,88
YMR032W,-1,619,707,-88,88
YHR141C,-1,3786,3874,-88,88
YLL018C,0,3543,3456,87,87
YOR047C,-1,2841,2928,-87,87
YOR137C,-1,1873,1786,87,87
YJR158W,-1,3116,3029,87,87
YDR463W,-1,2688,2774,-86,86
YJL208C,-1,233,148,85,85
YDR197W,-1,162,246,-84,84
YLR380W,-1,3429,3513,-84,84
YOR017W,-1,164,247,-83,83
YKR042W,1,39,122,-83,83
YOL001W,-1,2384,2467,-83,83
YPL212C,-1,2482,2400,82,82
YHL036W,-1,3041,3123,-82,82
YAL060W,-1,1336,1254,82,82
YCR073C,-1,3240,3159,81,81
YLR067C,0,228,309,-81,81
YOL163W,-1,3894,3813,81,81
YJR065C,1,86,5,81,81
YNL071W,-1,341,421,-80,80
YNL219C,-1,3961,3881,80,80
YPL094C,-1,936,1015,-79,79
YKR039W,-1,3836,3758,78,78
YAR019C,-1,1646,1568,78,78
YBL033C,-1,1383,1461,-78,78
YBL026W,-1,695,618,77,77
YDR311W,-1,3618,3695,-77,77
YMR176W,-1,2262,2185,77,77
YKL045W,-1,3304,3227,77,77
YIL044C,-1,2876,2952,-76,76
YKL125W,-1,3241,3165,76,76
YPR005C,-1,2449,2374,75,75
YLR369W,-1,165,239,-74,74
YHR037W,-1,168,241,-73,73
YBR221C,-1,301,228,73,73
YLR172C,-1,1721,1649,72,72
YAL032C,-1,3570,3498,72,72
YER122C,-1,1003,931,72,72
YGR134W,-1,2006,2077,-71,71
YFL029C,-1,2270,2199,71,71
YER045C,-1,3531,3602,-71,71
YCR028C-A,1,3,74,-71,71
YKL017C,-1,1463,1393,70,70
YMR087W,-1,3204,3134,70,70
YKL028W,-1,2928,2858,70,70
YKL095W,-1,3348,3279,69,69
YEL020W-A,1,80,11,69,69
YIL065C,1,26,94,-68,68
YEL026W,-1,3034,2966,68,68
YJL054W,1,89,21,68,68
YDL174C,-1,335,267,68,68
YER116C,-1,3334,3401,-67,67
YDR150W,1,158,91,67,67
YHR060W,-1,869,935,-66,66
YIR034C,-1,2346,2280,66,66
YPL258C,-1,2611,2545,66,66
YPL243W,-1,1941,2007,-66,66
YCL004W,-1,2467,2532,-65,65
YLR370C,1,77,13,64,64
YOL068C,-1,3541,3477,64,64
YBR205W,-1,488,425,63,63
YOR324C,-1,969,1032,-63,63
YKR038C,-1,1732,1670,62,62
YGL035C,-1,3686,3748,-62,62
YLR398C,-1,2197,2136,61,61
YNL066W,1,1254,1315,-61,61
YIR021W,-1,139,79,60,60
YDL136W,-1,4056,3996,60,60
YPL267W,-1,2697,2757,-60,60
YKL103C,-1,1550,1490,60,60
YHR092C,-1,4055,3997,58,58
YBR234C,1,78,20,58,58
YMR210W,-1,3073,3015,58,58
YBR181C,-1,3992,4049,-57,57
YOR198C,-1,646,702,-56,56
YNL257C,-1,1193,1138,55,55
YPL032C,-1,3118,3063,55,55
YLL028W,-1,3393,3338,55,55
YPR024W,1,79,25,54,54
YDR386W,-1,2251,2198,53,53
YPL029W,-1,131,78,53,53
YJR135W-A,1,2,55,-53,53
YER036C,-1,2231,2284,-53,53
YML132W,-1,2549,2600,-51,51
YDR495C,-1,1273,1222,51,51
YDL029W,1,55,4,51,51
YGL090W,-1,3583,3532,51,51
YMR119W,-1,1233,1182,51,51
YER141W,-1,153,102,51,51
YLR382C,-1,122,72,50,50
YDL067C,-1,584,634,-50,50
YGR024C,-1,2101,2150,-49,49
YNR035C,1,58,9,49,49
YDR365C,-1,3732,3781,-49,49
YOR058C,-1,450,401,49,49
YHR005C-A,1,83,34,49,49
YLR005W,-1,2416,2464,-48,48
YJL112W,1,69,22,47,47
YDL182W,-1,2628,2581,47,47
YGL032C,-1,3941,3894,47,47
YMR275C,1,64,111,-47,47
YIL160C,-1,2015,2061,-46,46
YPL273W,-1,3015,3061,-46,46
YDL083C,-1,3597,3552,45,45
YHR194W,1,30,75,-45,45
YNL069C,-1,3591,3635,-44,44
YOR211C,1,16,60,-44,44
YML117W,-1,2177,2134,43,43
YLL001W,1,53,10,43,43
YGL143C,0,95,52,43,43
YKL013C,1,51,8,43,43
YBR185C,1,4,46,-42,42
YPL241C,-1,1214,1256,-42,42
YDL054C,-1,2936,2895,41,41
YLR188W,-1,851,810,41,41
YER123W,-1,2763,2722,41,41
YNL307C,-1,2342,2301,41,41
YIL062C,1,47,7,40,40
YBR091C,1,57,17,40,40
YER154W,1,31,69,-38,38
YLR069C,0,87,49,38,38
YML078W,-1,105,143,-38,38
YNL079C,1,63,26,37,37
YDR321W,-1,2918,2954,-36,36
YOR347C,-1,1162,1198,-36,36
YJR077C,-1,179,215,-36,36
YNL074C,-1,1551,1516,35,35
YFR044C,-1,271,306,-35,35
YPR047W,0,108,73,35,35
YDL155W,-1,2865,2900,-35,35
YIL043C,-1,1159,1124,35,35
YPL097W,0,88,53,35,35
YDL066W,-1,365,399,-34,34
YOR312C,-1,3838,3872,-34,34
YLR138W,-1,2832,2866,-34,34
YHL040C,-1,3866,3899,-33,33
YKR055W,-1,1940,1973,-33,33
YDR062W,-1,2144,2111,33,33
YFL016C,-1,102,135,-33,33
YIL074C,-1,3804,3836,-32,32
YBR179C,1,44,12,32,32
YDL132W,-1,810,779,31,31
YFR001W,-1,3337,3307,30,30
YPL104W,0,100,70,30,30
YIL145C,-1,2884,2854,30,30
YCR067C,-1,1110,1140,-30,30
YEL024W,-1,220,250,-30,30
YNL243W,-1,261,232,29,29
YLR427W,-1,1684,1655,29,29
YKR062W,-1,2068,2097,-29,29
YCR107W,-1,3792,3821,-29,29
YGR119C,-1,1278,1306,-28,28
YIR027C,-1,3657,3685,-28,28
YOL128C,-1,2721,2694,27,27
YDR204W,-1,520,493,27,27
YMR274C,-1,2386,2412,-26,26
YOR293W,-1,3283,3309,-26,26
YLR201C,-1,306,280,26,26
YDR346C,-1,2143,2168,-25,25
YDR081C,-1,2982,3007,-25,25
YJR051W,-1,770,745,25,25
YLR298C,-1,3150,3175,-25,25
YAR018C,-1,2643,2619,24,24
YPL175W,-1,2781,2805,-24,24
YOL009C,1,56,32,24,24
YJL170C,-1,3843,3819,24,24
YER111C,-1,2601,2577,24,24
YLR397C,-1,1425,1401,24,24
YDR192C,-1,3376,3399,-23,23
YKR029C,-1,697,720,-23,23
YGL240W,-1,3901,3878,23,23
YCR079W,-1,280,258,22,22
YPR021C,-1,428,450,-22,22
YPL156C,-1,3856,3835,21,21
YOR027W,-1,934,955,-21,21
YNL073W,0,114,93,21,21
YBR001C,-1,455,434,21,21
YBR280C,-1,201,180,21,21
YDR123C,-1,3887,3907,-20,20
YNL070W,1,91,71,20,20
YPL270W,-1,163,182,-19,19
YLR058C,-1,3518,3499,19,19
YMR060C,1,61,42,19,19
YJL045W,-1,3524,3543,-19,19
YPR040W,-1,2226,2244,-18,18
YHR008C,-1,255,273,-18,18
YHR190W,-1,321,337,-16,16
YML107C,-1,2243,2227,16,16
YGR101W,1,49,64,-15,15
YLR390W,-1,107,92,15,15
YDR174W,-1,1905,1890,15,15
YGR283C,-1,3325,3311,14,14
YER098W,-1,1651,1665,-14,14
YMR064W,-1,180,167,13,13
YDR411C,-1,992,980,12,12
YLR070C,-1,938,926,12,12
YFL039C,1,75,63,12,12
YOL033W,0,96,107,-11,11
YGL219C,1,66,77,-11,11
YMR287C,-1,231,221,10,10
YOR056C,-1,1882,1892,-10,10
YOR265W,-1,1106,1097,9,9
YDR451C,-1,2229,2220,9,9
YGR276C,-1,2619,2611,8,8
YDR296W,1,82,90,-8,8
YDL008W,-1,645,652,-7,7
YGR181W,1,23,30,-7,7
YER093C,-1,2920,2927,-7,7
YPL232W,-1,3068,3075,-7,7
YNL016W,-1,692,685,7,7
YBR036C,-1,545,552,-7,7
YFL018C,-1,103,96,7,7
