Gene,+/0/-,430Net rank,SPELL rank,Difference (430Net-SPELL),Absoulte Difference
YLR313C,-1,3555,3360,195,195
YLR300W,-1,2588,2782,-194,194
YBL058W,-1,291,98,193,193
YPL015C,-1,1109,1302,-193,193
YGR113W,-1,2010,2203,-193,193
YNL210W,-1,4159,3966,193,193
YPL252C,-1,654,461,193,193
YIL139C,-1,2447,2254,193,193
YCR002C,-1,517,325,192,192
YFR041C,-1,876,1068,-192,192
YOR073W,-1,2427,2618,-191,191
YGL191W,-1,364,554,-190,190
YGR041W,-1,2681,2491,190,190
YJL194W,-1,3870,3681,189,189
YKL114C,-1,659,470,189,189
YDR217C,-1,3182,3371,-189,189
YDL175C,-1,2319,2131,188,188
YEL034W,-1,2957,2769,188,188
YKR078W,-1,2699,2511,188,188
YDR004W,-1,1189,1376,-187,187
YAR050W,-1,4192,4006,186,186
YNL082W,-1,2893,2707,186,186
YPL031C,-1,192,378,-186,186
YDL056W,-1,1647,1832,-185,185
YMR251W,-1,3982,3797,185,185
YML107C,-1,2243,2059,184,184
YMR100W,-1,1027,1211,-184,184
YDR394W,-1,297,113,184,184
YJL191W,-1,3497,3313,184,184
YBR010W,-1,2018,2201,-183,183
YOL027C,1,33,215,-182,182
YGL124C,-1,997,1179,-182,182
YNL094W,-1,780,962,-182,182
YBR203W,-1,2915,3097,-182,182
YPL110C,-1,2044,1862,182,182
YNL052W,-1,402,220,182,182
YAL028W,-1,3644,3463,181,181
YLR299W,-1,1446,1265,181,181
YPL255W,-1,2355,2175,180,180
YOR124C,-1,355,175,180,180
YCR068W,-1,3781,3961,-180,180
YDL046W,-1,265,445,-180,180
YDR330W,-1,1677,1497,180,180
YPR095C,-1,2583,2762,-179,179
YGR034W,-1,3900,4078,-178,178
YGL021W,-1,1472,1650,-178,178
YGL236C,0,120,298,-178,178
YPR005C,-1,2449,2626,-177,177
YLR304C,1,21,198,-177,177
YGL155W,-1,855,678,177,177
YPR025C,-1,723,546,177,177
YDR265W,-1,369,192,177,177
YKR059W,-1,3831,4008,-177,177
YOL163W,-1,3894,4070,-176,176
YDR335W,-1,998,1174,-176,176
YEL051W,-1,732,908,-176,176
YGL115W,-1,184,8,176,176
YMR020W,-1,1604,1780,-176,176
YNL262W,-1,1488,1312,176,176
YBR023C,-1,2891,3067,-176,176
YDR500C,-1,3235,3410,-175,175
YKR106W,-1,4061,3886,175,175
YKL021C,-1,3112,2937,175,175
YDR447C,-1,3923,4096,-173,173
YJL061W,-1,1980,1808,172,172
YIL013C,-1,3930,3758,172,172
YBL074C,-1,3766,3937,-171,171
YIL039W,-1,480,309,171,171
YNL327W,-1,1965,1794,171,171
YMR139W,-1,117,287,-170,170
YIL173W,-1,3904,4074,-170,170
YPL180W,-1,1680,1510,170,170
YDR320C-A,-1,4346,4176,170,170
YNL187W,-1,3755,3585,170,170
YDR103W,-1,1489,1658,-169,169
YFR037C,-1,1765,1934,-169,169
YLR333C,-1,3406,3575,-169,169
YOL122C,-1,194,25,169,169
YDR028C,-1,793,961,-168,168
YOR255W,-1,4202,4034,168,168
YPL051W,-1,1524,1692,-168,168
YOR256C,-1,578,410,168,168
YCL069W,-1,4301,4134,167,167
YDR397C,-1,2862,2695,167,167
YOR275C,-1,540,374,166,166
YIR015W,-1,3730,3896,-166,166
YIL116W,-1,2294,2460,-166,166
YGR244C,-1,658,823,-165,165
YKL210W,-1,859,1024,-165,165
YGR230W,-1,1149,1314,-165,165
YCR021C,-1,3809,3973,-164,164
YIR034C,-1,2346,2182,164,164
YML058W-A,-1,4007,4171,-164,164
YER014C-A,-1,4337,4173,164,164
YGL233W,-1,538,375,163,163
YIL134W,-1,343,180,163,163
YOR265W,-1,1106,943,163,163
YCR014C,-1,2783,2621,162,162
YPL210C,-1,512,674,-162,162
YDR363W,-1,2344,2506,-162,162
YER104W,-1,3491,3329,162,162
YGL194C,-1,4002,3841,161,161
YOR347C,-1,1162,1323,-161,161
YOR351C,-1,3946,4106,-160,160
YKL220C,-1,3537,3377,160,160
YMR316W,-1,4022,3863,159,159
YKL113C,-1,2686,2527,159,159
YHR102W,-1,2931,3090,-159,159
YPR134W,-1,437,279,158,158
YOR278W,-1,615,457,158,158
YOR346W,-1,3054,2896,158,158
YHR083W,1,344,502,-158,158
YDR207C,-1,2121,2278,-157,157
YCR083W,-1,1186,1343,-157,157
YFR048W,-1,1842,1999,-157,157
YGR147C,-1,213,56,157,157
YML052W,-1,1632,1789,-157,157
YFL001W,-1,1429,1273,156,156
YHL016C,-1,3415,3571,-156,156
YLR307W,-1,3969,4125,-156,156
YDR292C,-1,524,369,155,155
YDL230W,-1,818,663,155,155
YOR195W,-1,3362,3517,-155,155
YOL002C,-1,2582,2737,-155,155
YPL096C-A,-1,4332,4178,154,154
YDR190C,-1,1730,1576,154,154
YFL056C,-1,3637,3790,-153,153
YFL025C,-1,3264,3111,153,153
YDR176W,-1,2315,2468,-153,153
YMR310C,-1,3578,3731,-153,153
YDL002C,-1,1630,1783,-153,153
YOR339C,-1,4231,4079,152,152
YER106W,-1,4215,4063,152,152
YIL096C,-1,3333,3484,-151,151
YDR182W,-1,424,273,151,151
YNR059W,-1,3057,2907,150,150
YFL011W,-1,4260,4110,150,150
YIL129C,-1,2481,2630,-149,149
YHL039W,-1,3479,3330,149,149
YNR015W,-1,1983,1834,149,149
YHR136C,-1,3919,3770,149,149
YBR019C,-1,3689,3837,-148,148
YMR214W,-1,1547,1695,-148,148
YDR141C,-1,1975,1827,148,148
YHR061C,-1,2337,2190,147,147
YDR314C,-1,3684,3537,147,147
YGL004C,-1,687,834,-147,147
YKL034W,-1,828,682,146,146
YKL192C,-1,144,290,-146,146
YCR031C,-1,3432,3577,-145,145
YMR270C,-1,738,883,-145,145
YNL292W,-1,1241,1096,145,145
YGL148W,-1,2692,2837,-145,145
YOR312C,-1,3838,3982,-144,144
YCR089W,-1,3655,3799,-144,144
YMR029C,-1,203,59,144,144
YDR511W,-1,92,235,-143,143
YDR457W,-1,2917,2774,143,143
YNL006W,-1,586,729,-143,143
YPR169W,-1,2873,2731,142,142
YDR420W,-1,2899,3041,-142,142
YLR373C,-1,734,876,-142,142
YAL053W,-1,3514,3373,141,141
YPL239W,-1,3159,3018,141,141
YER122C,-1,1003,862,141,141
YHR133C,-1,1909,1769,140,140
YDL039C,-1,4156,4016,140,140
YGR296W,-1,4197,4058,139,139
YNL139C,-1,3875,3736,139,139
YER030W,-1,1400,1261,139,139
YOR032C,-1,3891,3752,139,139
YNL071W,-1,341,479,-138,138
YBR294W,-1,4131,3993,138,138
YLR242C,-1,1772,1634,138,138
YMR284W,-1,513,651,-138,138
YNR064C,-1,3818,3955,-137,137
YJL045W,-1,3524,3387,137,137
YBR168W,-1,1362,1499,-137,137
YNL216W,-1,2151,2287,-136,136
YGR119C,-1,1278,1142,136,136
YOR198C,-1,646,510,136,136
YER170W,-1,134,269,-135,135
YMR260C,-1,2939,2804,135,135
YNL302C,-1,3255,3390,-135,135
YOL110W,-1,2937,2802,135,135
YPL057C,-1,2932,3066,-134,134
YPR081C,-1,444,310,134,134
YFL013C,-1,1957,2091,-134,134
YNL199C,-1,1338,1472,-134,134
YNR056C,-1,3983,3849,134,134
YBR228W,-1,1387,1521,-134,134
YEL022W,-1,2822,2689,133,133
YKR019C,-1,3629,3496,133,133
YFL010W-A,-1,4014,4147,-133,133
YDR378C,-1,1535,1668,-133,133
YJL177W,-1,3381,3513,-132,132
YMR094W,-1,3916,4048,-132,132
YHL006C,-1,2524,2392,132,132
YHR094C,-1,3600,3732,-132,132
YDL095W,-1,2097,2228,-131,131
YKL165C,-1,2973,2842,131,131
YOL104C,-1,4050,3919,131,131
YML059C,-1,1330,1199,131,131
YLR195C,-1,1124,1255,-131,131
YDR023W,-1,2604,2735,-131,131
YMR022W,-1,267,398,-131,131
YEL059C-A,-1,2811,2941,-130,130
YOL062C,-1,137,7,130,130
YNL129W,-1,2030,1900,130,130
YGL237C,-1,1328,1198,130,130
YDR416W,-1,1919,2048,-129,129
YNL240C,-1,3634,3763,-129,129
YLR308W,-1,4256,4127,129,129
YKR022C,-1,2560,2687,-127,127
YBL043W,-1,2389,2515,-126,126
YNL116W,-1,2857,2983,-126,126
YBR036C,-1,545,671,-126,126
YOR107W,-1,3876,4002,-126,126
YPL020C,-1,522,646,-124,124
YNR035C,1,58,182,-124,124
YBR238C,-1,4028,3904,124,124
YFR033C,-1,135,258,-123,123
YLR316C,-1,1908,2031,-123,123
YER011W,-1,3772,3649,123,123
YPL130W,-1,3974,4097,-123,123
YOL008W,-1,398,520,-122,122
YCL030C,-1,3201,3080,121,121
YDR461W,-1,4083,3962,121,121
YGR253C,-1,484,363,121,121
YJR130C,-1,1315,1194,121,121
YJR075W,-1,772,652,120,120
YLR394W,-1,148,268,-120,120
YIR004W,-1,964,844,120,120
YBL069W,-1,2391,2510,-119,119
YPR108W,-1,189,70,119,119
YFR055W,-1,3454,3335,119,119
YDR254W,-1,2400,2281,119,119
YOR096W,-1,3588,3470,118,118
YGL247W,-1,2762,2644,118,118
YNL243W,-1,261,143,118,118
YIL004C,-1,708,590,118,118
YMR117C,-1,3845,3963,-118,118
YDR427W,-1,326,208,118,118
YER038C,-1,3938,3821,117,117
YOR298W,-1,4034,3917,117,117
YDR409W,-1,3305,3188,117,117
YML092C,-1,276,160,116,116
YHR013C,-1,292,176,116,116
YOR020C,-1,476,360,116,116
YOR328W,-1,2238,2354,-116,116
YBR273C,-1,478,362,116,116
YGR143W,-1,2398,2514,-116,116
YFR027W,-1,3273,3389,-116,116
YLR388W,-1,3161,3277,-116,116
YCL066W,-1,3979,4094,-115,115
YNL159C,-1,704,589,115,115
YNL074C,-1,1551,1666,-115,115
YJL047C,-1,2338,2453,-115,115
YDR308C,-1,589,475,114,114
YGL063W,-1,3489,3603,-114,114
YAL060W,-1,1336,1222,114,114
YDR446W,-1,4255,4142,113,113
YGR292W,-1,4214,4101,113,113
YLR382C,-1,122,9,113,113
YJL053W,-1,340,228,112,112
YPR021C,-1,428,316,112,112
YMR152W,-1,167,55,112,112
YJR117W,-1,983,1095,-112,112
YGL240W,-1,3901,3789,112,112
YMR096W,-1,3782,3893,-111,111
YER059W,-1,941,1052,-111,111
YJL031C,-1,469,580,-111,111
YLR044C,-1,2919,3030,-111,111
YIL120W,-1,3308,3197,111,111
YJR102C,-1,258,147,111,111
YBR233W-A,-1,4285,4175,110,110
YFR004W,-1,454,564,-110,110
YHR216W,-1,3129,3239,-110,110
YDR273W,-1,4008,3898,110,110
YNL073W,0,114,5,109,109
YFR040W,-1,942,1051,-109,109
YPL206C,-1,319,210,109,109
YDR079C-A,-1,4289,4181,108,108
YCL017C,0,598,705,-107,107
YIR021W,-1,139,32,107,107
YJR005W,-1,430,323,107,107
YHR010W,-1,3758,3651,107,107
YML110C,-1,124,18,106,106
YMR180C,-1,2205,2099,106,106
YMR125W,-1,916,810,106,106
YFL017C,-1,849,743,106,106
YLR154C,-1,1575,1681,-106,106
YLR135W,-1,3152,3257,-105,105
YDR437W,-1,3921,4026,-105,105
YDR025W,-1,4133,4028,105,105
YGR241C,-1,532,428,104,104
YMR314W,-1,313,209,104,104
YKR094C,-1,3506,3402,104,104
YMR060C,1,61,164,-103,103
YNL213C,1,65,168,-103,103
YOL072W,-1,1299,1196,103,103
YPL270W,-1,163,61,102,102
YPL027W,-1,4178,4076,102,102
YMR292W,-1,2870,2768,102,102
YAL067C,-1,4240,4139,101,101
YHR012W,-1,685,786,-101,101
YBR118W,-1,3794,3895,-101,101
YLR133W,-1,403,504,-101,101
YBR087W,-1,1029,1130,-101,101
YLR141W,-1,3065,3166,-101,101
YLR263W,-1,3736,3635,101,101
YNL037C,-1,183,82,101,101
YLR011W,-1,714,814,-100,100
YKL212W,-1,1593,1693,-100,100
YAR008W,0,1764,1665,99,99
YDL066W,-1,365,464,-99,99
YFL053W,-1,3995,4093,-98,98
YOL025W,-1,1754,1852,-98,98
YKL068W,-1,758,856,-98,98
YBR237W,-1,1989,1891,98,98
YPL104W,0,100,2,98,98
YGR060W,-1,3714,3617,97,97
YOR261C,-1,566,662,-96,96
YGL144C,-1,3164,3068,96,96
YNR070W,-1,4210,4115,95,95
YBR193C,-1,834,929,-95,95
YFL005W,-1,264,169,95,95
YOR320C,-1,386,291,95,95
YIR019C,-1,3725,3820,-95,95
YPL036W,-1,3295,3201,94,94
YBR188C,-1,2164,2070,94,94
YOL052C,-1,1845,1939,-94,94
YOR125C,-1,176,270,-94,94
YBR040W,-1,4005,4098,-93,93
YOR204W,-1,2911,3004,-93,93
YKL140W,-1,385,477,-92,92
YIL026C,-1,2527,2435,92,92
YDR100W,-1,293,201,92,92
YGR023W,-1,2459,2551,-92,92
YOR132W,-1,202,293,-91,91
YGL043W,-1,1859,1768,91,91
YDL174C,-1,335,426,-91,91
YOR101W,-1,2293,2384,-91,91
YKR014C,-1,427,336,91,91
YDR376W,-1,155,246,-91,91
YGR105W,-1,2216,2125,91,91
YGR232W,-1,115,24,91,91
YBL008W,-1,2309,2400,-91,91
YNL259C,-1,1072,982,90,90
YOR117W,-1,241,152,89,89
YDR450W,-1,3958,4047,-89,89
YJR150C,-1,4206,4117,89,89
YHL047C,-1,4037,3949,88,88
YDR213W,-1,3717,3805,-88,88
YBR009C,-1,3865,3777,88,88
YJR159W,-1,2784,2696,88,88
YOR274W,0,1346,1433,-87,87
YDR411C,-1,992,1078,-86,86
YHR051W,-1,197,111,86,86
YMR064W,-1,180,266,-86,86
YDL045C,-1,169,255,-86,86
YJR091C,-1,1705,1790,-85,85
YML036W,-1,1272,1187,85,85
YKR095W-A,-1,4267,4182,85,85
YGR286C,-1,2544,2628,-84,84
YGR172C,-1,889,805,84,84
YNL083W,-1,290,206,84,84
YDR121W,-1,2664,2581,83,83
YPL029W,-1,131,214,-83,83
YML057W,-1,200,117,83,83
YKL007W,-1,143,226,-83,83
YDL235C,-1,1318,1235,83,83
YJL100W,-1,730,647,83,83
YCL033C,-1,199,282,-83,83
YKL141W,-1,147,64,83,83
YCR067C,-1,1110,1191,-81,81
YOL033W,0,96,15,81,81
YDL246C,-1,4130,4049,81,81
YER117W,-1,3960,4041,-81,81
YPR023C,-1,174,93,81,81
YPL283C,-1,4183,4102,81,81
YPL120W,-1,608,528,80,80
YBR296C,-1,4155,4075,80,80
YOL156W,-1,4148,4068,80,80
YCL052C,-1,121,42,79,79
YOR354C,-1,90,11,79,79
YKL146W,-1,499,577,-78,78
YLR395C,-1,372,450,-78,78
YGL033W,-1,4208,4130,78,78
YHR015W,-1,3912,3834,78,78
YOL132W,-1,4091,4014,77,77
YNR057C,-1,3343,3420,-77,77
YHR091C,0,99,22,77,77
YHR037W,-1,168,245,-77,77
YLR069C,0,87,10,77,77
YOR302W,-1,3812,3888,-76,76
YMR069W,-1,4140,4064,76,76
YGL222C,-1,4153,4077,76,76
YDR170W-A,-1,4245,4170,75,75
YDR434W,-1,2037,1962,75,75
YLR341W,-1,4054,3979,75,75
YPL040C,-1,133,58,75,75
YLR191W,-1,442,367,75,75
YHR172W,-1,3355,3281,74,74
YKL205W,-1,1933,2007,-74,74
YPR201W,-1,4124,4050,74,74
YLR039C,-1,752,679,73,73
YGL184C,-1,3863,3936,-73,73
YER143W,-1,277,204,73,73
YER002W,-1,3378,3451,-73,73
YCL026C-A,-1,4062,4135,-73,73
YOR357C,-1,345,417,-72,72
YDR040C,-1,4161,4089,72,72
YCR009C,-1,1583,1655,-72,72
YKL085W,-1,154,225,-71,71
YML058W,1,1213,1284,-71,71
YBR021W,-1,3723,3653,70,70
YOL096C,-1,113,44,69,69
YJR108W,-1,3857,3926,-69,69
YOR065W,-1,118,187,-69,69
YPL175W,-1,2781,2713,68,68
YDR532C,-1,3230,3298,-68,68
YPL021W,-1,4199,4131,68,68
YFL060C,-1,4066,3999,67,67
YMR133W,-1,4112,4045,67,67
YDL093W,-1,3149,3216,-67,67
YDL147W,-1,391,458,-67,67
YMR159C,-1,3788,3721,67,67
YGR225W,-1,4180,4114,66,66
YGL092W,-1,1067,1133,-66,66
YDR296W,1,82,16,66,66
YLR004C,-1,3614,3548,66,66
YOR171C,-1,523,588,-65,65
YCR036W,-1,177,242,-65,65
YML099C,-1,1768,1703,65,65
YDR147W,-1,2712,2777,-65,65
YBR181C,-1,3992,4056,-64,64
YOR358W,-1,348,284,64,64
YOR324C,-1,969,1032,-63,63
YBR152W,-1,3405,3468,-63,63
YGL219C,1,66,129,-63,63
YBR088C,-1,2631,2694,-63,63
YGL153W,-1,1167,1230,-63,63
YPL201C,-1,4073,4010,63,63
YBL037W,-1,562,500,62,62
YHR189W,-1,4040,3978,62,62
YEL069C,-1,4171,4109,62,62
YDR392W,-1,821,759,62,62
YPL097W,0,88,26,62,62
YJL145W,-1,2677,2738,-61,61
YBR263W,-1,1636,1697,-61,61
YDL207W,-1,3062,3122,-60,60
YLR284C,-1,2200,2260,-60,60
YOR299W,-1,1033,1093,-60,60
YDR346C,-1,2143,2083,60,60
YLL021W,-1,1800,1859,-59,59
YDL097C,-1,222,281,-59,59
YLR139C,-1,949,890,59,59
YMR095C,-1,4114,4055,59,59
YDL083C,-1,3597,3656,-59,59
YIL088C,-1,416,357,59,59
YDR382W,-1,3539,3480,59,59
YML007W,-1,400,342,58,58
YCR020C-A,-1,3154,3096,58,58
YGL170C,-1,4176,4118,58,58
YGR171C,0,98,41,57,57
YPR078C,-1,4070,4013,57,57
YOR083W,-1,3895,3952,-57,57
YNR058W,-1,3616,3559,57,57
YDL136W,-1,4056,4112,-56,56
YER074W-A,-1,4129,4185,-56,56
YCR024C,-1,123,68,55,55
YLR359W,-1,2703,2758,-55,55
YLR390W,-1,107,162,-55,55
YPL121C,-1,4086,4141,-55,55
YMR076C,-1,2988,2934,54,54
YMR059W,0,1326,1272,54,54
YDR486C,-1,354,408,-54,54
YBR167C,-1,1875,1822,53,53
YPL038W,-1,2289,2342,-53,53
YPR028W,-1,1210,1157,53,53
YOR237W,-1,4190,4137,53,53
YPR040W,-1,2226,2279,-53,53
YGL022W,-1,905,852,53,53
YMR318C,-1,1972,2024,-52,52
YCL005W-A,-1,4238,4186,52,52
YFL058W,-1,4053,4104,-51,51
YOR094W,-1,1817,1867,-50,50
YDR084C,-1,129,79,50,50
YEL032W,-1,2499,2549,-50,50
YAR031W,-1,3180,3230,-50,50
YJL214W,-1,3705,3655,50,50
YAR018C,-1,2643,2692,-49,49
YLR093C,-1,875,826,49,49
YPL098C,1,84,35,49,49
YLR013W,-1,4182,4133,49,49
YML047C,-1,4087,4136,-49,49
YOR196C,-1,368,416,-48,48
YLR357W,-1,1368,1320,48,48
YLR188W,-1,851,899,-48,48
YJL076W,-1,1868,1915,-47,47
YDR522C,-1,4158,4111,47,47
YPR051W,-1,1384,1431,-47,47
YHL034C,-1,649,695,-46,46
YJL102W,-1,104,150,-46,46
YJL112W,1,69,23,46,46
YPL209C,-1,3693,3739,-46,46
YCR086W,-1,1209,1163,46,46
YFL029C,-1,2270,2224,46,46
YHR020W,-1,3783,3828,-45,45
YNL121C,1,48,4,44,44
YCR028C,-1,3501,3458,43,43
YGR010W,-1,1585,1628,-43,43
YHR204W,-1,3125,3082,43,43
YFL018C,-1,103,146,-43,43
YBL088C,-1,3203,3160,43,43
YBR067C,-1,3702,3659,43,43
YNR072W,-1,4090,4132,-42,42
YBR120C,0,94,136,-42,42
YLR144C,-1,353,395,-42,42
YHR079C,-1,2925,2967,-42,42
YJL063C,1,11,53,-42,42
YOL126C,-1,2267,2308,-41,41
YDR204W,-1,520,561,-41,41
YBR107C,-1,3051,3010,41,41
YNL069C,-1,3591,3550,41,41
YDL219W,-1,759,800,-41,41
YCR102C,-1,3855,3814,41,41
YLR157C,-1,4107,4067,40,40
YDL055C,-1,3102,3062,40,40
YLR097C,-1,795,756,39,39
YAL015C,-1,1044,1005,39,39
YER179W,-1,3510,3471,39,39
YLR155C,-1,2744,2705,39,39
YPR047W,0,108,69,39,39
YKL064W,-1,719,757,-38,38
YEL009C,-1,2713,2675,38,38
YDL168W,-1,2040,2003,37,37
YIL047C,-1,3134,3171,-37,37
YMR009W,-1,1762,1798,-36,36
YIR032C,-1,2465,2501,-36,36
YFL059W,-1,3862,3827,35,35
YMR137C,-1,2607,2572,35,35
YAR042W,-1,3922,3887,35,35
YDL067C,-1,584,549,35,35
YMR177W,-1,2774,2740,34,34
YKL110C,-1,3047,3081,-34,34
YLR022C,-1,2341,2375,-34,34
YOL006C,-1,2830,2864,-34,34
YER180C-A,-1,4149,4183,-34,34
YNL101W,-1,2152,2186,-34,34
YFL031W,-1,3515,3481,34,34
YOR266W,1,85,52,33,33
YOL003C,-1,405,438,-33,33
YDR454C,-1,2077,2110,-33,33
YPR066W,-1,1999,1966,33,33
YDR014W,-1,3748,3781,-33,33
YGL136C,-1,835,868,-33,33
YDR208W,-1,1045,1013,32,32
YMR025W,-1,1111,1079,32,32
YMR017W,-1,4006,3974,32,32
YPL187W,-1,3991,4022,-31,31
YIL033C,-1,625,656,-31,31
YLL001W,1,53,84,-31,31
YOR260W,-1,2165,2196,-31,31
YLR457C,-1,3552,3521,31,31
YLR385C,-1,4097,4128,-31,31
YIL069C,-1,4085,4116,-31,31
YNL239W,-1,479,449,30,30
YDL133C-A,-1,4135,4165,-30,30
YKL017C,-1,1463,1493,-30,30
YEL071W,-1,2885,2915,-30,30
YCR018C,-1,4154,4124,30,30
YCR039C,-1,4001,4031,-30,30
YHR072W,-1,2812,2783,29,29
YIR013C,-1,4121,4092,29,29
YJR069C,-1,709,680,29,29
YGR112W,-1,106,135,-29,29
YLR305C,-1,1993,2022,-29,29
YPR024W,1,79,50,29,29
YLR431C,-1,2264,2293,-29,29
YGR101W,1,49,77,-28,28
YGR099W,-1,1222,1250,-28,28
YGL105W,-1,1229,1202,27,27
YOL023W,0,93,120,-27,27
YPL233W,-1,3279,3306,-27,27
YGL249W,-1,4134,4107,27,27
YNL027W,-1,722,696,26,26
YDR350C,-1,506,531,-25,25
YML001W,-1,585,560,25,25
YER141W,-1,153,178,-25,25
YCR040W,-1,4168,4143,25,25
YPR140W,1,43,19,24,24
YER177W,-1,1151,1175,-24,24
YGR177C,-1,3867,3891,-24,24
YOL091W,-1,4020,4044,-24,24
YIL153W,-1,2480,2457,23,23
YDR098C,-1,1455,1432,23,23
YKL221W,-1,3954,3977,-23,23
YOR028C,-1,3133,3155,-22,22
YBL063W,-1,2277,2255,22,22
YML075C,-1,1655,1677,-22,22
YBL050W,-1,171,193,-22,22
YKR082W,-1,1450,1428,22,22
YCR016W,-1,3745,3767,-22,22
YPR191W,-1,151,173,-22,22
YPR135W,-1,2492,2471,21,21
YGR072W,-1,2565,2545,20,20
YDR545W,-1,3951,3971,-20,20
YOR126C,-1,2450,2469,-19,19
YBR111W-A,-1,4165,4184,-19,19
YER075C,-1,2753,2772,-19,19
YPL192C,-1,4060,4042,18,18
YKL126W,-1,351,333,18,18
YGR249W,-1,3906,3924,-18,18
YNL067W,-1,3040,3023,17,17
YGR257C,-1,317,334,-17,17
YML105C,-1,541,524,17,17
YPL079W,-1,3592,3608,-16,16
YOR194C,-1,1360,1344,16,16
YJR109C,-1,3191,3175,16,16
YPR019W,-1,543,527,16,16
YER091C,-1,3269,3253,16,16
YOR363C,-1,2392,2377,15,15
YHR121W,-1,142,157,-15,15
YKL067W,-1,119,105,14,14
YFL057C,-1,3003,3017,-14,14
YIR027C,-1,3657,3671,-14,14
YOR023C,-1,491,505,-14,14
YOR134W,-1,3943,3956,-13,13
YIL156W,-1,2196,2209,-13,13
YOR217W,-1,774,787,-13,13
YBL040C,-1,721,708,13,13
YLL046C,-1,4108,4121,-13,13
YMR006C,-1,3456,3443,13,13
YHL040C,-1,3866,3854,12,12
YJR094C,-1,3742,3730,12,12
YGL158W,-1,4039,4051,-12,12
YNL026W,1,17,6,11,11
YGL104C,-1,1485,1496,-11,11
YBR244W,-1,3775,3786,-11,11
YGR020C,-1,1960,1949,11,11
YHR072W-A,-1,4163,4174,-11,11
YER111C,-1,2601,2611,-10,10
YLR370C,1,77,67,10,10
YLR406C,-1,3694,3704,-10,10
YLR056W,-1,3505,3495,10,10
YLR035C-A,-1,4160,4169,-9,9
YBL045C,-1,110,119,-9,9
YFL023W,-1,3734,3725,9,9
YOL121C,-1,4074,4083,-9,9
YIL072W,-1,4075,4084,-9,9
YDL214C,-1,4072,4080,-8,8
YDL145C,-1,1518,1526,-8,8
YOR362C,-1,252,244,8,8
YNL332W,-1,4045,4037,8,8
YHL022C,-1,4088,4095,-7,7
YDL105W,-1,3647,3640,7,7
YNR045W,0,116,123,-7,7
YOR017W,-1,164,171,-7,7
YKL089W,-1,2411,2404,7,7
YJR144W,1,54,60,-6,6
YMR302C,1,46,40,6,6
YMR306W,-1,3829,3823,6,6
YJR028W,-1,4048,4054,-6,6
YGL143C,0,95,101,-6,6
YOR129C,-1,3187,3181,6,6
YOR388C,-1,3750,3744,6,6
YKR085C,1,6,12,-6,6
YIL021W,-1,497,492,5,5
YML078W,-1,105,100,5,5
YOR090C,-1,380,385,-5,5
YGL187C,-1,239,234,5,5
YBR158W,-1,2620,2616,4,4
YER028C,-1,3872,3876,-4,4
YJL054W,1,89,86,3,3
YJL189W,-1,3861,3864,-3,3
YBR044C,-1,150,153,-3,3
YDR126W,-1,3731,3728,3,3
YAL068C,-1,3998,4000,-2,2
YLR354C,-1,263,265,-2,2
YMR072W,1,346,344,2,2
YHR124W,-1,3185,3183,2,2
YBL102W,-1,186,184,2,2
YPR107C,-1,160,159,1,1
YFR009W,-1,2122,2123,-1,1
YER190W,-1,4018,4019,-1,1
YBR185C,1,4,3,1,1
YDL194W,-1,2646,2647,-1,1
YOL130W,-1,2993,2994,-1,1
YBR250W,-1,3908,3907,1,1
YGL139W,-1,2598,2598,0,0
YEL019C,-1,4021,4021,0,0
