Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,CellCompOutput Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,,Rankings Similarity to AG
YLR394W,-1,-1,2.935041995,2.329440323,1755,2371,588,495,1514,3494,,,
YDL089W,0,-1,2.934260384,2.648654223,1756,147,5149,2204,3091,4030,,,
YDR245W,0,-1,2.933818188,2.640596917,1757,4131,460,1559,368,503,,,
YGL167C,-1,-1,2.931444305,2.720208328,1758,2731,3904,2812,4680,3303,,,
YOR032C,-1,-1,2.930384885,2.596149144,1759,2890,1739,4956,5635,5159,,,
YAL036C,0,-1,2.92970506,2.26097314,1760,1010,1083,4836,4480,2174,,,
YBR143C,0,-1,2.929567067,2.202102357,1761,1199,1420,4182,605,717,,,
YJL143W,1,1,2.92923378,2.221419252,1762,921,5135,742,488,680,,,
YDR162C,-1,0,2.929070286,2.771798243,1763,1812,2590,1384,1980,1682,,,
YIL039W,0,-1,2.928993297,3.075831718,1764,2953,2848,552,1450,1782,,,
YDR085C,-1,-1,2.928480788,2.447521243,1765,1501,672,3102,1996,2698,,,
YGR166W,0,0,2.927967062,2.774905284,1766,3064,3433,2610,333,689,,,
YBR271W,0,0,2.927156239,2.129961603,1767,4800,1036,4936,2169,1346,,,
YIL171W,-1,-1,2.92680065,3.264378303,1769,4967,5476,5250,4433,4185,,,
YHR176W,-1,-1,2.925220475,2.720882614,1770,1223,2248,1992,2915,3519,,,
YGL263W,0,-1,2.924956483,2.963274055,1771,273,5880,5428,3285,2604,,,
YBL068W,0,0,2.923142157,2.064205579,1772,5493,1613,3644,1694,1395,,,
YMR041C,0,0,2.921804785,2.353332421,1773,2881,781,3110,4496,2994,,,
YML037C,0,0,2.920639188,2.802097847,1774,5012,5057,4619,3371,3543,,,
YNL038W,-1,-1,2.919635098,2.463692775,1775,1983,899,473,1361,4133,,,
YKR102W,0,-1,2.919526817,2.774949039,1776,1853,3902,5109,3289,3379,,,
YJL145W,-1,-1,2.917613369,2.588070906,1777,1543,1721,3655,3268,1876,,,
YIR004W,-1,1,2.917364234,2.713064686,1778,4026,1725,1246,1220,1591,,,
YLR021W,0,-1,2.916591211,2.675230582,1779,209,4423,1339,1321,1688,,,
YPL175W,-1,-1,2.915616458,2.453972704,1780,5083,3202,3624,4044,4171,,,
YKL054C,-1,-1,2.915546514,2.655108712,1781,1523,1068,1241,1655,1494,,,
YNL326C,-1,-1,2.914759681,2.610440064,1782,2993,3754,840,2338,4532,,,
YPR112C,-1,-1,2.914750785,2.15283201,1783,3170,1744,4880,5729,5745,,,
YHR033W,0,0,2.914404801,2.286840121,1784,1476,4319,4100,2437,1558,,,
YNL115C,0,0,2.913364404,1.836629165,1785,915,5188,1067,1390,1261,,,
YPL246C,0,0,2.913173669,2.650330085,1786,2730,5331,1595,3019,2063,,,
YOL073C,0,0,2.912657308,2.865317147,1787,53,5702,1468,3895,2972,,,
YLR078C,0,0,2.91206141,2.313874817,1788,3472,1937,723,1875,4666,,,
YPL027W,-1,-1,2.912045771,2.788173029,1789,2861,3155,5422,4410,4077,,,
YCL057W,0,0,2.912043956,2.41286258,1790,1363,4905,320,1335,2215,,,
YKL163W,0,0,2.911932236,2.552456877,1791,1466,1677,4531,2040,1810,,,
YLL064C,0,0,2.911661282,2.884131357,1792,593,4903,4841,4228,4062,,,
YMR196W,0,0,2.911200364,2.658573742,1793,30,4560,3597,3248,1853,,,
YNL080C,-1,-1,2.910793533,2.529295808,1794,2436,3865,2436,3805,1827,,,
YOR316C,-1,-1,2.91024291,2.585162455,1795,1056,1557,795,3570,5236,,,
YKR093W,0,0,2.909127477,2.53900479,1796,1108,2559,2179,2546,1848,,,
YBR128C,-1,0,2.908217483,2.426440904,1797,1177,1666,4299,4116,4054,,,
YMR020W,0,0,2.907444086,2.566606045,1798,3033,2181,2428,1171,1317,,,
YOL139C,-1,-1,2.906280185,2.08378474,1799,4770,265,3579,3310,5520,,,
YPL147W,-1,-1,2.906269794,2.412777036,1800,1095,2035,4288,3338,3251,,,
YJR116W,0,0,2.906124005,3.17472758,1801,1035,5567,3268,1622,958,,,
YML019W,-1,-1,2.905663634,2.451325096,1802,3948,1214,2090,3433,4939,,,
YHL033C,0,-1,2.904888505,2.204149635,1803,2888,396,4590,5476,5729,,,
YGL040C,-1,0,2.904531822,2.098824342,1804,250,176,67,441,2005,,,
YPL198W,0,-1,2.904416013,1.909200098,1805,891,185,4124,2903,3315,,,
YFL030W,0,0,2.903320498,2.604306044,1806,63,808,2422,1379,1192,,,
YLR100W,-1,-1,2.903291652,2.713787517,1807,4638,3396,870,421,601,,,
YKL207W,0,-1,2.902922639,2.663593762,1808,1067,6093,1232,518,397,,,
YKL178C,-1,-1,2.902377252,2.94510077,1809,2216,3718,5248,5246,4761,,,
YOR349W,-1,-1,2.902050433,2.735250527,1810,3825,3489,4429,1623,1188,,,
YGR155W,0,-1,2.901202097,2.621020281,1811,818,1016,3375,3280,2292,,,
YNL325C,-1,-1,2.899885714,2.470198144,1812,3729,2984,1633,1037,1035,,,
YOL111C,-1,-1,2.898422949,3.030524183,1813,1496,721,1613,1272,1309,,,
YML123C,-1,-1,2.897676863,2.956763207,1814,4747,2441,4561,5491,5114,,,
YOR347C,0,0,2.897535989,2.23152558,1815,1174,1641,1845,3260,1709,,,
YNL129W,0,0,2.897367639,2.676125139,1816,1483,467,2587,2911,2044,,,
YOR222W,0,-1,2.896805985,3.087237233,1817,2434,4927,3969,980,632,,,
YGR266W,0,0,2.896489486,3.100737254,1818,1300,5219,1490,602,578,,,
YDR196C,0,0,2.895451345,2.250338211,1819,1239,474,596,856,1193,,,
YIL011W,0,0,2.893713162,3.043886664,1820,2694,5327,4337,4998,4382,,,
YDL164C,-1,-1,2.893072382,3.101387846,1821,4684,2653,3783,2489,1137,,,
YNL048W,-1,-1,2.892971207,2.599074965,1822,4306,613,188,1088,5030,,,
YFL042C,0,-1,2.892946671,2.634395021,1823,184,5725,3733,3730,2816,,,
YNL127W,-1,-1,2.892273421,2.216141412,1824,2278,794,1749,3628,1854,,,
YGR105W,0,0,2.891800655,2.4422641,1825,1701,1112,2878,2414,2845,,,
YNL146W,0,0,2.891509179,3.224444576,1826,3162,5522,4453,2473,2445,,,
YGR172C,0,0,2.890571594,2.70691652,1827,3748,2928,1193,1312,1515,,,
YPL126W,-1,-1,2.890355831,1.96857967,1828,3201,510,4538,5775,5771,,,
YFR014C,-1,-1,2.889316322,2.389309728,1829,458,823,975,3054,4833,,,
YHR064C,-1,-1,2.889238971,2.35463426,1830,4488,1795,4032,4616,3623,,,
YOL083W,0,0,2.88560178,2.257207861,1831,140,5133,3031,4763,3594,,,
YMR122W-A,0,0,2.885230124,2.77822197,1832,4325,5715,5597,3548,2058,,,
YMR297W,0,0,2.884516138,2.328123957,1833,919,941,2292,3159,1648,,,
YBR216C,-1,-1,2.883744609,2.595091215,1834,2665,1799,1177,1287,1264,,,
YGL171W,-1,-1,2.883502812,1.718712903,1835,4694,204,5020,5747,5718,,,
YDR289C,-1,-1,2.883068909,2.459887122,1836,2785,2604,1614,4531,4010,,,
YCL038C,-1,-1,2.882693645,2.41415105,1837,3995,681,2558,3367,2954,,,
YNL194C,-1,-1,2.881742465,2.811041389,1838,864,2493,5146,4851,2077,,,
YEL012W,-1,-1,2.881514177,2.07543138,1839,120,617,2537,3206,2254,,,
YMR029C,-1,-1,2.881312375,2.462017017,1840,1306,271,183,809,2287,,,
YOR019W,0,1,2.881090705,2.073537068,1841,4153,5102,4112,4858,4205,,,
YNR044W,-1,-1,2.880647324,2.442933493,1842,5269,4145,4650,5769,5643,,,
YGL135W,0,-1,2.880503743,2.740361073,1843,3208,2925,5384,3130,4509,,,
YHR018C,0,0,2.88044649,2.969715809,1844,3386,2099,3562,3128,1821,,,
YDR212W,-1,-1,2.880394293,2.46359572,1845,4224,1121,1813,1937,1691,,,
YFR042W,0,0,2.879916177,2.666716361,1846,3385,5850,974,1500,3904,,,
YGR254W,-1,-1,2.879763848,3.070235451,1847,1360,3705,3760,2538,1340,,,
YMR071C,0,0,2.879749897,2.385848309,1848,2411,964,333,575,1547,,,
YKL077W,0,0,2.879376516,2.429637877,1849,4645,5921,518,1827,4985,,,
YLR333C,0,-1,2.878795856,2.698239661,1850,2408,1965,4729,4414,5474,,,
YMR117C,-1,-1,2.878762472,2.847936084,1851,5780,3638,5237,4870,4406,,,
YBR077C,0,0,2.877996588,2.358610483,1852,1233,570,1405,956,976,,,
YDL200C,-1,-1,2.877928743,2.456503342,1853,3952,2235,1816,3233,4793,,,
YPR159W,0,0,2.874686333,2.561926143,1854,2270,3668,3100,1806,1311,,,
YKR097W,0,0,2.873336465,2.693759065,1855,1437,1399,4790,5137,3156,,,
YGL186C,0,0,2.873280929,2.933346539,1856,3421,3424,2370,5242,5537,,,
YNR058W,0,0,2.872969407,2.621613085,1857,213,3381,4716,2506,1619,,,
YLR352W,-1,-1,2.872590529,2.616046256,1858,1208,5662,1200,976,754,,,
YHL027W,-1,-1,2.871696909,2.336169956,1859,3518,2749,2619,3953,2850,,,
YBR033W,0,-1,2.871514972,2.887291239,1860,2162,5383,3364,930,687,,,
YGL224C,0,0,2.871468822,2.629136384,1861,3503,3178,3195,4175,3748,,,
YGR124W,0,0,2.868770056,2.453129386,1862,1203,2880,2720,4729,3016,,,
YBR164C,0,-1,2.868013339,2.879108595,1863,4387,1534,703,536,970,,,
YGR070W,-1,0,2.867304668,2.311242476,1864,3532,1405,3309,4761,3433,,,
YDR450W,-1,-1,2.867125963,2.489355642,1865,3107,3394,5379,3963,5088,,,
YER087C-B,-1,0,2.864634745,3.10659242,1866,4513,3558,5609,4483,3974,,,
YDR064W,-1,-1,2.86387129,2.273320404,1867,2478,900,4262,3782,5581,,,
YMR028W,0,-1,2.863836888,2.265942175,1868,80,893,609,1496,4525,,,
YNL012W,-1,-1,2.863384569,2.715783317,1869,2521,641,4422,4028,3578,,,
YBR154C,-1,-1,2.863169803,1.964052907,1870,4580,414,3569,1178,1091,,,
YGR285C,-1,-1,2.863159411,2.374633529,1871,1879,1487,3348,3267,4344,,,
YER015W,-1,-1,2.86302711,2.343245548,1872,2005,4027,4577,5080,3838,,,
YJL139C,-1,-1,2.86206735,2.514333687,1874,2051,3390,1437,2939,1676,,,
YDR205W,-1,-1,2.861975542,2.847863779,1875,2139,1869,2273,4730,4557,,,
YOR016C,0,0,2.860953774,3.152776761,1876,3256,3438,1477,1599,3334,,,
YLL042C,-1,1,2.860795093,2.795274106,1877,2477,2571,3180,1815,3064,,,
YLR268W,0,0,2.860538498,2.646208249,1878,1958,5388,632,222,586,,,
YCR012W,0,0,2.860323625,2.803091451,1879,2251,590,3647,2390,1486,,,
YER140W,-1,-1,2.859931005,2.310764065,1880,4643,5836,3278,4311,4066,,,
YCR028C,-1,-1,2.859311893,2.817934306,1881,5232,3675,4588,661,949,,,
YHR171W,-1,1,2.859126057,2.250752524,1882,1806,281,2120,1987,1416,,,
YOL065C,-1,-1,2.858934254,2.828294076,1883,809,438,1469,3258,3783,,,
YJR033C,-1,-1,2.858322406,2.710640544,1884,2527,1867,2572,4072,3043,,,
YNL119W,-1,-1,2.857107647,2.16535762,1885,3569,272,3279,1608,1343,,,
YMR034C,-1,-1,2.857065044,2.673962588,1886,2518,4343,4148,3362,2363,,,
YPL103C,-1,-1,2.856865666,2.725026795,1887,1159,4658,199,849,3901,,,
YFR007W,0,0,2.856608635,2.645144541,1888,1498,5760,923,1131,3630,,,
YLR037C,0,0,2.856261437,2.781070908,1889,1197,5070,3527,4171,3689,,,
YMR262W,0,0,2.855123447,2.530129493,1890,516,4451,3113,4593,2996,,,
YDR403W,-1,-1,2.854523071,2.591695885,1891,2506,3471,5224,5122,4568,,,
YLR004C,0,0,2.854315371,2.573636454,1892,4514,3361,4703,3862,3807,,,
YBR204C,-1,-1,2.853925178,2.018932092,1893,1407,4817,849,782,721,,,
YKL151C,0,0,2.852936242,1.470598531,1895,94,5909,3435,4901,3458,,,
YNL044W,0,0,2.852486323,2.776794092,1896,3072,3133,2577,1080,4311,,,
YGL004C,-1,-1,2.852337712,2.189857397,1897,930,828,1235,3024,2595,,,
YDR486C,0,-1,2.852114078,2.013634531,1898,1078,227,691,1315,1524,,,
YNL145W,-1,-1,2.851772404,2.546638985,1899,4416,3214,4443,5352,5432,,,
YGL136C,-1,-1,2.84957804,2.425907845,1900,2959,1082,1274,2115,2900,,,
YEL061C,-1,-1,2.848257106,2.657118657,1901,3767,2728,4428,780,817,,,
YLR104W,0,-1,2.848245174,2.472845156,1902,469,6047,571,1187,1508,,,
YPL095C,-1,-1,2.847808415,2.753884323,1903,1893,2993,2272,3029,2936,,,
YKL152C,0,0,2.846744024,2.632593145,1905,2437,3932,3157,1690,1466,,,
YDR534C,-1,-1,2.84575297,2.783849746,1906,3228,1962,4438,5441,5150,,,
YIL121W,0,-1,2.84439974,3.00362669,1907,1273,3622,4091,4953,2678,,,
YLR084C,-1,-1,2.844301498,2.610682159,1908,4525,2138,2872,5427,5588,,,
YBL009W,-1,-1,2.844203956,2.119936935,1909,2168,1907,2902,729,602,,,
YPR151C,0,0,2.843111625,2.065812448,1910,5210,2700,4822,5527,5187,,,
YBL076C,-1,-1,2.842991229,2.415106472,1911,3502,1904,4238,1079,945,,,
YOR256C,-1,-1,2.842826104,2.478787355,1912,2214,3679,693,2239,4429,,,
YLR237W,-1,-1,2.842727069,2.743608309,1913,3989,3310,3942,5502,5113,,,
YJR013W,-1,-1,2.841102445,2.56244599,1914,4736,2271,217,997,4420,,,
YDL149W,-1,1,2.840854716,2.701147696,1915,1139,1522,3967,4543,3977,,,
YLL040C,-1,1,2.838718166,2.823155395,1916,479,671,2825,5554,5499,,,
YBL091C-A,-1,-1,2.838585379,2.535365307,1917,3993,4494,5576,1243,537,,,
YKR059W,-1,-1,2.837719194,2.814299144,1918,3587,1437,5301,4105,2867,,,
YML068W,0,-1,2.836987815,2.487677554,1919,484,821,2175,3800,3798,,,
YNL339C,-1,-1,2.836216064,3.13985745,1920,2952,3552,4176,5196,4124,,,
YCL051W,-1,-1,2.835156682,2.718627345,1921,883,719,2756,2962,3521,,,
YLL056C,0,0,2.835010906,2.652619144,1922,181,2646,4617,4354,3698,,,
YGR085C,-1,-1,2.83454613,2.021135208,1923,2397,817,4567,2573,5234,,,
YMR325W,0,0,2.834460882,2.896648776,1924,246,6079,5103,5345,4901,,,
YNR006W,0,-1,2.833370248,1.973427636,1925,1779,3037,1567,5142,5454,,,
YPL003W,-1,0,2.832789734,2.265121847,1926,774,608,1897,4200,4741,,,
YER052C,0,0,2.832740286,3.033997428,1927,3616,3027,4323,4613,3176,,,
YDL069C,0,1,2.832364589,2.680100085,1928,2142,4755,2682,1308,1501,,,
YBR213W,-1,0,2.832074278,2.800933309,1929,1603,3719,4653,5350,4224,,,
YLR165C,-1,-1,2.831975189,2.554509777,1930,2458,1817,3207,3011,3359,,,
YIR014W,0,0,2.831548627,2.348156605,1931,820,4683,4702,795,560,,,
YMR155W,0,0,2.829743284,2.48427101,1932,391,5790,984,1438,866,,,
YPL081W,-1,-1,2.829701119,2.304906396,1933,3280,1455,3620,3726,5087,,,
YOR383C,-1,-1,2.827704707,3.145614153,1934,1453,3812,4297,5552,5152,,,
YCR011C,0,0,2.827571957,2.170812603,1935,1472,643,1433,4039,4544,,,
YPL237W,-1,-1,2.827522526,2.423578955,1936,2996,1724,3639,3518,5344,,,
YJR078W,0,0,2.826236421,2.571280905,1937,4629,3295,4607,5559,5020,,,
YJL132W,0,-1,2.824774228,2.068515945,1938,462,5423,1916,4170,2980,,,
YMR008C,-1,-1,2.822318304,2.498187617,1939,4267,2611,2899,2496,1493,,,
YCR008W,-1,-1,2.821481771,3.046225468,1940,4104,2523,1125,2386,3914,,,
YGR142W,-1,-1,2.821371755,2.530248085,1941,992,2969,4399,2130,1154,,,
YCR093W,-1,-1,2.821156914,2.368317155,1942,962,332,3107,4933,5497,,,
YOR389W,0,0,2.820965199,2.872799766,1943,3010,5293,3984,4765,4290,,,
YER056C-A,0,-1,2.820051147,2.386062639,1944,2957,861,5162,1672,5446,,,
YMR175W,-1,0,2.819179487,2.678407089,1945,3333,2647,5361,3463,1907,,,
YLR287C-A,0,-1,2.818970359,2.886537598,1946,4232,2802,5170,1448,1400,,,
YGL137W,-1,-1,2.81896125,2.658696484,1947,2897,1979,1479,4534,4590,,,
YOR155C,0,0,2.818916301,2.503790231,1948,2101,882,750,2447,2912,,,
YDR122W,-1,-1,2.818767083,1.850542286,1949,1592,321,2857,4724,3185,,,
YFL020C,0,0,2.817541806,2.709478429,1950,340,4987,4521,3478,3667,,,
YIL109C,0,0,2.817290398,2.912885025,1951,2316,1711,1486,2477,1819,,,
YKR088C,0,-1,2.816910582,2.165111155,1952,4034,2686,545,2104,5675,,,
YJL184W,-1,-1,2.815299493,2.721522309,1953,2556,2541,1476,2582,3918,,,
YGR184C,-1,-1,2.813723642,2.261466664,1954,4130,1750,2575,4344,4355,,,
YPR033C,-1,-1,2.812559136,2.20130117,1955,5443,286,2597,4793,5002,,,
YER184C,0,-1,2.812370951,2.599124232,1956,3500,4695,5171,3661,3673,,,
YCL018W,0,0,2.811132008,3.203708396,1957,2532,2977,4512,3092,3099,,,
YLR314C,-1,-1,2.810943717,2.291168929,1958,1305,1341,478,864,1183,,,
YNL295W,0,1,2.810834733,2.466353338,1959,138,5011,1481,2439,3348,,,
YLR216C,-1,-1,2.810518151,2.183906956,1960,3005,1119,1925,1029,1031,,,
YNR067C,0,0,2.810253558,2.36706234,1961,3987,1322,4206,2123,1212,,,
YLR060W,-1,-1,2.810041338,2.518198211,1962,3076,799,2300,4295,4068,,,
YGL003C,-1,-1,2.809620554,2.44908975,1963,1454,2885,2705,872,1160,,,
YJL046W,0,0,2.809202775,2.725514175,1964,761,5705,112,156,1017,,,
YIL146C,0,1,2.808609179,2.072674768,1965,4410,2692,4700,3779,3802,,,
YIL167W,0,0,2.806785157,2.635306328,1966,648,3255,4195,2291,2734,,,
YKL175W,-1,-1,2.806356695,2.563822871,1967,1728,3869,1120,3066,4152,,,
YOR264W,0,0,2.805837548,2.73939512,1968,2122,5001,1047,1145,1306,,,
YPR066W,-1,0,2.804907988,2.738366043,1969,2198,3075,2667,2594,2239,,,
YJL149W,-1,-1,2.803909122,2.184113821,1970,2409,5840,2760,3519,4160,,,
YAL018C,0,-1,2.803665405,3.065605302,1971,825,6076,5376,5513,4584,,,
YDR082W,0,0,2.802051888,2.228029978,1972,3775,1471,3276,4767,4477,,,
YPL259C,0,0,2.801791723,2.261824797,1973,892,2209,1001,2735,2417,,,
YDR516C,-1,-1,2.800951567,2.837286556,1974,1941,996,1515,3538,3444,,,
YOR223W,0,-1,2.800858301,2.612904595,1975,310,5708,3283,3993,3576,,,
YNL202W,-1,-1,2.800694495,2.832615675,1976,4327,1207,4672,2405,1450,,,
YKL212W,-1,-1,2.800594701,2.706659113,1977,4932,3798,2322,330,240,,,
YJR021C,-1,-1,2.80027894,2.521605988,1978,2006,3767,3342,4353,4073,,,
YGL142C,-1,-1,2.799927472,2.481912707,1979,4490,4014,1961,5124,5247,,,
YER011W,0,0,2.799714871,3.032760209,1980,3753,4017,4830,5475,5115,,,
YNR060W,-1,-1,2.798821793,2.663082496,1981,2859,3944,5033,3724,3675,,,
YOR149C,-1,-1,2.798327049,2.578906333,1982,4105,2698,2562,4762,4685,,,
YLR189C,-1,-1,2.797287631,2.349211345,1983,1228,865,1994,3220,2951,,,
YKL060C,0,0,2.797007079,2.939006577,1984,1395,2381,3582,2204,1511,,,
YBL032W,0,-1,2.796683348,2.327428372,1985,701,1728,1265,863,763,,,
YKL091C,-1,0,2.795790652,1.410199226,1986,169,4304,1869,3729,3261,,,
YFL054C,0,-1,2.795475633,2.532664373,1987,4360,1764,3607,1151,1023,,,
YGR288W,0,-1,2.794651629,2.560096134,1988,4738,4015,5075,3421,3549,,,
YGL258W,0,0,2.794633509,2.513326495,1989,843,5904,5050,3049,3095,,,
YFL034W,0,0,2.794439814,2.529875401,1990,464,5935,2864,706,800,,,
YJR160C,-1,-1,2.793011434,2.718397966,1991,2711,4036,5245,4991,4298,,,
YOR246C,0,-1,2.792856864,2.067585042,1992,3312,5813,1560,1913,1872,,,
YGL050W,-1,-1,2.792303543,2.563732476,1993,3957,4583,1776,3009,3361,,,
YLL009C,1,1,2.792071238,1.886094905,1994,215,6064,289,623,1042,,,
YCR104W,0,0,2.791398133,3.000653132,1995,193,5780,4557,4546,3829,,,
YDL180W,0,0,2.791384932,2.315343184,1996,3405,5639,1865,3211,3372,,,
YPL017C,-1,-1,2.791371658,2.414384155,1997,2603,4730,4799,5327,3325,,,
YDL133C-A,0,-1,2.789863751,3.108893854,1998,4399,2906,5588,3407,1960,,,
YLR147C,-1,-1,2.787746905,2.096965664,1999,3381,1597,1204,1097,1422,,,
YJL108C,-1,0,2.786923442,2.480916206,2000,4795,2904,5022,4919,4483,,,
YKL104C,0,-1,2.786196991,2.545515211,2001,1267,2985,1998,2932,2864,,,
YGR157W,-1,-1,2.785729295,2.59128225,2002,1317,1391,1445,2960,3740,,,
YDR107C,-1,-1,2.78374079,2.664439143,2003,2043,4464,3943,3292,3658,,,
YJL029C,-1,-1,2.783725741,2.405520458,2004,2449,773,764,1697,1783,,,
YBL017C,-1,1,2.782745526,2.809308848,2005,1922,3734,2841,1714,1004,,,
YJL049W,0,-1,2.781768167,2.457321186,2006,334,5539,3868,4809,5272,,,
YPR198W,0,0,2.781604656,2.777091637,2007,2038,2770,3111,3560,3394,,,
YJR059W,-1,-1,2.78150994,2.321432459,2008,619,421,896,2884,3863,,,
YMR244W,0,0,2.78091223,3.089503011,2009,513,4454,5496,1400,1318,,,
YJL206C,0,-1,2.780683646,2.778226941,2010,4025,5123,3436,3245,3113,,,
YDR216W,-1,-1,2.7806665,2.242116347,2011,1022,336,4057,2306,1436,,,
YGL022W,-1,-1,2.780351618,2.571360133,2012,3674,950,1256,3843,4797,,,
YNL331C,0,0,2.779780743,2.358750656,2013,2490,2158,859,3795,5425,,,
YHL028W,-1,-1,2.77920208,2.960808288,2014,4137,3158,4161,2997,1706,,,
YBR108W,0,-1,2.779059583,2.935241702,2015,300,4647,3034,303,653,,,
YGL126W,-1,-1,2.779024145,2.723497797,2016,5298,3516,3584,3765,3126,,,
YIL013C,-1,-1,2.778968218,2.806239355,2017,4368,3139,4962,3824,3806,,,
YDR169C,-1,-1,2.778113801,2.285017679,2018,1337,4424,1903,1159,803,,,
YLL018C,-1,-1,2.777676522,2.817190658,2019,1380,5145,2996,5505,4972,,,
YDR384C,0,-1,2.777280928,2.243960774,2020,3772,3434,5113,5735,5515,,,
YNL093W,-1,-1,2.77627366,2.482722681,2021,2961,4045,5330,4771,2670,,,
YNR032C-A,-1,-1,2.775234836,3.105378924,2022,3313,152,5573,3447,2797,,,
YKL126W,-1,-1,2.775083669,2.33052326,2023,1369,253,586,821,1066,,,
YKL062W,-1,-1,2.775063964,2.390185299,2024,1323,1114,2698,4891,4948,,,
YBR080C,-1,-1,2.773598328,2.733158329,2025,3958,2857,449,419,654,,,
YDR281C,-1,0,2.773537076,2.490060103,2026,3972,3281,5007,4742,5001,,,
YAL002W,-1,-1,2.773415758,2.603681924,2027,1614,2994,3466,4381,3035,,,
YDR127W,0,0,2.773229858,2.959134477,2028,1989,3501,3353,4093,2305,,,
YGL208W,-1,-1,2.772482709,2.204474625,2029,1861,1076,2147,1708,1358,,,
YDR057W,-1,-1,2.771174608,2.413370349,2030,3964,1253,1680,1158,826,,,
YNR074C,-1,-1,2.771001003,2.755498596,2031,2311,825,4360,4258,3693,,,
YCR089W,-1,-1,2.7705489,2.698560455,2032,4723,3873,5011,2145,1565,,,
YCL014W,-1,-1,2.769108015,2.640531027,2033,4950,1751,4166,5144,4103,,,
YFR030W,0,0,2.76845408,2.677883697,2034,1939,3179,3463,4728,2393,,,
YOR154W,0,-1,2.768180366,2.372282279,2035,2250,4770,3735,5223,4573,,,
YJL153C,-1,-1,2.766068559,2.26189965,2036,2252,2367,4629,5112,4646,,,
YHR031C,1,1,2.765519853,1.856788106,2037,1481,7,2703,1838,1254,,,
YNL302C,-1,-1,2.764009991,2.715332992,2038,1743,404,4496,2758,5470,,,
YKL034W,-1,-1,2.763934285,2.492664669,2039,1479,901,1036,3951,4046,,,
YNR013C,-1,-1,2.763601427,2.500700636,2040,4997,3704,2073,4227,4175,,,
YBR265W,-1,-1,2.762108783,2.22664518,2041,3168,1653,1517,817,666,,,
YDR023W,-1,-1,2.76186999,2.558556233,2042,2077,1355,3652,3319,3538,,,
YOL107W,0,0,2.760261652,2.777011613,2043,1090,5564,3088,5566,5686,,,
YDR027C,-1,-1,2.759658784,2.70695022,2044,3652,3019,1535,3698,3042,,,
YHR204W,-1,-1,2.759589389,2.392746418,2045,4771,1918,4103,4636,2837,,,
YBR193C,-1,-1,2.759525663,2.574250116,2046,3017,2774,1349,1382,707,,,
YLR070C,0,0,2.759178342,2.200768782,2048,1351,2406,3773,1982,1359,,,
YOR027W,-1,1,2.758617135,2.167493973,2049,2056,705,2354,1942,1394,,,
YBR181C,-1,-1,2.758391965,2.462397514,2050,4317,2935,5393,3316,5620,,,
YLR081W,-1,-1,2.75810607,2.948486859,2051,2259,3339,5125,5717,5559,,,
YER065C,-1,-1,2.75765209,2.575161562,2052,4219,2142,3814,3905,2973,,,
YOR075W,0,0,2.756246228,2.619086162,2053,3623,3204,1293,4435,5623,,,
YBR243C,-1,-1,2.754412401,2.782778348,2054,2182,1184,941,601,873,,,
YHL016C,-1,-1,2.753756465,2.383653597,2055,1722,2817,4731,5519,5153,,,
YDL230W,-1,-1,2.753469932,2.546985313,2056,1822,1468,1014,1455,2115,,,
YOL138C,0,0,2.753162552,2.447716076,2057,5366,1544,2051,803,1144,,,
YDR500C,0,-1,2.75285647,2.190925517,2058,3553,1927,4527,3369,5447,,,
YGL170C,-1,-1,2.752740328,2.515675726,2059,4821,3107,5491,5227,4631,,,
YHL007C,-1,-1,2.751332255,2.657623435,2060,5215,3392,2485,5448,5368,,,
YIL078W,-1,-1,2.750699804,2.722330386,2061,3774,1668,4643,5014,4314,,,
YER019W,-1,-1,2.750225396,2.794211809,2062,3271,3362,3377,851,1139,,,
YOL062C,0,-1,2.749725841,2.309320123,2063,1907,116,46,762,4843,,,
YBR295W,-1,-1,2.748966804,2.523560046,2064,4300,4009,4800,3777,3800,,,
YKL067W,0,-1,2.748822658,1.872141586,2065,410,135,264,841,2882,,,
YJR129C,-1,0,2.747978452,2.369282655,2066,4793,5266,4781,4605,3149,,,
YGL173C,-1,-1,2.746188697,2.37980471,2067,1854,366,1178,3597,4718,,,
YBL027W,0,-1,2.744682874,2.188659579,2068,2340,579,4724,1398,895,,,
YPR138C,0,-1,2.74445369,2.507955194,2069,2211,2898,1818,4406,2693,,,
YBR129C,-1,-1,2.744036075,2.529984459,2070,1633,1647,1020,495,795,,,
YGR199W,-1,-1,2.743864222,2.464114506,2071,2307,1541,172,814,3056,,,
YJL100W,-1,-1,2.743334325,2.833244453,2072,703,717,991,2501,4026,,,
YIL162W,0,0,2.740823599,3.034690915,2073,1399,2191,1591,5256,5626,,,
YLR291C,-1,-1,2.739884041,2.599481988,2074,4361,1624,1463,3485,3473,,,
YBR208C,0,0,2.739820528,2.538735335,2075,3356,3549,4602,5086,3302,,,
YDR058C,-1,-1,2.739617572,2.327318213,2076,2155,2965,1289,3464,2958,,,
YDR142C,-1,-1,2.739499868,2.527129426,2077,3132,3406,2167,2072,1529,,,
YHR109W,0,0,2.739395721,2.619110748,2078,3009,2216,2570,1074,1441,,,
YER020W,-1,-1,2.73939168,2.492150305,2079,826,1313,3459,4678,2413,,,
