Gene,Original Label,Modern Label,Confidence,Background Confidence,AG Rank,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,ST Diff,SPELL Diff,MEFIT Diff,bioPIXIE Diff,,
YDL149W,-1,1,2.0800493,1.344051233,1139,1522,3967,4543,3977,-383,-2828,-3404,-2838,,
YML042W,-1,-1,2.079821423,1.275638483,1140,584,3249,5233,4095,556,-2109,-4093,-2955,,
YBR189W,-1,-1,2.078937894,1.379126988,1141,1084,4886,2869,5726,57,-3745,-1728,-4585,,
YDR333C,0,-1,2.078547145,1.668454894,1142,4480,3395,4486,2199,-3338,-2253,-3344,-1057,,
YBR273C,-1,-1,2.0782731,1.148609685,1143,1047,622,826,788,96,521,317,355,,
YGL011C,-1,-1,2.078155959,1.32887259,1144,580,418,1359,3631,564,726,-215,-2487,,
YIL148W,-1,-1,2.077102595,1.401627146,1145,1543,4945,3912,5295,-398,-3800,-2767,-4150,,
YOR179C,-1,-1,2.076576966,1.351179218,1146,1105,1743,2474,3513,41,-597,-1328,-2367,,
YGR078C,-1,-1,2.07608882,1.65845182,1147,1398,2104,503,652,-251,-957,644,495,,
YNL229C,-1,-1,2.07602326,1.588493626,1148,2722,136,1100,3485,-1574,1012,48,-2337,,
YDR440W,-1,-1,2.075669619,1.699590164,1149,2479,4547,5390,4583,-1330,-3398,-4241,-3434,,
YDL072C,-1,-1,2.07520335,0.963724794,1150,4820,1972,1377,1222,-3670,-822,-227,-72,,
YMR166C,-1,-1,2.075113897,1.475071233,1151,384,787,365,164,767,364,786,987,,
YIR021W,-1,1,2.074894116,1.376158139,1152,269,132,181,178,883,1020,971,974,,
YER074W,-1,-1,2.074381631,1.368646875,1153,790,4859,3684,5086,363,-3706,-2531,-3933,,
YOL126C,-1,-1,2.073811526,1.029082857,1154,1828,3108,974,883,-674,-1954,180,271,,
YGR214W,-1,-1,2.073496714,1.456077482,1155,1089,5012,4871,5758,66,-3857,-3716,-4603,,
YOL076W,1,1,2.073029257,1.418774324,1156,35,2806,148,38,1121,-1650,1008,1118,,
YOR357C,-1,-1,2.072144255,1.411409553,1157,1523,701,492,910,-366,456,665,247,,
YLL055W,-1,-1,2.07184155,1.552527624,1158,5949,4248,4135,3413,-4791,-3090,-2977,-2255,,
YPL103C,-1,-1,2.07150486,1.448214658,1159,4658,199,849,3901,-3499,960,310,-2742,,
YDR229W,-1,-1,2.071484654,0.9438208,1160,415,933,2907,5166,745,227,-1747,-4006,,
YGL141W,-1,-1,2.070416281,1.536051339,1161,1411,4282,3081,2251,-250,-3121,-1920,-1090,,
YGL189C,-1,-1,2.070030104,1.740032754,1162,2756,4828,2902,5167,-1594,-3666,-1740,-4005,,
YOR350C,0,-1,2.069999321,1.617635049,1163,4980,2948,827,329,-3817,-1785,336,834,,
YPL046C,-1,-1,2.067379546,1.39260648,1164,1715,2444,1963,2026,-551,-1280,-799,-862,,
YPR027C,0,-1,2.067101529,1.526181164,1165,4277,4137,3107,2783,-3112,-2972,-1942,-1618,,
YPR183W,-1,-1,2.066550468,1.489988063,1166,4576,1839,606,741,-3410,-673,560,425,,
YNL334C,0,-1,2.065932362,1.775209862,1167,4046,3391,3603,3937,-2879,-2224,-2436,-2770,,
YER042W,-1,-1,2.06581163,1.427168164,1168,3581,3061,1543,4778,-2413,-1893,-375,-3610,,
YCL055W,-1,-1,2.065151636,1.520530203,1169,3811,2817,5457,5526,-2642,-1648,-4288,-4357,,
YLR133W,-1,-1,2.064850781,1.327525158,1170,294,803,2553,4710,876,367,-1383,-3540,,
YMR235C,-1,-1,2.064579306,1.374733991,1171,1752,1602,2276,3298,-581,-431,-1105,-2127,,
YKL103C,-1,-1,2.064427224,1.235510046,1172,540,2863,3584,2087,632,-1691,-2412,-915,,
YGL121C,-1,-1,2.063793925,1.372419222,1173,2685,4490,5585,5361,-1512,-3317,-4412,-4188,,
YOR347C,-1,-1,2.062358682,1.390874996,1174,1641,1845,3260,1709,-467,-671,-2086,-535,,
YLR019W,-1,-1,2.062009309,1.513827889,1175,2981,1966,3702,4036,-1806,-791,-2527,-2861,,
YMR095C,0,-1,2.061809029,1.93103868,1176,3759,5392,1677,1418,-2583,-4216,-501,-242,,
YBR128C,-1,-1,2.060917606,1.325929744,1177,1666,4299,4116,4054,-489,-3122,-2939,-2877,,
YGL066W,0,-1,2.060777813,1.695103468,1178,3736,3273,5531,5570,-2558,-2095,-4353,-4392,,
YBR212W,1,1,2.060624929,1.363659842,1179,22,3062,1581,1392,1157,-1883,-402,-213,,
YKL056C,-1,-1,2.059660361,1.261893294,1180,2907,4362,1550,1794,-1727,-3182,-370,-614,,
YGL190C,-1,-1,2.059272924,1.617745577,1181,3491,1270,4249,4800,-2310,-89,-3068,-3619,,
YBL080C,-1,-1,2.059143345,1.131142414,1182,5,2922,444,406,1177,-1740,738,776,,
YDL142C,1,1,2.058754758,0.999720395,1183,69,781,1376,1232,1114,402,-193,-49,,
YMR081C,-1,-1,2.058539645,1.286132648,1184,534,4418,5351,5498,650,-3234,-4167,-4314,,
YHL047C,-1,-1,2.058120666,1.547522586,1185,2539,5212,5486,5063,-1354,-4027,-4301,-3878,,
YKL058W,-1,-1,2.057591616,1.304244915,1186,1856,561,479,1041,-670,625,707,145,,
YGR023W,-1,-1,2.057241105,1.271455099,1187,750,3413,4404,3971,437,-2226,-3217,-2784,,
YLR414C,-1,-1,2.056878663,1.675105314,1188,4664,3949,5647,5225,-3476,-2761,-4459,-4037,,
YLR063W,0,-1,2.055899578,1.725401345,1189,5616,5054,3958,2652,-4427,-3865,-2769,-1463,,
YJR095W,-1,-1,2.055352858,1.517578442,1190,4035,4998,1487,1386,-2845,-3808,-297,-196,,
YIL151C,0,-1,2.054698726,1.664676578,1191,5797,4196,2983,3229,-4606,-3005,-1792,-2038,,
YGR021W,0,0,2.053960203,1.655726015,1192,5643,620,251,232,-4451,572,941,960,,
YKL142W,0,0,2.05340326,1.606010133,1193,5552,1689,1688,1761,-4359,-496,-495,-568,,
YDR460W,-1,-1,2.05226257,1.594082667,1194,1415,1505,3059,3779,-221,-311,-1865,-2585,,
YBR220C,0,-1,2.051810975,1.730837576,1195,5610,2924,693,566,-4415,-1729,502,629,,
YHR027C,-1,-1,2.051283721,1.549142291,1196,659,1580,4468,5400,537,-384,-3272,-4204,,
YLR037C,-1,-1,2.05044955,1.592335963,1197,5070,3527,4171,3689,-3873,-2330,-2974,-2492,,
YDL061C,-1,-1,2.049739373,1.3525291,1198,3162,4904,2316,5468,-1964,-3706,-1118,-4270,,
YBR143C,0,-1,2.049675227,1.554854894,1199,1420,4182,605,717,-221,-2983,594,482,,
YDL078C,-1,-1,2.049372503,1.242854327,1200,527,131,1101,3755,673,1069,99,-2555,,
YMR170C,-1,-1,2.047970029,1.299577783,1201,189,4001,5497,4906,1012,-2800,-4296,-3705,,
YDL044C,-1,-1,2.04789828,1.197616995,1202,2199,1044,636,436,-997,158,566,766,,
YGR124W,-1,-1,2.047259087,1.484201444,1203,2880,2720,4729,3016,-1677,-1517,-3526,-1813,,
YNL125C,-1,-1,2.045861308,1.42256342,1204,501,1957,4319,4177,703,-753,-3115,-2973,,
YKL042W,-1,-1,2.045817837,1.343965523,1205,846,3530,4286,4452,359,-2325,-3081,-3247,,
YJL193W,0,-1,2.04532943,1.660196213,1206,4333,1756,4283,5175,-3127,-550,-3077,-3969,,
YCR024C-A,-1,-1,2.045114852,1.480166939,1207,3756,4240,3327,2195,-2549,-3033,-2120,-988,,
YLR352W,-1,-1,2.04399866,1.607385831,1208,5662,1200,976,754,-4454,8,232,454,,
YHR005C-A,1,1,2.043329446,1.080670281,1209,797,4980,143,52,412,-3771,1066,1157,,
YGL075C,0,-1,2.043324025,1.651172139,1210,3108,4969,3271,3377,-1898,-3759,-2061,-2167,,
YDR393W,1,1,2.042877253,1.299766873,1211,13,1380,440,1032,1198,-169,771,179,,
YML073C,-1,-1,2.041582029,1.415716353,1212,1813,5144,4247,5657,-601,-3932,-3035,-4445,,
YGR020C,-1,-1,2.040383693,1.383862565,1213,504,2646,3008,2291,709,-1433,-1795,-1078,,
YOR289W,0,0,2.04003164,1.672570039,1214,5369,2543,4467,4188,-4155,-1329,-3253,-2974,,
YML004C,-1,-1,2.039037174,1.131763791,1215,290,1005,2388,2736,925,210,-1173,-1521,,
YIL004C,-1,-1,2.038955603,1.519448562,1216,1233,913,843,2841,-17,303,373,-1625,,
YDL066W,-1,-1,2.038535061,1.394745405,1217,2650,755,1154,685,-1433,462,63,532,,
YDR043C,-1,-1,2.037960574,1.214779204,1218,1103,4402,4990,3294,115,-3184,-3772,-2076,,
YJR122W,0,0,2.03750307,1.70838941,1219,4490,42,73,176,-3271,1177,1146,1043,,
YPL123C,-1,-1,2.037242358,0.955947374,1220,405,2737,5004,3714,815,-1517,-3784,-2494,,
YHL044W,-1,-1,2.037021855,1.4306856,1221,4390,4546,3167,3369,-3169,-3325,-1946,-2148,,
YGR098C,-1,-1,2.036916786,1.512987026,1222,1469,3362,4559,3706,-247,-2140,-3337,-2484,,
YHR176W,-1,-1,2.036868904,1.132176968,1223,2248,1992,2915,3519,-1025,-769,-1692,-2296,,
YLR219W,-1,-1,2.03686437,1.178313347,1224,420,1973,3701,1990,804,-749,-2477,-766,,
YGR223C,-1,1,2.036726513,1.21208304,1225,4805,1708,3883,4351,-3580,-483,-2658,-3126,,
YMR114C,-1,-1,2.036624294,1.267316458,1226,4377,2178,2502,2346,-3151,-952,-1276,-1120,,
YLR189C,-1,-1,2.036592574,1.29198206,1228,865,1994,3220,2951,363,-766,-1992,-1723,,
YDR174W,-1,-1,2.036508124,1.375732191,1229,881,980,2139,2843,348,249,-910,-1614,,
YJR143C,-1,-1,2.035396814,1.411428588,1230,733,2905,4748,4748,497,-1675,-3518,-3518,,
YCR032W,0,-1,2.035329153,1.575091859,1231,2280,4163,4512,4460,-1049,-2932,-3281,-3229,,
YJR065C,1,-1,2.034980964,1.23954831,1232,127,625,59,6,1105,607,1173,1226,,
YBR077C,-1,-1,2.034535098,1.199308189,1233,570,1405,956,976,663,-172,277,257,,
YKL129C,-1,-1,2.034429241,1.323820377,1234,5881,2217,5,20,-4647,-983,1229,1214,,
YDR130C,-1,-1,2.033262672,1.396213509,1235,2166,2145,2385,2037,-931,-910,-1150,-802,,
YDL097C,-1,-1,2.033153343,1.134417308,1236,772,513,1460,3493,464,723,-224,-2257,,
YPR131C,1,1,2.03258803,1.492160885,1237,39,527,269,282,1198,710,968,955,,
YDR067C,-1,-1,2.032350101,1.242065208,1238,5410,1898,712,727,-4172,-660,526,511,,
YDR196C,-1,-1,2.032265714,1.250096341,1239,474,596,856,1193,765,643,383,46,,
YOR089C,-1,-1,2.030435454,1.508701295,1240,244,1215,1651,1569,996,25,-411,-329,,
YPL106C,-1,-1,2.029387747,1.675414147,1241,2370,2998,2745,2002,-1129,-1757,-1504,-761,,
YJL158C,-1,-1,2.02783643,1.374351458,1242,2390,2693,3845,3950,-1148,-1451,-2603,-2708,,
YDR512C,-1,1,2.027651511,1.028572227,1243,315,210,443,1432,928,1033,800,-189,,
YLR090W,-1,1,2.026597073,1.207980302,1244,845,102,362,359,399,1142,882,885,,
YDR409W,-1,-1,2.025751944,1.804199622,1245,3372,4234,4511,4361,-2127,-2989,-3266,-3116,,
YFR010W,-1,-1,2.024140959,1.521073842,1246,3469,1222,3385,4707,-2223,24,-2139,-3461,,
YKL218C,-1,-1,2.023727426,1.369073473,1247,3588,2978,4204,4106,-2341,-1731,-2957,-2859,,
YBR132C,-1,-1,2.023224993,1.070151132,1248,1382,3510,3673,3257,-134,-2262,-2425,-2009,,
YHL031C,-1,-1,2.023131183,1.18845018,1249,1577,1530,2324,5034,-328,-281,-1075,-3785,,
YDR182W,-1,-1,2.020667558,1.40953437,1250,912,500,2141,4929,338,750,-891,-3679,,
YDL052C,-1,-1,2.020242036,1.376941253,1251,744,481,1363,4014,507,770,-112,-2763,,
YOR202W,-1,-1,2.020171774,1.488647616,1252,3900,3580,3662,3995,-2648,-2328,-2410,-2743,,
YGL059W,-1,1,2.019896808,1.16886171,1253,4669,3599,675,497,-3416,-2346,578,756,,
YLR083C,-1,-1,2.019746291,1.231467409,1254,4299,3743,4764,2309,-3045,-2489,-3510,-1055,,
YOR043W,-1,1,2.019566951,1.097533441,1255,1553,593,875,1140,-298,662,380,115,,
YCL032W,-1,-1,2.018906589,1.44905317,1256,768,1483,3334,3443,488,-227,-2078,-2187,,
YPR026W,-1,-1,2.018417374,1.075138165,1257,1107,3403,5002,3295,150,-2146,-3745,-2038,,
YCR021C,-1,-1,2.0183899,1.503461537,1258,3459,5257,2135,1758,-2201,-3999,-877,-500,,
YDL088C,0,-1,2.018255731,1.414617732,1259,1946,771,1189,1007,-687,488,70,252,,
YDR104C,-1,-1,2.018221064,1.347448976,1260,2136,3461,2844,1507,-876,-2201,-1584,-247,,
YGL259W,-1,-1,2.018162106,1.295762787,1261,4270,5174,4860,4089,-3009,-3913,-3599,-2828,,
YMR210W,-1,-1,2.018026193,1.209380336,1262,287,272,1228,4423,975,990,34,-3161,,
YLR149C,0,0,2.01801017,1.620814637,1263,5691,3585,4848,3291,-4428,-2322,-3585,-2028,,
YGL031C,-1,-1,2.01787234,1.460271656,1264,2391,4944,3225,5664,-1127,-3680,-1961,-4400,,
YBR163W,0,1,2.017202937,1.710721797,1265,4523,1456,520,200,-3258,-191,745,1065,,
YBR007C,0,-1,2.016929423,1.721631233,1266,4910,1807,476,378,-3644,-541,790,888,,
YKL104C,0,-1,2.016794493,1.719816012,1267,2985,1998,2932,2864,-1718,-731,-1665,-1597,,
YHR151C,0,-1,2.016261709,1.744513908,1268,4278,3258,2363,3072,-3010,-1990,-1095,-1804,,
YER071C,-1,-1,2.01564702,1.66417608,1269,4439,2334,753,1489,-3170,-1065,516,-220,,
YBL099W,-1,-1,2.015605184,1.394906676,1270,5026,661,552,367,-3756,609,718,903,,
YER095W,-1,1,2.014649751,1.338083008,1271,3806,2125,1061,709,-2535,-854,210,562,,
YEL042W,-1,-1,2.014459313,1.295607017,1272,1584,2459,1814,1762,-312,-1187,-542,-490,,
YIL121W,-1,-1,2.01368643,1.394976102,1273,3622,4091,4953,2678,-2349,-2818,-3680,-1405,,
YOR243C,-1,-1,2.013318205,1.023196239,1274,193,3848,5425,5015,1081,-2574,-4151,-3741,,
YGR233C,0,-1,2.01331459,1.541300114,1275,3463,3015,4941,4753,-2188,-1740,-3666,-3478,,
YER022W,-1,-1,2.012494893,1.2989863,1276,679,2007,3742,3324,597,-731,-2466,-2048,,
YAR033W,-1,-1,2.011869825,1.758427757,1277,3240,2392,2270,2230,-1963,-1115,-993,-953,,
YMR200W,-1,-1,2.011779019,1.173077077,1278,1006,575,1897,1743,272,703,-619,-465,,
YCR097W,-1,-1,2.011762188,1.314247995,1279,1763,5070,3537,3389,-484,-3791,-2258,-2110,,
YOL063C,0,-1,2.011634045,1.385161157,1280,1659,1342,1959,3642,-379,-62,-679,-2362,,
YHR127W,0,-1,2.011386259,1.520306899,1281,4740,2116,3476,3317,-3459,-835,-2195,-2036,,
YOR054C,-1,-1,2.011350374,1.137030829,1282,578,2049,2308,1530,704,-767,-1026,-248,,
YOR394W,0,-1,2.011105092,1.611005848,1283,5622,4574,4219,4060,-4339,-3291,-2936,-2777,,
YIL138C,1,1,2.008624934,1.425732509,1284,47,1967,562,491,1237,-683,722,793,,
YOR267C,-1,-1,2.008323475,1.309727041,1285,2054,2205,5136,4656,-769,-920,-3851,-3371,,
YOR354C,-1,-1,2.007535407,1.317289746,1286,93,56,29,193,1193,1230,1257,1093,,
YJR141W,0,-1,2.007112214,1.523927136,1287,2354,3490,4154,4447,-1067,-2203,-2867,-3160,,
YDL008W,-1,-1,2.007029202,1.442985062,1288,1134,364,447,1018,154,924,841,270,,
YNL136W,-1,-1,2.006290002,1.488839201,1289,1735,2018,5158,5639,-446,-729,-3869,-4350,,
YBL089W,-1,-1,2.005428175,1.123598799,1290,1027,2059,1152,536,263,-769,138,754,,
YLR190W,1,1,2.005287535,1.39262957,1291,3197,2361,946,960,-1906,-1070,345,331,,
YHR028C,-1,-1,2.004653193,1.33689142,1292,515,2441,2440,1600,777,-1149,-1148,-308,,
YFR031C-A,-1,-1,2.004372487,1.434076948,1293,303,5197,5432,5732,990,-3904,-4139,-4439,,
YPL063W,1,1,2.004030661,1.485533184,1294,4851,313,144,72,-3557,981,1150,1222,,
YDL123W,-1,-1,2.004030255,1.693337142,1295,4912,4507,4430,4272,-3617,-3212,-3135,-2977,,
YIL042C,-1,1,2.002238936,1.484662187,1296,2463,2198,569,457,-1167,-902,727,839,,
YDR530C,-1,-1,2.000959782,1.009760208,1297,735,2466,3161,2051,562,-1169,-1864,-754,,
YPR063C,-1,-1,2.000516217,1.472367219,1298,4615,1160,2008,4019,-3317,138,-710,-2721,,
YKL061W,-1,-1,2.000147233,1.353160301,1299,5206,1434,2817,4790,-3907,-135,-1518,-3491,,
YGR266W,-1,-1,1.999351978,1.580792203,1300,5219,1490,602,578,-3919,-190,698,722,,
YPR025C,-1,-1,1.998980369,1.352051833,1301,660,857,1036,627,641,444,265,674,,
YLR344W,-1,-1,1.998903381,1.409912653,1302,981,4966,3126,5493,321,-3664,-1824,-4191,,
YMR291W,-1,-1,1.998463072,1.287910162,1303,5954,3919,5594,5222,-4651,-2616,-4291,-3919,,
YOR020C,-1,1,1.998179526,1.318008816,1304,980,619,571,1265,324,685,733,39,,
YLR314C,-1,-1,1.998056699,1.18694628,1305,1341,478,864,1183,-36,827,441,122,,
YMR029C,-1,-1,1.998041238,1.283826992,1306,271,183,809,2287,1035,1123,497,-981,,
YLR109W,-1,-1,1.997595651,1.59061116,1307,1159,3916,1881,1272,148,-2609,-574,35,,
YAL061W,-1,-1,1.997486758,1.039175386,1308,5034,4016,5695,5608,-3726,-2708,-4387,-4300,,
YNL247W,-1,-1,1.996705208,1.174279619,1309,711,2512,3743,2293,598,-1203,-2434,-984,,
YOL119C,-1,-1,1.995291441,1.511118674,1310,2511,3901,3811,1658,-1201,-2591,-2501,-348,,
YOR372C,-1,-1,1.994463279,1.518773309,1311,2902,1320,2345,2233,-1591,-9,-1034,-922,,
YLR026C,-1,-1,1.992818553,1.522741683,1312,3309,540,1971,3470,-1997,772,-659,-2158,,
YOR220W,0,0,1.99237049,1.646908002,1313,5987,3706,3488,2263,-4674,-2393,-2175,-950,,
YHR216W,-1,-1,1.99235464,1.415994773,1314,2422,4302,4390,2294,-1108,-2988,-3076,-980,,
YOL127W,-1,-1,1.991775557,1.355016664,1315,2096,4975,1768,5392,-781,-3660,-453,-4077,,
YKL213C,-1,-1,1.99130801,1.604336727,1316,476,559,810,977,840,757,506,339,,
YGR157W,-1,-1,1.991199369,1.315180224,1317,1391,1445,2960,3740,-74,-128,-1643,-2423,,
YFL021W,-1,-1,1.990200818,1.363160073,1318,2567,3609,5240,4897,-1249,-2291,-3922,-3579,,
YDR226W,-1,-1,1.990124553,1.243443378,1319,602,1814,1405,2707,717,-495,-86,-1388,,
YBR169C,-1,-1,1.989719643,1.156765708,1320,130,4069,4133,1791,1190,-2749,-2813,-471,,
YHR039C-A,-1,-1,1.989710193,1.551834151,1321,345,5584,1660,1229,976,-4263,-339,92,,
YPR003C,-1,-1,1.989684722,1.188945829,1322,4778,2648,2030,1417,-3456,-1326,-708,-95,,
YKL062W,-1,-1,1.989302456,1.271900731,1323,1114,2698,4891,4948,209,-1375,-3568,-3625,,
YLR388W,-1,-1,1.987281037,1.131247025,1324,1986,4351,2269,5233,-662,-3027,-945,-3909,,
YMR138W,0,-1,1.987219138,1.607411315,1325,1401,2997,1824,1567,-76,-1672,-499,-242,,
YLR220W,-1,-1,1.986912624,1.509492391,1326,2521,457,1195,1059,-1195,869,131,267,,
YOL163W,0,-1,1.98689854,1.830524819,1327,3613,5412,5764,5388,-2286,-4085,-4437,-4061,,
YBR022W,-1,-1,1.986748408,1.343655521,1328,5075,516,276,314,-3747,812,1052,1014,,
YER044C,-1,-1,1.986324093,1.365844249,1329,1815,758,318,405,-486,571,1011,924,,
YLR238W,-1,-1,1.985726104,1.250503323,1330,675,1350,3004,3922,655,-20,-1674,-2592,,
YKR067W,-1,-1,1.985658014,1.175481178,1331,209,1498,4067,4739,1122,-167,-2736,-3408,,
YLR142W,-1,-1,1.985201169,1.095581652,1332,585,4480,3160,1736,747,-3148,-1828,-404,,
YGR281W,-1,-1,1.985064361,1.229790933,1333,1290,2311,4902,4007,43,-978,-3569,-2674,,
YDR517W,-1,-1,1.984521901,1.454269249,1334,1844,2152,1888,1454,-510,-818,-554,-120,,
YNR043W,-1,-1,1.983854129,1.361320504,1335,388,1574,694,579,947,-239,641,756,,
YGR197C,0,-1,1.983125381,1.303660893,1336,2951,3896,4271,3694,-1615,-2560,-2935,-2358,,
YDR169C,-1,-1,1.982916196,1.128219618,1337,4424,1903,1159,803,-3087,-566,178,534,,
YMR010W,0,-1,1.982360257,1.605100504,1338,2709,1646,3755,2172,-1371,-308,-2417,-834,,
YHR091C,-1,-1,1.982321989,1.356730898,1339,5121,105,155,1686,-3782,1234,1184,-347,,
YHR202W,-1,-1,1.982147833,1.178689385,1340,4652,2083,3891,3951,-3312,-743,-2551,-2611,,
YLR244C,-1,-1,1.981871134,1.424017357,1341,1365,2515,4076,2829,-24,-1174,-2735,-1488,,
YPL070W,0,-1,1.980957423,1.336624101,1342,1174,2634,3987,2654,168,-1292,-2645,-1312,,
YGR248W,0,0,1.978975207,1.591986098,1343,975,4409,5435,5335,368,-3066,-4092,-3992,,
YBR219C,0,-1,1.978896716,1.429399377,1344,5186,1718,1017,572,-3842,-374,327,772,,
YMR087W,-1,-1,1.976217173,1.226583569,1345,1948,1496,4034,4610,-603,-151,-2689,-3265,,
YBR029C,-1,-1,1.975162434,1.36905011,1346,2691,607,588,1143,-1345,739,758,203,,
YPL152W,-1,-1,1.974527933,1.040135083,1347,487,1651,3484,3866,860,-304,-2137,-2519,,
YLR292C,-1,-1,1.97422887,1.333888248,1348,3403,2185,1722,2870,-2055,-837,-374,-1522,,
YML081C-A,-1,1,1.973981345,1.218022179,1349,5215,5552,1733,919,-3866,-4203,-384,430,,
YHR037W,-1,-1,1.9732733,1.05080245,1350,802,462,639,467,548,888,711,883,,
YLR070C,-1,-1,1.972902846,1.219797425,1351,2406,3773,1982,1359,-1055,-2422,-631,-8,,
YJR123W,-1,-1,1.971701921,1.362573936,1352,1935,4631,4368,5676,-583,-3279,-3016,-4324,,
YLR421C,-1,-1,1.97154023,1.314053591,1353,1879,1859,1015,886,-526,-506,338,467,,
YBL064C,-1,-1,1.971235038,1.091160255,1354,99,2846,2155,1670,1255,-1492,-801,-316,,
YNL263C,-1,-1,1.971160454,1.457709132,1355,2300,321,1791,4588,-945,1034,-436,-3233,,
YJL141C,-1,-1,1.970799188,1.002300305,1356,162,2462,4131,1968,1194,-1106,-2775,-612,,
YER031C,-1,-1,1.969038433,1.338701328,1357,595,474,1598,4984,762,883,-241,-3627,,
YPR075C,-1,-1,1.968829035,1.183395849,1358,682,1015,2087,4242,676,343,-729,-2884,,
YAR035W,-1,-1,1.968523627,1.345683194,1359,4058,4151,3380,2613,-2699,-2792,-2021,-1254,,
YGR254W,-1,-1,1.967978081,1.710367103,1360,3705,3760,2538,1340,-2345,-2400,-1178,20,,
YHR067W,-1,-1,1.967742769,1.450495265,1361,1619,3242,1512,900,-258,-1881,-151,461,,
YBR168W,-1,-1,1.967605915,1.414017072,1362,3746,2071,884,878,-2384,-709,478,484,,
YCL057W,-1,-1,1.967340557,1.193230221,1363,4905,320,1335,2215,-3542,1043,28,-852,,
YIL053W,-1,-1,1.967179507,1.511480313,1364,844,4692,5232,4520,520,-3328,-3868,-3156,,
YGR111W,0,0,1.966981434,1.563863857,1365,201,299,1089,2211,1164,1066,276,-846,,
YDL098C,-1,-1,1.96694472,1.542670678,1366,2352,2743,2458,3645,-986,-1377,-1092,-2279,,
YHL032C,-1,-1,1.966408914,1.205362869,1367,1239,1887,957,470,128,-520,410,897,,
YJL146W,0,-1,1.966220885,1.46514756,1368,2079,1185,1790,1937,-711,183,-422,-569,,
YKL126W,-1,-1,1.966142856,1.245279751,1369,253,586,821,1066,1116,783,548,303,,
YDR377W,-1,-1,1.966047268,1.259772936,1370,5132,613,581,1037,-3762,757,789,333,,
YML127W,-1,-1,1.965963689,1.445984345,1371,1490,565,2063,4600,-119,806,-692,-3229,,
YKR082W,0,-1,1.965787165,1.486063436,1372,1106,1982,685,813,266,-610,687,559,,
YDR343C,-1,-1,1.965055922,1.186283012,1373,1055,4164,4929,5682,318,-2791,-3556,-4309,,
YML131W,-1,-1,1.964793064,0.92523479,1374,775,3769,4479,3011,599,-2395,-3105,-1637,,
YDR166C,-1,-1,1.963687578,1.293998559,1375,3062,2435,3609,3994,-1687,-1060,-2234,-2619,,
YER030W,-1,-1,1.963536603,1.427944432,1376,1898,1768,894,3753,-522,-392,482,-2377,,
YFR006W,-1,-1,1.962693151,1.198576629,1377,4414,395,1144,2013,-3037,982,233,-636,,
YDR476C,-1,-1,1.962658365,1.325971051,1378,5798,3243,3557,3396,-4420,-1865,-2179,-2018,,
YKL021C,-1,-1,1.962019053,1.299116089,1379,1323,3908,5043,3479,56,-2529,-3664,-2100,,
YLL018C,-1,-1,1.961350246,1.515338985,1380,5145,2996,5505,4972,-3765,-1616,-4125,-3592,,
YIL005W,-1,-1,1.961170526,1.317063059,1381,1041,468,1976,4426,340,913,-595,-3045,,
YML101C,-1,-1,1.960868634,1.176797735,1382,4283,3124,5032,5244,-2901,-1742,-3650,-3862,,
YKL033W-A,0,-1,1.959355601,1.986285226,1383,5754,5582,4166,3280,-4371,-4199,-2783,-1897,,
YBR014C,-1,-1,1.95934502,1.229399976,1384,5726,757,797,4234,-4342,627,587,-2850,,
YKR058W,-1,-1,1.959214598,1.122775949,1385,1716,4052,5670,5539,-331,-2667,-4285,-4154,,
YOR198C,-1,-1,1.959176899,1.36277908,1386,2024,811,998,1075,-638,575,388,311,,
YOR194C,-1,-1,1.95911077,1.483004773,1387,1891,1868,4421,5565,-504,-481,-3034,-4178,,
YJR161C,-1,-1,1.95873968,1.187739782,1388,5056,3132,3787,3801,-3668,-1744,-2399,-2413,,
YCL005W,0,-1,1.957806046,1.718709264,1389,4459,800,1558,3757,-3070,589,-169,-2368,,
YLR290C,0,0,1.957098224,1.634933823,1390,5841,1516,1035,533,-4451,-126,355,857,,
YPR172W,0,0,1.956810068,1.57741371,1391,4654,1443,2108,2121,-3263,-52,-717,-730,,
YPR114W,-1,-1,1.956701171,1.409122319,1392,5526,1216,3386,5039,-4134,176,-1994,-3647,,
YDR194C,-1,-1,1.956675876,1.099327939,1393,4995,145,3,93,-3602,1248,1390,1300,,
YGL156W,-1,-1,1.956414543,1.271153762,1394,3011,4474,5107,3839,-1617,-3080,-3713,-2445,,
YKL060C,-1,-1,1.956080874,1.630515172,1395,2381,3582,2204,1511,-986,-2187,-809,-116,,
YMR314W,-1,-1,1.955847457,1.279321934,1396,788,420,1365,3057,608,976,31,-1661,,
YER076C,0,-1,1.955098008,1.730525653,1397,5545,2276,1992,2899,-4148,-879,-595,-1502,,
YJR051W,-1,-1,1.954340418,1.382042573,1398,640,159,824,1124,758,1239,574,274,,
YIL162W,-1,-1,1.954313329,1.507427775,1399,2191,1591,5256,5626,-792,-192,-3857,-4227,,
YFR027W,-1,-1,1.954142657,1.227853014,1400,3215,4495,4949,4381,-1815,-3095,-3549,-2981,,
YML005W,-1,-1,1.953973639,1.386278587,1401,3742,1786,2430,1902,-2341,-385,-1029,-501,,
YEL038W,-1,-1,1.953293345,1.602672083,1402,5081,853,1798,2224,-3679,549,-396,-822,,
