Gene,Original Label,Modern Label,Mito Localized,Confidence,Background Confidence,AG bioProcOnly Rank,AG AllTerm Rank,AG Local,AG bioPIXIE,ST Rank,SPELL Rank,MEFIT Rank,bioPIXIE Rank,,
YKR035W-A,-1,-1,-1,2.802326457,2.548048476,2595,2004,2187,1843,75,5558,1615,1228,,
YBL102W,0,-1,-1,3.324051609,2.199412049,2036,1059,900,1844,1210,389,652,889,,
YMR020W,0,0,-1,2.208839664,1.483769554,3517,3033,1798,1845,2181,2428,1171,1317,,
YJR151C,0,0,-1,1.206703685,1.235243573,4822,1860,2307,1846,6062,4460,1780,1491,,
YCR010C,-1,-1,1,1.805593083,2.363212948,4134,4880,2392,1847,3592,5119,3090,2780,,
YLR214W,-1,-1,-1,1.714723244,1.541276174,4235,4657,2464,1848,3725,3762,5066,5246,,
YPR005C,-1,-1,-1,5.415665315,5.396957466,364,3983,1669,1849,1518,3512,3850,3571,,
YKL124W,-1,-1,-1,5.164277747,4.467212592,493,3432,1661,1850,2863,3812,4495,2835,,
YMR118C,-1,-1,1,2.180342326,2.843886923,3555,2464,2243,1851,5542,4733,4077,3412,,
YKL190W,-1,-1,-1,1.066136837,0.640298786,4937,3195,2982,1852,1491,925,585,1048,,
YBL106C,-1,-1,-1,2.121671418,1.472276631,3635,2600,2084,1853,3321,3556,871,822,,
YBR213W,-1,0,-1,4.377499101,4.098458157,1076,1603,1929,1854,3719,4653,5350,4224,,
YNL080C,-1,-1,-1,2.487711868,1.511173067,3090,2436,1794,1855,3865,2436,3805,1827,,
YHR139C,-1,-1,-1,2.100900191,2.468023872,3657,2593,2440,1856,4089,5415,3880,2649,,
YER015W,-1,-1,1,1.484385666,1.05114415,4523,2005,1872,1857,4027,4577,5080,3838,,
YGL051W,0,0,-1,1.641382736,1.091226236,4327,2998,2575,1858,1568,1949,3247,2255,,
YDL058W,0,0,-1,4.220158233,3.508468536,1223,3585,1507,1859,1940,2829,4775,2868,,
YPR049C,-1,1,-1,4.507754737,4.515617536,944,5252,1045,1860,3708,4019,2914,1697,,
YPL103C,-1,-1,1,3.231907307,2.816762695,2124,1159,1887,1861,4658,199,849,3901,,
YBL067C,-1,-1,-1,1.700818757,1.618853822,4261,4824,1249,1862,5759,1288,510,716,,
YNL127W,-1,-1,-1,2.511885716,2.047085036,3048,2278,1824,1863,794,1749,3628,1854,,
YOR086C,0,-1,1,3.084190173,2.033473473,2261,1008,1599,1864,5273,1004,2476,2871,,
YPL146C,-1,-1,-1,3.259365538,1.861299594,2099,4910,3967,1865,784,4335,5151,5535,,
YMR281W,-1,-1,-1,4.619044397,4.10564182,836,2390,2388,1866,569,929,1787,2223,,
YPL066W,0,0,-1,1.609340166,1.281271082,4367,3374,3093,1867,5912,1706,4054,3815,,
YOR291W,-1,-1,-1,1.235218114,0.58125394,4795,3516,3913,1868,5930,2249,2885,3217,,
YBR193C,-1,-1,-1,2.78968608,2.272599371,2616,3017,2046,1869,2774,1349,1382,707,,
YLL018C,-1,-1,-1,3.129592953,2.630971836,2216,1380,2019,1870,5145,2996,5505,4972,,
YER068W,-1,-1,-1,1.255362678,0.874735287,4774,2396,3306,1871,2676,1482,4441,4645,,
YPR088C,0,0,-1,1.276135263,0.851188916,4749,1674,3096,1872,1136,1697,2114,1596,,
YLL064C,0,0,-1,3.445469085,2.733520152,1911,593,1792,1874,4903,4841,4228,4062,,
YDL243C,0,0,-1,1.069965168,0.619019718,4936,1449,2299,1875,2055,3827,2168,1403,,
YOL155C,0,0,-1,1.235065197,1.11919836,4796,2742,2790,1876,3402,2904,3104,3528,,
YIR031C,-1,-1,-1,1.659994248,1.199027902,4306,3597,2539,1877,1808,3485,5369,5059,,
YDR212W,-1,-1,-1,5.074691987,4.681382432,539,4224,1845,1878,1121,1813,1937,1691,,
YGL170C,-1,-1,-1,1.667898215,1.068675217,4291,4821,2059,1879,3107,5491,5227,4631,,
YLR417W,-1,-1,-1,1.548227133,0.557339691,4460,2176,3314,1880,2865,1870,4347,3424,,
YOL124C,-1,-1,-1,1.213402614,0.270002477,4818,5145,2839,1881,343,4508,5404,4639,,
YIR037W,-1,-1,1,3.860370896,3.10505838,1564,367,1146,1882,211,1592,1562,1434,,
YOR298C-A,-1,-1,1,3.31802771,3.20744658,2043,1775,1524,1883,654,5577,4199,3819,,
YDR350C,0,-1,1,4.545483173,3.904958696,910,4179,1616,1884,1166,837,2129,3644,,
YDR481C,-1,0,-1,0.221340284,0.291105466,5246,5186,4079,1885,3370,1912,5134,5303,,
YPL036W,-1,-1,1,1.265005746,1.394286807,4763,3007,2652,1886,2606,4249,2754,1545,,
YPR085C,0,-1,-1,1.099649405,0.952954883,4913,956,2525,1887,4946,2548,3253,3241,,
YOR389W,0,0,-1,1.605552212,2.067084059,4374,3010,1943,1888,5293,3984,4765,4290,,
YKL207W,0,-1,-1,2.299137262,1.54649024,3373,1067,1808,1889,6093,1232,518,397,,
YLR347C,0,-1,-1,2.749913004,2.086967003,2689,5050,2550,1890,1705,1837,4778,4970,,
YOR175C,-1,-1,-1,1.086564529,0.882336295,4927,4507,3975,1891,5535,2043,1928,1315,,
YJR135C,-1,-1,-1,1.532342874,1.215872846,4482,2721,4948,1892,2471,2704,1921,1268,,
YOR324C,0,-1,-1,1.558479303,1.170089348,4447,4452,1319,1893,2801,1480,2032,1503,,
YJR086W,-1,-1,-1,3.446092833,2.703671964,1910,322,802,1894,747,1059,1689,2187,,
YGL062W,0,0,-1,5.143391235,5.050725023,505,1468,2188,1895,466,2164,422,294,,
YOR181W,-1,-1,-1,1.0910533,1.455614032,4920,5100,1533,1896,3017,2694,106,2,,
YDR012W,0,-1,-1,7.217071495,6.134667141,43,1495,2635,1897,2186,4394,4339,2207,,
YNL126W,-1,-1,-1,4.884960067,3.442228181,649,5052,862,1898,1216,2246,1334,929,,
YOR028C,-1,-1,-1,3.068689278,2.043772087,2274,731,3824,1899,890,4194,3094,2252,,
YDR147W,-1,-1,-1,0.903059523,0.402083943,5021,2803,2616,1900,2920,3705,3352,2053,,
YIL118W,-1,-1,-1,1.644542224,0.56239551,4321,2872,2586,1901,1622,1272,937,1022,,
YGR169C,-1,-1,1,4.54321653,4.615164671,913,3835,2329,1902,6022,964,578,1409,,
YGR234W,0,-1,1,4.261847929,3.346417101,1183,568,1215,1903,1902,2915,543,555,,
YAL058W,-1,-1,-1,0.805636408,0.47133012,5071,3391,3525,1904,4082,4013,1592,1459,,
YKL168C,-1,-1,-1,3.471352298,2.120202113,1885,1114,2159,1905,4690,483,1693,2167,,
YHR050W,-1,-1,1,2.249281619,1.982032736,3451,1809,2174,1907,2554,863,2238,4430,,
YOR320C,-1,-1,-1,5.132377836,4.589345769,510,3823,1673,1908,413,529,999,1126,,
YNL153C,-1,-1,-1,1.272025963,0.038100188,4753,3401,2913,1909,5128,2001,232,184,,
YML063W,-1,-1,-1,4.460111124,2.922638518,998,652,916,1910,1583,4678,3000,3039,,
YDL069C,0,1,1,1.271388226,1.350771643,4754,2142,1928,1911,4755,2682,1308,1501,,
YEL031W,-1,-1,1,4.981772842,4.648743394,592,3687,2139,1912,3525,3874,329,208,,
YLR377C,0,0,-1,1.74651163,1.920482495,4201,1987,2431,1913,3063,4396,5097,3154,,
YNL049C,0,0,-1,4.978845775,4.571113815,595,3239,2720,1914,3910,709,1587,4136,,
YNL258C,0,-1,-1,3.796299328,4.019947494,1620,4082,2754,1915,2758,475,1785,4598,,
YJL187C,-1,-1,-1,1.362041764,0.503841588,4648,4558,3595,1916,1786,1645,1022,1067,,
YBR210W,-1,0,-1,2.429981086,1.820732124,3179,2217,1708,1917,2034,754,356,500,,
YOR373W,-1,-1,-1,4.109727442,4.304603362,1333,4313,1236,1918,2518,3995,3032,3362,,
YJL222W,0,0,-1,4.303976945,3.932880188,1155,1081,1664,1919,3663,3808,4500,3827,,
YKL181W,0,0,-1,1.279302964,0.215066625,4744,4500,2941,1920,325,4709,4477,4459,,
YHR176W,-1,-1,-1,2.705806778,2.202338365,2745,1223,1770,1921,2248,1992,2915,3519,,
YFR045W,0,-1,1,4.59487896,4.623002595,860,2137,2310,1922,1447,1144,1260,1523,,
YMR261C,0,0,-1,3.571485393,2.429218355,1790,790,1357,1923,913,1181,1864,1844,,
YML061C,1,1,1,2.35113691,1.436582914,3298,4340,2359,1924,67,2528,323,254,,
YGL050W,-1,-1,-1,4.293219109,3.7825183,1158,3957,1993,1925,4583,1776,3009,3361,,
YKR051W,0,0,-1,1.915782207,0.447733926,3991,174,2270,1926,5692,1055,3027,4670,,
YNL326C,-1,-1,-1,2.363889672,1.409033555,3275,2993,1782,1927,3754,840,2338,4532,,
YNR021W,0,-1,-1,3.173242725,2.382082489,2190,1733,1052,1928,5781,967,1631,4238,,
YDL133C-A,0,-1,-1,2.914842717,2.695990125,2449,4399,1998,1929,2906,5588,3407,1960,,
YJL223C,0,0,-1,2.38184768,2.225737881,3241,782,2112,1930,5764,4628,4138,4056,,
YBR018C,0,0,-1,3.550566212,2.674012044,1813,3418,2381,1931,2093,5274,3302,3381,,
YAL034W-A,-1,-1,-1,1.141062276,1.325152693,4877,4884,4388,1932,3500,5265,4221,3581,,
YIL006W,-1,-1,1,2.469414679,2.251664808,3116,1669,2331,1933,4809,3394,1157,999,,
YJL037W,0,-1,-1,5.336305011,5.242807266,406,1813,2597,1934,4321,4840,5783,5644,,
YDR456W,-1,-1,-1,1.496034105,0.675911993,4509,1974,2817,1935,1848,726,2557,3729,,
YNL183C,-1,-1,-1,3.230594096,1.903061453,2127,521,1397,1936,171,133,1196,4411,,
YDL007W,-1,-1,-1,2.981475831,1.971628807,2362,986,1230,1937,905,280,1227,4664,,
YJL107C,0,0,-1,1.321487932,1.070301299,4688,747,2140,1938,4757,5112,2271,1580,,
YNL318C,-1,-1,1,1.298921409,1.392348396,4721,3637,2317,1939,4055,5458,4037,3135,,
YDL210W,-1,-1,-1,1.125081183,1.295077572,4895,4144,2849,1940,3031,5279,4134,3140,,
YML056C,0,0,-1,4.689772021,3.260354166,776,2865,1061,1941,5389,5341,5579,4706,,
YDR345C,-1,-1,-1,1.546701758,1.027598623,4464,3098,3749,1942,3512,4175,5723,5784,,
YDR307W,0,-1,-1,2.721822877,2.332140953,2728,884,1269,1943,4418,965,2109,4143,,
YHR203C,0,-1,-1,6.072839023,5.602888278,170,4659,2792,1944,1629,5444,5377,5765,,
YKR027W,0,0,1,2.091197139,1.168860282,3673,1874,2206,1945,2053,2600,750,1055,,
YNR007C,-1,1,-1,5.611557923,5.123066383,295,1991,1414,1946,656,2078,2743,1768,,
YGR070W,-1,0,-1,4.839144306,4.786968793,680,3532,1864,1947,1405,3309,4761,3433,,
YDR382W,-1,-1,-1,4.464539232,3.159757365,994,766,822,1948,2462,4615,3038,3525,,
YHR079C-A,-1,-1,-1,1.910833218,1.030419125,3994,4363,1734,1949,4169,5589,3889,2971,,
YNL272C,-1,-1,-1,1.811310284,1.601586686,4126,2602,855,1950,736,1825,4023,4395,,
YPL203W,-1,-1,-1,3.498048066,0.885807877,1863,605,3311,1951,89,1532,4446,4329,,
YKL089W,-1,-1,-1,4.427535667,3.675266572,1036,4185,1189,1952,2767,3227,4853,4478,,
YPR023C,-1,-1,-1,3.617182078,2.466191387,1749,420,2439,1953,229,245,1087,4925,,
YNL091W,-1,-1,-1,1.654382297,0.871784375,4316,3543,2666,1954,603,374,1250,1287,,
YML054C,0,0,1,4.821117078,5.170671896,693,2891,1738,1955,5154,1065,1192,1283,,
YDR500C,0,-1,-1,6.897474549,6.209453025,65,3553,2058,1956,1927,4527,3369,5447,,
YIL099W,-1,0,-1,5.18805424,4.564906225,475,2413,1422,1957,566,5158,3861,2648,,
YPL266W,-1,-1,-1,5.621350597,3.39512214,293,1805,780,1958,372,4797,5512,5670,,
YJR095W,-1,-1,1,2.677321103,3.126890059,2787,1190,2577,1959,4035,4998,1487,1386,,
YLR208W,-1,-1,-1,3.014289997,2.077477932,2324,2919,1271,1960,1108,2263,1949,3007,,
YPL149W,0,1,-1,0.948139198,0.189164051,4996,4567,3269,1961,4042,3154,2283,3344,,
YOL111C,-1,-1,-1,3.200203037,2.849844989,2167,1496,1813,1962,721,1613,1272,1309,,
YOR251C,-1,-1,1,0.781152802,0.754020413,5086,4266,3486,1963,5689,1076,1564,1605,,
YJL184W,-1,-1,-1,2.487634304,1.957801542,3091,2556,1953,1964,2541,1476,2582,3918,,
YLR078C,0,0,-1,3.747712958,3.569748258,1656,3472,1788,1965,1937,723,1875,4666,,
YNL048W,-1,-1,-1,3.962052398,3.706908122,1477,4306,1822,1966,613,188,1088,5030,,
YOR007C,-1,-1,-1,2.991759682,2.505075205,2353,1605,1115,1967,3266,1230,1137,1149,,
YKR025W,-1,-1,-1,3.023492656,1.575456535,2317,4534,3784,1968,1640,3462,5459,5061,,
YJR103W,-1,0,-1,1.576021809,0.971865886,4427,1755,3201,1969,1370,1808,2788,2135,,
YNL339C,-1,-1,-1,3.003485567,3.027632186,2337,2952,1920,1970,3552,4176,5196,4124,,
YHR089C,-1,-1,-1,1.905791848,0.509241742,3999,4753,2954,1971,1870,4842,5011,5524,,
YBL003C,-1,-1,-1,2.963117024,2.003153379,2388,2528,2824,1972,3481,2707,3039,4858,,
YDR139C,-1,-1,-1,5.597427683,5.031317492,300,2831,1512,1973,2272,3355,2627,3181,,
YDR518W,-1,-1,-1,1.125106973,0.824493963,4894,3692,3119,1974,3875,3849,1254,804,,
YDR164C,-1,-1,-1,1.997306104,1.162820147,3829,1654,616,1975,1761,775,1471,2282,,
YGL105W,-1,-1,-1,3.742002287,2.57221268,1662,764,1311,1976,1150,1694,2966,3603,,
YDL183C,0,-1,1,4.546829559,4.843973746,907,302,1671,1977,5654,3120,3340,3659,,
YOR303W,0,0,-1,1.336107598,1.168741098,4674,3495,2978,1978,1762,3846,4277,3027,,
YDR062W,-1,-1,-1,4.967214794,4.369045456,601,5146,2677,1979,929,1630,4121,3164,,
YOR256C,-1,-1,-1,2.326977172,1.4711049,3339,2214,1912,1980,3679,693,2239,4429,,
YIL171W,-1,-1,-1,2.090501447,2.405068257,3674,4967,1769,1981,5476,5250,4433,4185,,
YGR001C,0,0,-1,0.607854476,0.763114964,5151,3413,3348,1982,5455,3048,903,2210,,
YMR095C,0,0,-1,2.852399034,3.26639775,2529,1176,2471,1983,3759,5392,1677,1418,,
YMR171C,-1,-1,-1,1.553696273,0.744614056,4455,1788,1723,1984,6091,2160,3985,4543,,
YGL027C,-1,-1,-1,2.7071475,2.343992445,2743,2448,2196,1985,2667,892,962,1112,,
YER087C-B,-1,0,-1,2.687221526,2.724705215,2769,4513,1866,1986,3558,5609,4483,3974,,
YLR173W,0,-1,-1,1.09941577,0.490068174,4914,308,2446,1987,5193,4144,5658,5415,,
YDR093W,-1,-1,-1,1.222257319,1.196265796,4804,2725,717,1988,3409,1984,5001,4416,,
YDR117C,-1,-1,-1,0.760901031,0.26602093,5095,2510,2700,1989,4521,1083,2441,3770,,
YNR030W,-1,-1,-1,1.247914374,0.821558191,4783,3689,4058,1990,3234,1196,3690,5085,,
YNL314W,-1,-1,-1,1.127104661,0.764576757,4890,3940,2904,1991,2596,1862,3067,3232,,
YKL079W,-1,-1,-1,2.442247061,2.04855291,3164,2405,1216,1992,3656,848,933,1148,,
YJR024C,0,0,-1,5.237669479,4.826290531,451,719,3006,1993,5322,2112,1593,2671,,
YPL187W,-1,-1,-1,2.158365315,2.478773124,3584,1940,3039,1994,3238,5323,5221,4698,,
YLR075W,-1,-1,-1,4.089153559,2.722943024,1350,507,682,1995,3368,4715,5103,4888,,
YMR246W,-1,-1,-1,1.483346444,0.78131915,4524,4579,3292,1996,2948,4223,2060,1292,,
YMR184W,-1,-1,-1,2.999037875,2.202311889,2346,1534,1498,1997,1589,1409,1707,1253,,
YJR109C,0,0,-1,2.791131988,2.56727123,2614,3759,1698,1998,3410,4219,4150,2092,,
YHR143W,-1,-1,-1,6.089083657,5.254676305,166,5238,1419,1999,3641,3865,969,422,,
YKL127W,0,0,-1,1.679204722,0.89426669,4280,3081,3100,2000,2805,2186,3016,2247,,
YGL023C,0,0,1,3.787918217,3.691474126,1627,4960,1412,2001,3058,3561,3720,4037,,
YLR426W,-1,0,1,5.004768365,4.611352363,575,3048,2132,2002,1630,1011,1458,3059,,
YPL110C,-1,-1,-1,1.493506287,0.849285119,4510,2312,2822,2003,3694,2541,2853,2351,,
YDR453C,-1,-1,-1,5.825853267,5.739347064,226,3323,2847,2004,989,3421,5489,4978,,
YGL183C,-1,-1,-1,0.907019783,0.494129821,5018,4273,2893,2005,3587,5557,5309,4700,,
YDR254W,-1,-1,-1,2.098055081,0.936190246,3664,1636,2989,2006,391,3073,3413,1660,,
YJL062W,-1,-1,-1,4.309209508,4.208360404,1151,5094,2511,2007,2610,428,1986,2188,,
YLR251W,0,0,1,3.769228558,2.558074074,1642,311,1184,2008,800,2895,4756,3998,,
YMR010W,0,-1,-1,4.396620416,4.0793983,1059,1338,1385,2009,2709,1646,3755,2172,,
YDR031W,0,-1,1,4.777847275,3.050072006,721,240,2795,2010,5742,379,1445,4983,,
YJR021C,-1,-1,-1,4.704834114,4.821582718,766,2006,1978,2011,3767,3342,4353,4073,,
YOR198C,-1,-1,-1,3.252603337,2.570949855,2104,1386,881,2012,2024,811,998,1075,,
YEL049W,0,0,-1,2.450211563,2.065530372,3152,517,1627,2013,5042,5099,3188,3237,,
YKL067W,0,-1,1,4.744384446,3.258308435,741,410,2065,2014,135,264,841,2882,,
YCL038C,-1,-1,-1,4.814469581,4.441846168,700,3995,1837,2015,681,2558,3367,2954,,
YDR289C,-1,-1,-1,4.586523708,4.486353434,868,2785,1836,2016,2604,1614,4531,4010,,
YEL036C,-1,-1,-1,3.051519475,2.406348067,2287,2323,1750,2017,3473,1802,4029,4004,,
YBL072C,-1,-1,-1,4.358419122,2.623596889,1107,837,759,2018,743,4826,4692,5123,,
YFR042W,0,0,-1,4.146206211,4.493843588,1295,3385,1846,2019,5850,974,1500,3904,,
YJL139C,-1,-1,-1,2.249561309,1.567804886,3450,2051,1874,2020,3390,1437,2939,1676,,
YIL049W,-1,-1,-1,2.208911219,2.069011143,3516,3602,2320,2021,3743,1711,2344,2907,,
YCL018W,0,0,-1,2.849326643,2.73270022,2532,2532,1957,2022,2977,4512,3092,3099,,
YDR339C,-1,-1,-1,3.995542558,2.901383992,1448,2511,1123,2023,43,3837,3173,4432,,
YGL253W,-1,-1,1,3.749075022,2.633921366,1654,708,997,2024,2779,2891,1847,1393,,
YPL239W,-1,-1,-1,0.903057817,0.718267392,5022,4981,2869,2025,1257,4018,4142,3579,,
YEL050C,-1,-1,1,5.138949165,4.307205321,507,150,3284,2026,5889,24,68,746,,
YDR470C,1,1,1,2.874251372,2.575672533,2493,1656,2323,2027,30,1099,516,643,,
YDR142C,-1,-1,-1,1.588246778,1.339584307,4393,3132,2077,2028,3406,2167,2072,1529,,
YIL120W,0,-1,-1,2.118648969,1.954021557,3638,3338,2571,2029,1737,4244,4859,4204,,
YJR124C,0,0,-1,4.206085969,2.365222748,1240,772,1182,2030,5722,3946,5409,4508,,
YOR315W,-1,-1,-1,2.085104281,0.705554841,3680,4529,3629,2031,1567,3446,3903,4673,,
YOL073C,0,0,-1,3.836044083,3.193240365,1579,53,1787,2032,5702,1468,3895,2972,,
YOR287C,-1,-1,-1,0.64105015,-0.498668203,5139,4141,2482,2033,1439,5215,5587,4770,,
YHR150W,-1,-1,-1,5.04945106,4.54715889,551,5255,2371,2034,4054,4258,3374,3661,,
YNL041C,0,0,-1,4.725949875,3.706640706,754,4032,2698,2035,1130,858,2601,1999,,
YMR071C,0,0,-1,4.537799152,4.694336864,917,2411,1848,2036,964,333,575,1547,,
YAL063C,0,0,-1,4.986049829,5.206269047,588,5082,2225,2037,3594,5091,888,842,,
YDL113C,-1,1,-1,5.474703411,4.526378474,337,2895,1326,2038,1192,3917,5640,5438,,
YIL023C,-1,-1,-1,2.806628642,2.717467858,2590,1626,1724,2039,1147,2209,1594,1757,,
YGR143W,-1,-1,-1,5.014196803,4.410765017,572,3372,1471,2040,1776,3371,1542,1458,,
YDL167C,0,0,-1,2.409312513,1.044510104,3208,4085,2776,2041,826,5184,4005,1914,,
YKL006W,0,-1,-1,4.669378103,2.823113551,789,830,648,2042,2124,5048,3962,5549,,
YMR198W,-1,-1,-1,1.738488786,0.900749678,4208,3496,3046,2043,2835,2649,290,412,,
YOR021C,0,0,-1,1.125683116,0.298808649,4893,1442,3374,2044,753,2342,1769,4425,,
YOR361C,-1,-1,-1,2.758281079,1.293712083,2668,3434,2400,2045,145,3284,4387,3846,,
YDL208W,-1,-1,-1,2.011343417,0.598260562,3811,4158,2887,2046,1476,5202,3866,5293,,
YGL230C,0,0,1,1.212535945,0.705506163,4819,1687,2421,2047,5348,5359,5367,4637,,
YDR057W,-1,-1,-1,3.824051466,3.952339442,1595,3964,2030,2048,1253,1680,1158,826,,
YLL057C,0,0,-1,1.149328988,0.865246173,4868,4103,2361,2049,4023,4680,5654,5284,,
YKR092C,0,0,-1,2.416760448,0.926472779,3196,5124,3568,2050,304,4990,5400,4581,,
YOR043W,-1,1,-1,2.798917343,1.765750281,2600,1255,2287,2051,1553,593,875,1140,,
YPL126W,-1,-1,-1,3.806098613,2.419066581,1608,3201,1828,2052,510,4538,5775,5771,,
YLL033W,-1,-1,-1,0.821031628,0.687223246,5061,4296,2946,2053,2956,2764,2268,3070,,
YDR163W,-1,-1,-1,4.461109468,3.96698744,997,2019,1446,2054,3488,3212,5067,5378,,
YPR124W,-1,-1,-1,1.966318639,0.87343089,3910,1804,1637,2056,2111,762,1306,3896,,
YDL154W,-1,-1,-1,3.406490497,2.792611653,1950,653,1631,2057,2909,4458,2262,1449,,
YGL038C,-1,-1,-1,4.905539981,5.037640205,632,3574,2815,2058,3529,1340,3282,4434,,
YAL035W,-1,-1,1,1.109440302,0.819410272,4905,4057,3384,2059,3222,3957,1753,1324,,
YHR177W,0,-1,-1,1.375042137,1.031095878,4638,1596,2345,2060,5560,4784,3175,3236,,
YJL137C,0,0,-1,4.366423972,3.963158537,1090,395,1355,2061,1664,1678,3256,2358,,
YCR069W,-1,-1,-1,5.154491755,5.322541292,496,2105,1147,2062,6096,1906,3305,4253,,
YIL027C,0,-1,-1,2.969365946,2.26028982,2377,1783,955,2063,4852,2037,1908,3906,,
YMR154C,0,0,-1,1.79169704,1.321154552,4152,4303,2412,2064,3419,3312,619,922,,
YAL025C,-1,-1,-1,6.414643887,4.785947429,112,5005,1423,2065,1611,5030,5063,5781,,
YOL081W,0,-1,1,3.011933358,2.755010615,2326,31,1375,2066,1463,2790,1885,1255,,
YNR020C,0,1,1,4.503819836,4.444656053,954,979,1482,2067,330,816,388,966,,
YCL029C,-1,-1,-1,1.714129794,1.302334151,4236,4779,4587,2068,4121,3406,1096,1245,,
YER148W,-1,-1,-1,2.519519923,1.019975537,3037,3094,3859,2069,440,3882,3825,5769,,
YOL031C,0,0,-1,2.504213711,2.657159399,3065,3215,1525,2070,3732,926,1044,853,,
YDR399W,0,0,-1,3.213416799,1.725297892,2148,5167,3698,2071,2219,4914,4190,3143,,
YBR216C,-1,-1,-1,2.344369274,1.294016458,3314,2665,1834,2072,1799,1177,1287,1264,,
YOR264W,0,0,-1,2.198835009,1.88941791,3531,2122,1968,2073,5001,1047,1145,1306,,
YFL053W,0,0,-1,1.129049487,0.739057088,4888,5249,3092,2074,4081,5449,3984,3811,,
YIL142W,-1,-1,-1,1.041629238,0.769748704,4945,4218,2775,2075,1275,1286,2825,2192,,
YMR100W,0,-1,-1,4.56318424,3.469892463,886,3365,1677,2076,3598,1703,3262,3373,,
YNR043W,-1,-1,-1,4.123382418,2.818929057,1317,1335,1491,2077,388,1574,694,579,,
YLR138W,-1,-1,-1,2.11215167,1.591800547,3642,4494,2990,2078,2433,3055,4590,4278,,
YEL064C,-1,-1,-1,1.487517111,0.946658639,4516,2559,2584,2080,3441,2223,4317,2096,,
YGR289C,-1,-1,-1,4.598790572,4.841243719,852,5109,2871,2081,2027,4317,5631,5606,,
YOL162W,0,0,-1,4.965379893,4.496942739,603,1465,1331,2082,3990,5325,3184,3111,,
YNL263C,0,0,-1,3.374238446,2.641280887,1983,1355,1398,2083,2300,321,1791,4588,,
YGL142C,-1,-1,-1,3.927257838,4.073458196,1501,4490,1979,2084,4014,1961,5124,5247,,
YKL004W,-1,-1,-1,4.605473497,2.427393664,847,3635,1148,2085,2514,4191,4622,3030,,
YGL249W,-1,-1,1,1.395434144,0.809315602,4617,5223,1521,2086,4073,5469,4805,3152,,
YJL044C,0,0,-1,1.785115632,0.885207269,4162,994,2175,2087,3879,2077,2926,3520,,
YPR173C,-1,-1,-1,3.281426911,2.891944879,2079,1020,2298,2088,1495,1189,3106,2674,,
YAR008W,-1,-1,1,2.284172067,0.824091046,3399,4247,2240,2089,6089,2285,4386,4869,,
YPL106C,-1,-1,-1,3.523676303,3.572347042,1836,1241,1570,2090,2370,2998,2745,2002,,
YEL048C,0,-1,-1,2.450932139,0.879846027,3150,3754,2579,2091,5099,4871,1339,1097,,
YLR288C,-1,-1,-1,1.558007735,1.244423083,4449,2061,3150,2092,1609,2808,1846,1401,,
YKR099W,-1,-1,-1,3.161810976,1.789202573,2198,5345,3447,2093,3717,4275,4600,2881,,
YPR132W,-1,-1,-1,4.443592867,2.993040545,1018,802,631,2094,251,4971,2039,5203,,
YGL055W,1,1,-1,1.380608949,1.28089741,4634,5151,3907,2095,6,5108,2293,1630,,
YMR266W,-1,-1,-1,2.830403355,3.010244995,2560,3653,2478,2096,3850,4011,3410,1633,,
YPL179W,-1,-1,-1,1.008419891,0.684461402,4961,3102,3801,2097,2966,2105,2311,1665,,
YDR066C,0,-1,-1,5.399192954,4.490793645,374,183,2096,2098,5716,2122,1174,1868,,
YKR026C,-1,-1,-1,2.627805982,0.97358685,2875,2239,2865,2099,1279,3206,3439,3316,,
YKL051W,-1,-1,-1,1.731130641,1.727735169,4216,1087,2554,2100,3662,3815,5049,3019,,
YOL104C,-1,-1,-1,2.053095325,1.804909328,3738,5580,2631,2101,4164,5168,4711,4285,,
YML038C,-1,-1,-1,1.472142066,0.631753611,4544,3783,2532,2102,2288,1206,2891,1769,,
YMR096W,0,0,-1,3.612734897,3.13608712,1755,441,1244,2103,3119,5134,4964,4519,,
YHR001W,-1,-1,-1,2.4749227,1.894945264,3107,1491,1717,2104,1481,222,815,1550,,
YKL104C,0,-1,-1,4.153801773,4.545484175,1287,1267,2001,2105,2985,1998,2932,2864,,
YLR332W,-1,-1,-1,3.565776921,3.252971963,1794,1042,1132,2106,2942,3433,1291,1119,,
YPL017C,-1,-1,1,2.614029425,2.181663042,2892,2603,1997,2107,4730,4799,5327,3325,,
YDR358W,-1,-1,-1,4.5312273,2.51417076,924,274,1466,2109,147,2557,1850,2176,,
YPL253C,-1,-1,-1,2.379605324,1.922290654,3244,2844,2484,2110,1280,3515,3424,1973,,
YMR155W,0,0,-1,2.376701165,1.957088692,3247,391,1932,2111,5790,984,1438,866,,
YDR096W,-1,-1,1,2.375465511,0.866215859,3251,621,3234,2112,346,3560,4109,2411,,
YEL059C-A,0,1,1,1.371125935,0.919708672,4642,2915,3190,2113,1695,3913,5031,4949,,
YGL014W,-1,-1,-1,3.440885254,1.978989217,1917,2994,3508,2114,2327,3653,4843,2695,,
YBR084C-A,0,-1,-1,6.33272519,5.751171768,126,4484,2241,2115,2257,5346,3471,5130,,
YJL108C,-1,0,-1,4.658169182,4.272602938,803,4795,2000,2116,2904,5022,4919,4483,,
YPR167C,0,0,-1,5.172782343,5.654175579,484,2625,1566,2117,3570,3770,4875,4401,,
YPL165C,0,0,-1,5.664725895,5.128184836,277,828,1586,2118,5382,5229,3381,1725,,
